ID,Region,District,Education,Gender_HH_Head,Age_HH_Head,Household_Size,Dependents,Livelihood_Main,Livelihood_Secondary,Crop,Yield,Farm_Size_Acres,Water_Source,Irrigation,Livestock_TLU,Food_Insecurity_Score,Food_Consumption_Score,Months_Food_Secure,Coping_Strategy_Index,Savings_UGX,Loan_UGX,Income_UGX,Expenditure_Food_Pct,Shocks_Last_Year,Assistance_Received
972,Western,Mbarara,Primary,Male,28,5,2,Fishing,Commercial Farming,Beans,0.5,1.0,Borehole,Yes,4.1,1,43,9,19,560109,58612,482603,39,Price Rise,Food
973,Western,Mbale,None,Female,68,4,1,Construction,Commercial Farming,Maize,0.5,2.4,Borehole,Yes,6.1,4,26,3,7,397678,18644,896197,38,None,None
974,Western,Mbarara,Secondary,Female,24,8,3,Small Business,Casual Labor,Coffee,0.5,4.3,Rain,No,2.0,5,95,12,11,307449,221832,172812,47,Drought,Cash
975,Central,Kampala,Secondary,Female,73,3,3,Commercial Farming,Small Business,Beans,4.78,3.0,Rain,Yes,5.0,9,30,5,25,580067,179386,2183718,47,None,Food
976,Eastern,Mbarara,None,Female,51,8,1,Commercial Farming,Small Business,Coffee,5.3,4.5,Borehole,Yes,6.6,5,100,6,7,203560,229404,2423694,69,None,Food
977,Central,Kampala,None,Female,28,5,1,Fishing,Fishing,Coffee,0.5,3.7,Rain,No,2.2,2,74,3,16,810626,79514,428608,53,Flood,None
978,Eastern,Kampala,Primary,Female,29,4,3,Charcoal Burning,Charcoal Burning,Beans,0.5,1.6,Borehole,Yes,5.9,4,46,3,22,801039,291079,799154,57,None,Cash
979,Western,Mbale,University,Male,42,4,0,Subsistence Farming,Casual Labor,Coffee,4.98,3.6,Rain,Yes,6.3,4,107,6,27,727401,161952,118423,39,Price Rise,Food
980,Western,Gulu,None,Male,65,3,3,Boda Boda,Subsistence Farming,Beans,0.5,1.4,Borehole,No,4.6,8,22,12,19,424337,182496,725817,71,None,None
981,Eastern,Kampala,Secondary,Male,40,6,3,Construction,Livestock,Maize,0.5,0.9,Rain,Yes,6.7,9,89,6,11,28270,294985,508930,55,Flood,Cash
982,Central,Mbale,None,Male,67,9,0,Charcoal Burning,Small Business,Coffee,0.5,2.5,Borehole,Yes,2.7,8,55,2,9,115959,344109,743888,51,Flood,None
983,Northern,Kampala,None,Male,51,8,0,Salaried Employment,Fishing,Beans,0.5,5.8,Rain,Yes,7.0,9,69,8,8,190001,237091,1028301,38,Flood,Cash
984,Northern,Gulu,University,Male,72,5,3,Livestock,Small Business,Coffee,0.5,4.8,Borehole,No,2.4,2,65,4,18,775427,393589,402875,52,Price Rise,Food
985,Northern,Gulu,Secondary,Female,19,6,0,Construction,Construction,Maize,0.5,4.0,Rain,Yes,6.8,2,32,7,12,806772,477197,321103,46,Price Rise,Cash
986,Eastern,Kampala,University,Male,62,9,3,Charcoal Burning,Fishing,Beans,0.5,4.0,Rain,Yes,0.1,3,105,7,33,818031,412856,642300,76,Drought,Cash
987,Western,Kampala,Primary,Female,46,5,1,Boda Boda,Salaried Employment,Beans,0.5,0.6,Rain,No,0.7,3,68,6,29,158893,131561,519489,59,Price Rise,None
988,Central,Gulu,Secondary,Male,21,7,1,Commercial Farming,Livestock,Maize,1.59,4.9,Borehole,Yes,7.7,4,58,11,15,321170,76950,1627278,56,Drought,Cash
989,Eastern,Kampala,University,Male,28,7,3,Casual Labor,Construction,Beans,0.5,2.9,Borehole,No,2.5,1,37,2,2,437846,129086,414383,37,Price Rise,Cash
990,Eastern,Mbale,Secondary,Male,59,4,3,Livestock,Commercial Farming,Maize,0.5,1.5,Rain,Yes,4.9,8,96,11,19,369044,480530,855952,61,None,Food
991,Central,Gulu,None,Male,37,5,2,Livestock,Small Business,Maize,0.5,5.5,Borehole,Yes,0.6,6,44,10,12,695442,9448,528400,49,Flood,None
992,Western,Gulu,None,Male,62,2,0,Charcoal Burning,Small Business,Maize,0.5,5.8,Rain,No,6.5,10,23,8,18,250030,90905,346052,70,Flood,Food
993,Central,Mbale,Primary,Male,40,6,0,Commercial Farming,Fishing,Maize,0.56,4.7,Borehole,No,1.9,10,105,5,13,10957,2678,2695964,52,Drought,Food
994,Eastern,Gulu,University,Female,34,7,1,Charcoal Burning,Small Business,Beans,0.5,4.4,Rain,No,1.8,2,25,7,12,99080,28548,204070,80,Price Rise,Cash
995,Northern,Mbarara,Secondary,Male,54,10,0,Casual Labor,Salaried Employment,Maize,0.5,4.3,Rain,Yes,5.4,3,80,7,7,383204,449210,121913,45,Flood,None
996,Central,Gulu,Secondary,Male,63,8,3,Salaried Employment,Subsistence Farming,Beans,0.5,2.2,Borehole,Yes,7.6,8,49,6,24,738877,37429,2343807,84,Price Rise,None
997,Eastern,Mbale,University,Female,36,2,2,Livestock,Boda Boda,Beans,0.5,4.0,Borehole,No,1.2,4,94,9,32,80143,12502,372369,56,None,None
998,Eastern,Kampala,Primary,Male,30,10,0,Livestock,Casual Labor,Maize,0.5,3.3,Borehole,No,7.9,7,55,12,20,364440,403121,373700,40,Drought,Food
999,Western,Kampala,Secondary,Female,23,4,0,Charcoal Burning,Commercial Farming,Beans,0.5,3.4,Rain,Yes,7.2,10,96,5,11,481885,132850,312665,53,Drought,None
1000,Eastern,Kampala,University,Female,20,5,2,Boda Boda,Small Business,Beans,0.5,1.3,Borehole,No,6.8,5,46,8,11,476277,166230,199859,72,Flood,Cash
1001,Eastern,Kampala,None,Male,66,10,1,Commercial Farming,Charcoal Burning,Beans,0.52,1.1,Rain,No,6.6,4,32,10,14,318771,315410,1471737,43,Price Rise,Cash
1002,Central,Mbale,Secondary,Male,19,6,3,Casual Labor,Construction,Coffee,0.5,2.5,Borehole,No,7.6,1,69,10,6,586462,99831,865499,52,Price Rise,None
1003,Western,Mbale,Secondary,Male,56,6,1,Small Business,Salaried Employment,Maize,0.5,5.1,Borehole,No,7.7,3,86,11,10,960236,125793,783229,39,Drought,Food
1004,Eastern,Gulu,None,Female,27,5,3,Livestock,Subsistence Farming,Maize,0.5,2.9,Rain,No,8.0,1,21,11,15,122549,465030,334355,52,None,Food
1005,Eastern,Kampala,None,Male,49,4,2,Commercial Farming,Boda Boda,Beans,4.83,2.8,Rain,Yes,4.1,6,105,5,16,143592,270341,1824100,66,None,Cash
1006,Northern,Gulu,None,Female,40,10,1,Fishing,Casual Labor,Coffee,0.5,2.2,Rain,Yes,3.2,7,82,7,4,546702,203813,440800,68,Price Rise,Food
1007,Northern,Gulu,University,Male,19,8,2,Boda Boda,Construction,Beans,0.5,5.2,Borehole,Yes,2.9,8,69,6,0,627292,280727,602472,49,Flood,Food
1008,Central,Kampala,None,Male,44,7,4,Boda Boda,Commercial Farming,Maize,0.5,4.6,Rain,Yes,7.9,9,26,6,20,242800,410515,149567,63,Drought,None
1009,Western,Gulu,None,Female,70,4,3,Commercial Farming,Salaried Employment,Beans,3.05,3.6,Borehole,No,4.7,6,65,3,12,174034,171112,1577452,60,Flood,Cash
1010,Eastern,Gulu,Primary,Female,60,8,3,Charcoal Burning,Charcoal Burning,Beans,0.5,5.3,Rain,No,6.4,10,73,10,18,129910,169140,807253,80,Drought,Food
1011,Western,Mbarara,Primary,Female,58,10,1,Boda Boda,Salaried Employment,Beans,0.5,5.4,Borehole,No,7.9,0,46,2,28,573269,25617,298540,62,Drought,Cash
1012,Eastern,Gulu,University,Female,47,10,3,Salaried Employment,Casual Labor,Maize,0.5,5.5,Rain,No,5.9,10,62,8,24,466763,66943,3978086,46,Price Rise,Cash
1013,Northern,Mbale,None,Female,42,6,4,Commercial Farming,Charcoal Burning,Beans,1.51,4.2,Borehole,No,4.3,4,51,11,9,583864,338103,2893199,50,Price Rise,Cash
1014,Central,Kampala,None,Female,44,6,1,Commercial Farming,Fishing,Coffee,6.27,0.7,Rain,No,0.1,1,103,10,23,443656,36624,739554,60,Drought,None
1015,Northern,Mbale,None,Female,21,3,4,Small Business,Construction,Coffee,0.5,3.6,Rain,Yes,5.6,9,94,10,14,699298,324976,760616,63,None,None
1016,Central,Mbarara,Primary,Male,74,2,0,Boda Boda,Salaried Employment,Maize,0.5,1.9,Rain,Yes,3.3,9,57,11,29,184079,428648,192295,40,Price Rise,Cash
1017,Eastern,Mbarara,Primary,Female,32,8,1,Construction,Charcoal Burning,Beans,0.5,5.2,Borehole,No,3.4,8,51,3,5,38071,374587,813859,57,Drought,None
1018,Western,Mbale,Secondary,Female,43,4,4,Subsistence Farming,Subsistence Farming,Beans,1.72,0.2,Borehole,No,1.0,6,40,8,31,318794,236916,86550,54,Drought,Cash
1019,Northern,Mbarara,None,Male,50,6,1,Subsistence Farming,Boda Boda,Coffee,6.27,3.5,Borehole,Yes,7.9,5,69,2,0,150486,303791,470652,44,Flood,None
1020,Northern,Mbarara,Primary,Male,59,8,3,Livestock,Commercial Farming,Maize,0.5,3.3,Borehole,No,5.9,8,101,5,14,619466,413315,694957,64,Drought,None
1021,Eastern,Gulu,Primary,Female,61,9,1,Small Business,Small Business,Maize,0.5,4.8,Borehole,Yes,7.8,4,26,4,4,867595,419067,501580,47,Flood,Cash
1022,Northern,Kampala,None,Female,36,10,2,Boda Boda,Charcoal Burning,Beans,0.5,3.8,Borehole,Yes,2.3,10,67,10,31,167221,351470,307221,80,Drought,Cash
1023,Central,Gulu,Primary,Female,29,4,3,Fishing,Fishing,Beans,0.5,5.4,Borehole,No,2.3,3,35,6,20,976544,225399,841949,37,Drought,Cash
1024,Western,Gulu,None,Male,39,7,0,Livestock,Small Business,Coffee,0.5,2.3,Rain,No,7.3,10,71,6,0,723891,495001,369069,45,Flood,None
1025,Central,Kampala,None,Female,61,8,3,Boda Boda,Livestock,Coffee,0.5,1.2,Borehole,No,5.3,2,101,4,13,718293,58704,256584,79,Flood,Cash
1026,Northern,Gulu,University,Male,49,7,3,Livestock,Commercial Farming,Maize,0.5,1.8,Rain,Yes,7.0,9,107,7,28,909956,428373,180934,75,Flood,None
1027,Central,Mbale,None,Female,39,4,3,Commercial Farming,Casual Labor,Coffee,3.58,2.9,Rain,Yes,7.0,6,71,6,12,347037,255084,608779,38,Flood,None
1028,Eastern,Mbarara,University,Female,34,8,3,Salaried Employment,Casual Labor,Maize,0.5,0.2,Borehole,Yes,1.8,6,80,12,29,874068,134839,3632705,37,Flood,Food
1029,Northern,Mbarara,University,Female,74,5,0,Boda Boda,Small Business,Maize,0.5,1.8,Rain,Yes,2.4,4,55,5,17,901178,93830,328827,82,None,Food
1030,Western,Kampala,None,Male,53,6,1,Charcoal Burning,Subsistence Farming,Beans,0.5,4.9,Borehole,No,3.2,10,48,11,6,933760,342546,265073,84,Drought,None
1031,Northern,Mbarara,University,Female,51,4,0,Construction,Fishing,Maize,0.5,5.7,Borehole,Yes,2.1,6,103,8,19,644202,448853,192730,83,Price Rise,Cash
1032,Western,Kampala,University,Female,74,8,1,Fishing,Commercial Farming,Maize,0.5,2.1,Borehole,No,5.3,10,35,11,26,332061,229159,173966,61,None,None
1033,Central,Mbarara,None,Female,56,2,4,Fishing,Subsistence Farming,Beans,0.5,3.1,Rain,No,7.4,7,50,7,32,760056,120038,880875,40,Drought,Cash
1034,Eastern,Mbarara,University,Female,69,5,2,Fishing,Construction,Maize,0.5,3.2,Rain,No,3.6,9,90,4,8,74352,405560,819198,49,Flood,Cash
1035,Eastern,Gulu,Secondary,Male,27,8,2,Construction,Small Business,Maize,0.5,4.8,Borehole,No,5.4,0,61,2,9,323286,53737,501840,54,Price Rise,Cash
1036,Eastern,Gulu,None,Male,24,7,4,Casual Labor,Boda Boda,Coffee,0.5,5.3,Borehole,Yes,4.4,4,30,5,14,505193,240028,567432,73,Flood,Food
1037,Central,Kampala,None,Female,35,6,4,Construction,Subsistence Farming,Beans,0.5,3.4,Rain,No,7.3,0,57,10,19,405838,471782,240481,40,Flood,None
1038,Western,Mbarara,Primary,Male,22,7,3,Casual Labor,Charcoal Burning,Maize,0.5,0.7,Rain,Yes,7.0,8,66,2,4,699565,291650,299909,66,Drought,Cash
1039,Western,Mbarara,Secondary,Male,24,8,0,Livestock,Fishing,Coffee,0.5,1.4,Borehole,No,1.0,10,94,12,33,576588,379499,474486,65,Drought,None
1040,Eastern,Mbarara,None,Male,21,4,3,Casual Labor,Fishing,Beans,0.5,3.6,Borehole,No,2.9,2,56,9,4,266693,56183,127075,80,None,None
1041,Western,Mbale,University,Male,24,9,2,Subsistence Farming,Charcoal Burning,Coffee,1.06,1.0,Borehole,No,5.8,7,105,7,18,141953,107996,193528,78,Price Rise,None
1042,Western,Gulu,None,Male,55,5,0,Subsistence Farming,Construction,Coffee,1.75,1.1,Borehole,No,4.4,1,95,2,34,832044,474534,463291,70,Drought,None
1043,Eastern,Kampala,University,Female,64,5,1,Salaried Employment,Boda Boda,Coffee,0.5,4.5,Rain,No,5.6,3,45,7,22,713306,137439,1005854,67,None,Food
1044,Eastern,Mbale,None,Female,60,7,3,Salaried Employment,Casual Labor,Coffee,0.5,0.6,Rain,No,3.0,4,27,8,33,842848,160403,1487535,67,Drought,None
1045,Northern,Mbarara,Primary,Female,60,3,2,Boda Boda,Subsistence Farming,Beans,0.5,5.3,Borehole,Yes,7.2,0,100,10,2,472204,196085,810456,52,Drought,Cash
1046,Eastern,Mbale,None,Female,36,5,4,Livestock,Small Business,Coffee,0.5,2.8,Rain,No,0.5,2,69,6,20,345805,200042,775228,74,Flood,Cash
1047,Northern,Gulu,University,Female,34,9,3,Casual Labor,Salaried Employment,Maize,0.5,5.9,Rain,No,2.2,0,42,11,29,356138,317767,669735,41,Price Rise,Food
1048,Northern,Kampala,None,Male,66,8,3,Fishing,Fishing,Coffee,0.5,2.4,Rain,No,3.3,10,35,7,30,743910,383153,481698,56,Drought,None
1049,Eastern,Kampala,None,Male,46,3,2,Subsistence Farming,Livestock,Beans,6.35,2.3,Borehole,Yes,3.8,10,46,10,19,454400,64581,126208,76,None,Food
1050,Western,Gulu,None,Male,39,4,4,Construction,Salaried Employment,Coffee,0.5,2.6,Rain,No,3.3,7,90,2,20,176543,493467,520283,56,Price Rise,Food
1051,Eastern,Kampala,Primary,Female,45,6,1,Livestock,Small Business,Beans,0.5,5.7,Rain,Yes,7.5,9,58,10,30,319217,19400,364231,44,Drought,Food
1052,Central,Kampala,Secondary,Female,34,2,4,Livestock,Livestock,Beans,0.5,4.6,Borehole,Yes,4.9,2,106,5,12,664000,262415,561604,64,Drought,Food
1053,Northern,Mbale,Secondary,Male,70,4,4,Boda Boda,Commercial Farming,Beans,0.5,5.6,Borehole,Yes,3.1,3,32,4,30,590201,46818,492461,70,None,Cash
1054,Western,Gulu,Primary,Female,70,9,2,Livestock,Subsistence Farming,Maize,0.5,3.9,Borehole,No,3.3,9,88,10,7,488500,366884,440072,77,Flood,Food
1055,Western,Gulu,University,Female,50,10,2,Subsistence Farming,Boda Boda,Maize,3.9,2.1,Borehole,No,7.5,5,78,10,7,582177,285755,312033,43,None,Cash
1056,Northern,Mbale,University,Female,60,7,0,Livestock,Livestock,Coffee,0.5,3.2,Rain,No,8.0,0,100,10,13,531617,149686,742842,52,Price Rise,Food
1057,Northern,Gulu,Secondary,Male,72,3,0,Small Business,Small Business,Beans,0.5,1.7,Rain,Yes,0.0,6,58,3,19,338403,412820,522774,77,Drought,None
1058,Northern,Mbarara,University,Female,33,5,4,Commercial Farming,Commercial Farming,Maize,0.69,3.5,Borehole,No,5.2,4,62,10,15,759557,240747,1995329,47,Flood,None
1059,Northern,Kampala,Primary,Female,25,10,2,Small Business,Boda Boda,Coffee,0.5,3.5,Rain,No,1.7,7,83,10,10,130510,74644,420932,52,None,Cash
1060,Eastern,Kampala,University,Male,28,10,0,Salaried Employment,Livestock,Maize,0.5,4.4,Rain,No,0.3,9,90,10,1,464008,343870,2718497,61,Drought,Food
1061,Eastern,Mbarara,Secondary,Male,50,3,0,Commercial Farming,Livestock,Maize,0.93,2.7,Rain,Yes,1.2,10,83,8,16,421197,297303,2829285,63,Flood,None
1062,Central,Kampala,University,Female,57,5,1,Boda Boda,Charcoal Burning,Coffee,0.5,3.1,Rain,Yes,4.2,1,58,2,31,657768,178856,126285,84,Flood,None
1063,Western,Mbale,Secondary,Female,27,2,1,Commercial Farming,Charcoal Burning,Maize,5.21,1.7,Borehole,Yes,0.9,6,23,7,28,933391,437693,837543,42,Drought,Food
1064,Northern,Kampala,University,Male,24,2,0,Fishing,Casual Labor,Maize,0.5,0.9,Rain,No,5.8,2,42,2,34,180835,430340,372146,54,Price Rise,None
1065,Western,Gulu,Secondary,Male,53,5,0,Subsistence Farming,Construction,Coffee,5.87,4.6,Rain,Yes,1.4,4,80,6,12,925013,191475,512013,51,Drought,None
1066,Central,Mbarara,Secondary,Male,47,9,0,Small Business,Construction,Maize,0.5,3.5,Rain,No,3.2,0,51,6,20,250236,325284,176746,64,Flood,Cash
1067,Eastern,Kampala,None,Female,40,3,4,Subsistence Farming,Charcoal Burning,Coffee,5.49,5.6,Borehole,No,1.4,10,73,9,19,91670,221767,470996,81,None,None
1068,Central,Mbarara,Primary,Male,65,5,2,Boda Boda,Boda Boda,Beans,0.5,0.9,Rain,Yes,3.8,0,29,8,31,531797,35589,267940,65,Price Rise,Cash
1069,Northern,Kampala,None,Male,70,6,2,Construction,Construction,Beans,0.5,5.2,Borehole,Yes,4.3,7,90,3,26,69547,81534,540740,74,Price Rise,None
1070,Eastern,Mbale,Secondary,Female,19,4,3,Construction,Charcoal Burning,Beans,0.5,6.0,Borehole,No,2.8,2,56,8,15,996771,475250,473707,36,None,Cash
1071,Central,Mbale,Secondary,Male,31,3,4,Livestock,Casual Labor,Coffee,0.5,4.8,Rain,Yes,4.6,10,66,9,8,28986,468145,258416,71,None,Food
1072,Western,Kampala,Secondary,Female,69,8,1,Charcoal Burning,Charcoal Burning,Maize,0.5,5.5,Rain,Yes,5.4,0,42,12,13,113585,305557,209629,63,Price Rise,Food
1073,Eastern,Gulu,None,Male,67,9,1,Charcoal Burning,Casual Labor,Maize,0.5,5.5,Rain,Yes,4.6,7,54,9,30,341298,203275,896081,50,Drought,Cash
1074,Eastern,Kampala,University,Male,59,9,1,Commercial Farming,Fishing,Coffee,2.71,1.9,Borehole,Yes,0.0,1,107,9,19,953362,424761,2259559,83,Drought,Cash
1075,Western,Mbarara,None,Male,35,2,2,Small Business,Commercial Farming,Coffee,0.5,2.9,Rain,No,0.2,9,102,10,32,674527,344395,694173,61,Drought,Cash
1076,Northern,Gulu,None,Male,49,9,3,Charcoal Burning,Subsistence Farming,Maize,0.5,3.0,Rain,Yes,3.8,2,106,11,12,357276,393509,121883,61,Drought,Food
1077,Northern,Mbale,Primary,Female,34,10,1,Casual Labor,Salaried Employment,Coffee,0.5,2.6,Borehole,Yes,2.8,2,48,9,18,548928,315888,719881,68,Flood,Food
1078,Central,Mbarara,Primary,Female,51,3,1,Charcoal Burning,Charcoal Burning,Coffee,0.5,3.3,Borehole,No,3.1,1,109,7,5,735022,130768,591708,41,Drought,Food
1079,Western,Gulu,Primary,Female,65,9,2,Salaried Employment,Subsistence Farming,Beans,0.5,2.9,Borehole,No,6.8,7,83,7,9,53303,447031,3777801,57,Drought,Food
1080,Eastern,Gulu,None,Female,19,10,3,Fishing,Livestock,Beans,0.5,5.4,Rain,Yes,7.2,3,62,7,27,54300,366273,886416,36,Flood,Cash
1081,Western,Mbale,None,Male,45,5,3,Casual Labor,Subsistence Farming,Coffee,0.5,0.9,Rain,Yes,3.2,2,45,11,15,212898,185931,751024,51,Drought,None
1082,Central,Kampala,None,Female,40,7,4,Small Business,Salaried Employment,Beans,0.5,2.6,Rain,No,7.2,7,59,2,24,22477,44808,225605,69,Drought,Food
1083,Central,Mbale,Secondary,Male,45,10,0,Commercial Farming,Livestock,Coffee,4.5,4.9,Rain,Yes,2.5,10,110,5,5,827735,329835,1840367,65,Drought,Food
1084,Central,Gulu,Secondary,Female,52,8,4,Commercial Farming,Boda Boda,Maize,2.71,5.3,Borehole,No,3.0,9,79,5,5,146912,162052,2085423,47,Drought,Food
1085,Northern,Kampala,University,Male,42,6,0,Casual Labor,Commercial Farming,Coffee,0.5,4.5,Rain,Yes,0.9,2,99,7,14,1174,284143,115463,47,Drought,None
1086,Central,Kampala,Primary,Male,30,7,4,Commercial Farming,Construction,Coffee,2.14,3.4,Borehole,No,4.1,6,37,4,16,665696,351737,1553860,63,Flood,Cash
1087,Northern,Mbale,None,Female,29,10,1,Livestock,Casual Labor,Coffee,0.5,0.2,Borehole,Yes,6.4,6,60,3,10,317229,122393,615221,48,Price Rise,Cash
1088,Northern,Mbarara,University,Female,52,9,4,Fishing,Subsistence Farming,Beans,0.5,2.2,Borehole,No,7.3,8,35,3,10,872495,209241,205328,46,Drought,None
1089,Central,Gulu,Secondary,Male,37,10,3,Livestock,Commercial Farming,Beans,0.5,1.0,Borehole,Yes,2.2,0,89,12,15,635436,277450,239650,67,Drought,None
1090,Eastern,Gulu,Primary,Female,65,5,4,Subsistence Farming,Commercial Farming,Beans,5.55,1.4,Rain,No,3.9,4,67,6,3,747521,188469,329556,41,Drought,Cash
1091,Central,Kampala,Primary,Male,23,5,3,Boda Boda,Casual Labor,Maize,0.5,4.4,Rain,Yes,0.4,0,47,10,3,42245,71945,811488,57,None,None
1092,Northern,Kampala,University,Female,66,6,0,Small Business,Casual Labor,Beans,0.5,4.0,Borehole,Yes,4.5,5,85,4,33,235420,175248,198898,75,None,None
1093,Western,Mbale,Primary,Male,67,6,1,Boda Boda,Salaried Employment,Coffee,0.5,3.9,Rain,Yes,3.6,2,79,9,15,143039,230705,196128,56,Price Rise,None
1094,Northern,Mbale,Secondary,Male,53,3,1,Livestock,Boda Boda,Beans,0.5,4.2,Borehole,Yes,1.3,7,54,2,9,192377,286292,231466,44,Drought,Food
1095,Western,Mbale,None,Male,63,5,4,Livestock,Commercial Farming,Maize,0.5,4.9,Borehole,No,5.6,0,33,4,30,951805,357446,222636,80,None,Food
1096,Central,Gulu,Secondary,Male,51,9,4,Charcoal Burning,Fishing,Coffee,0.5,1.7,Borehole,No,2.1,1,89,12,32,726369,373723,316375,35,Price Rise,None
1097,Eastern,Mbarara,Secondary,Female,42,7,3,Subsistence Farming,Small Business,Maize,5.21,2.2,Borehole,Yes,6.7,9,64,6,20,404701,430621,84699,67,Drought,Cash
1098,Western,Gulu,Primary,Male,27,2,2,Construction,Salaried Employment,Beans,0.5,5.2,Rain,No,3.7,6,72,5,25,479519,224434,163436,39,None,Food
1099,Eastern,Gulu,University,Female,74,6,1,Charcoal Burning,Subsistence Farming,Beans,0.5,3.3,Rain,Yes,6.7,5,36,3,34,26355,444195,678689,83,Drought,Cash
1100,Western,Gulu,University,Female,41,9,2,Construction,Small Business,Maize,0.5,2.3,Rain,No,5.5,10,90,9,30,135337,338456,528047,73,None,None
1101,Western,Mbale,Secondary,Male,25,2,1,Charcoal Burning,Subsistence Farming,Beans,0.5,2.1,Rain,No,2.1,3,22,10,21,373533,213624,138614,54,None,Cash
1102,Northern,Kampala,University,Male,32,9,2,Boda Boda,Small Business,Coffee,0.5,3.0,Rain,No,3.3,1,54,9,6,855966,411340,405508,39,None,Food
1103,Northern,Kampala,Secondary,Male,33,7,3,Commercial Farming,Fishing,Coffee,3.27,5.1,Borehole,Yes,0.4,5,78,5,16,719269,374025,886151,61,Flood,Cash
1104,Central,Gulu,Primary,Female,39,4,3,Charcoal Burning,Subsistence Farming,Beans,0.5,2.8,Rain,No,4.0,0,72,9,25,447775,493831,527529,47,None,Cash
1105,Western,Mbarara,None,Male,31,2,1,Charcoal Burning,Small Business,Coffee,0.5,5.3,Rain,Yes,5.6,0,88,3,28,392950,69773,154937,74,None,Cash
1106,Central,Kampala,None,Male,60,10,2,Small Business,Commercial Farming,Maize,0.5,0.3,Borehole,No,4.3,1,80,7,8,66898,79256,593424,84,Drought,None
1107,Eastern,Mbale,Secondary,Female,41,9,4,Boda Boda,Livestock,Maize,0.5,5.9,Rain,Yes,4.8,7,110,4,0,972097,227574,738510,55,Drought,Food
1108,Eastern,Mbarara,Primary,Male,68,9,1,Construction,Commercial Farming,Maize,0.5,0.3,Rain,No,7.7,9,53,11,12,352984,360777,425699,76,Flood,Cash
1109,Northern,Mbale,None,Female,27,10,2,Construction,Salaried Employment,Coffee,0.5,0.4,Rain,Yes,3.3,10,36,12,2,884160,416661,637313,48,Drought,None
1110,Northern,Gulu,University,Female,38,2,4,Livestock,Livestock,Beans,0.5,1.0,Borehole,Yes,5.6,10,78,8,32,538718,2451,526810,37,Drought,Cash
1111,Eastern,Gulu,Secondary,Male,58,8,4,Commercial Farming,Boda Boda,Coffee,1.37,1.4,Borehole,No,5.1,1,104,4,5,810199,55854,1693316,48,Drought,None
1112,Northern,Kampala,Primary,Male,42,8,1,Subsistence Farming,Fishing,Maize,2.35,0.9,Borehole,Yes,6.6,3,58,11,27,372159,98163,590923,56,Price Rise,None
1113,Western,Mbale,Secondary,Female,26,8,2,Boda Boda,Salaried Employment,Beans,0.5,2.8,Borehole,No,6.9,9,48,9,29,294320,402996,665210,63,None,Cash
1114,Eastern,Mbarara,None,Female,74,9,0,Commercial Farming,Boda Boda,Beans,3.33,2.0,Borehole,No,5.4,0,25,4,33,931476,292366,1205017,82,None,None
1115,Central,Mbale,Secondary,Male,22,10,2,Salaried Employment,Fishing,Maize,0.5,4.7,Rain,No,7.4,8,50,6,26,528876,259286,2053018,44,None,None
1116,Eastern,Mbarara,None,Female,36,8,2,Small Business,Commercial Farming,Coffee,0.5,2.8,Rain,Yes,7.2,1,38,7,0,76586,385141,306206,51,Flood,None
1117,Eastern,Gulu,University,Male,66,9,1,Salaried Employment,Small Business,Beans,0.5,5.6,Rain,Yes,6.5,5,77,7,32,432651,132577,920628,49,Price Rise,None
1118,Western,Gulu,None,Female,53,4,4,Boda Boda,Small Business,Beans,0.5,1.5,Borehole,No,4.4,9,65,5,15,806742,425993,661869,69,Flood,Cash
1119,Eastern,Mbarara,None,Female,72,8,0,Charcoal Burning,Construction,Coffee,0.5,5.5,Borehole,Yes,3.0,8,36,4,17,60557,332105,196932,57,None,None
1120,Western,Mbale,None,Male,26,5,0,Fishing,Fishing,Beans,0.5,3.1,Rain,No,0.7,9,99,2,2,825522,277464,474225,76,Price Rise,None
1121,Northern,Mbale,University,Male,49,3,1,Charcoal Burning,Fishing,Maize,0.5,4.0,Rain,Yes,3.9,1,59,10,2,468434,396830,679415,68,Flood,None
1122,Eastern,Mbale,University,Male,23,2,4,Boda Boda,Fishing,Beans,0.5,3.4,Borehole,Yes,0.8,5,21,6,13,503202,411842,434518,58,Drought,Food
1123,Central,Mbale,University,Female,37,4,4,Salaried Employment,Casual Labor,Coffee,0.5,2.5,Borehole,No,2.7,1,26,5,15,701848,258739,3871100,57,Flood,None
1124,Eastern,Mbale,University,Male,55,9,0,Small Business,Charcoal Burning,Maize,0.5,2.6,Rain,No,7.4,1,90,10,21,779962,238646,688650,66,Drought,None
1125,Western,Mbarara,Secondary,Female,44,3,3,Fishing,Livestock,Beans,0.5,2.1,Rain,Yes,5.4,2,25,8,34,869969,336874,626488,57,Flood,None
1126,Western,Mbarara,Primary,Female,23,9,0,Commercial Farming,Fishing,Coffee,5.12,4.8,Rain,Yes,0.4,8,36,2,23,152584,137896,1137129,56,Flood,Cash
1127,Central,Gulu,Secondary,Female,37,6,4,Salaried Employment,Subsistence Farming,Maize,0.5,1.4,Borehole,No,6.6,6,98,8,26,717149,54709,2128051,42,Drought,None
1128,Northern,Kampala,University,Male,52,10,2,Small Business,Fishing,Beans,0.5,4.0,Rain,No,6.8,7,60,11,14,839806,12814,274921,83,Drought,None
1129,Northern,Mbale,Secondary,Female,68,4,3,Fishing,Construction,Maize,0.5,5.3,Rain,No,7.0,8,59,6,32,292016,309270,624745,42,Price Rise,None
