ID,Project_Code,Region,District,Education,Sector,Indicator,Indicator_Type,Crop,Water_Source,Irrigation,Baseline,Target,Achieved,Yield,Variance,Achievement_Status,Reporting_Period,Month,Year,Beneficiaries_Target,Beneficiaries_Reached,Budget_UGX,Expenditure_UGX,Donor,Implementing_Partner,Income_UGX
456,UG-2024-1116,Western,Mbarara,None,WASH,% Children Immunized,Outcome,WASH,Borehole,No,55.2,92.0,112.6,122.3,20.5,Achieved,Q1 2024,Jan,2024,11434,4601,163370010,90861866,UNHCR,World Vision,1988925
457,UG-2024-1117,Eastern,Mbarara,None,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,45.8,76.3,70.8,92.8,-5.5,On Track,Q2 2024,Jan,2024,11111,19098,32312531,136442647,EU,DRC,321723
458,UG-2024-1118,Central,Mbarara,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,54.7,91.2,87.7,96.1,-3.6,On Track,Q2 2024,Jan,2024,7538,3992,113303588,70725966,USAID,World Vision,1710201
459,UG-2024-1119,Western,Gulu,None,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,53.5,89.2,85.7,96.1,-3.5,On Track,Q2 2024,Jan,2024,3885,16351,110439158,76138062,USAID,DRC,976804
460,UG-2024-1120,Central,Gulu,Secondary,Protection,% Children Immunized,Output,Protection,Borehole,No,44.3,73.9,43.6,59.0,-30.3,At Risk,Q2 2024,Jan,2024,9147,5751,122512760,43440488,UNHCR,IRC,511387
461,UG-2024-1121,Northern,Kampala,None,Health,% Children Immunized,Output,Health,Borehole,No,31.5,52.6,50.0,95.1,-2.6,On Track,Q1 2024,Jan,2024,14260,5656,111635355,158755775,UNHCR,World Vision,395285
462,UG-2024-1122,Central,Mbarara,Secondary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,56.2,93.7,52.3,55.8,-41.4,At Risk,Q1 2024,Jan,2024,11120,6167,9621837,115689220,USAID,IRC,1072561
463,UG-2024-1123,Eastern,Gulu,None,Health,% HH with Latrine,Outcome,Health,Borehole,No,47.6,79.4,61.0,76.8,-18.4,At Risk,Q1 2024,Jan,2024,2924,13073,79847186,59873632,USAID,World Vision,1667906
464,UG-2024-1124,Eastern,Mbarara,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,43.6,72.6,64.6,88.9,-8.0,On Track,Q1 2024,Jan,2024,1186,4084,164323551,66907124,EU,DRC,787298
465,UG-2024-1125,Western,Kampala,Primary,WASH,% HH with Latrine,Output,WASH,Borehole,No,35.2,58.7,35.1,59.7,-23.6,At Risk,Q1 2024,Jan,2024,16057,14663,171213577,84636325,EU,DRC,1381929
466,UG-2024-1126,Eastern,Kampala,None,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,47.4,79.0,66.6,84.3,-12.4,On Track,Q2 2024,Jan,2024,14830,6526,138068345,8772116,USAID,IRC,851548
467,UG-2024-1127,Northern,Kampala,None,Education,% Children Immunized,Outcome,Education,Borehole,No,50.3,83.9,89.8,107.0,5.9,Achieved,Q2 2024,Jan,2024,5325,3389,94043272,139705871,USAID,DRC,1188210
468,UG-2024-1128,Eastern,Mbarara,None,Education,% HH with Improved Water,Outcome,Education,Borehole,No,52.0,86.6,77.6,89.6,-9.0,On Track,Q1 2024,Jan,2024,13286,4151,56370627,22663559,USAID,IRC,333966
469,UG-2024-1129,Central,Mbarara,None,Protection,% HH with Improved Water,Output,Protection,Borehole,No,43.9,73.1,86.8,118.7,13.7,Achieved,Q2 2024,Jan,2024,4785,5235,124106217,119968582,EU,World Vision,1854755
470,UG-2024-1130,Northern,Kampala,Primary,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,49.8,83.0,100.5,121.0,17.5,Achieved,Q2 2024,Jan,2024,13310,17261,6244826,85886625,USAID,World Vision,714320
471,UG-2024-1131,Western,Mbarara,Primary,Health,% HH with Latrine,Outcome,Health,Borehole,No,55.4,92.4,62.8,68.0,-29.5,At Risk,Q1 2024,Jan,2024,13002,21238,62541206,154026241,USAID,World Vision,380151
472,UG-2024-1132,Eastern,Gulu,Primary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,57.0,95.0,109.0,114.7,14.0,Achieved,Q1 2024,Jan,2024,1395,7459,31317294,69736506,UNHCR,IRC,1915984
473,UG-2024-1133,Central,Kampala,Secondary,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,33.4,55.7,61.8,111.0,6.1,Achieved,Q2 2024,Jan,2024,11508,10138,12284254,99129236,USAID,IRC,108141
474,UG-2024-1134,Central,Mbarara,Primary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,37.2,62.0,64.9,104.7,2.9,Achieved,Q1 2024,Jan,2024,3508,14210,176271485,77009900,EU,DRC,1261070
475,UG-2024-1135,Western,Gulu,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,49.1,81.9,91.4,111.6,9.5,Achieved,Q1 2024,Jan,2024,17346,14317,117615900,135054327,USAID,World Vision,623450
476,UG-2024-1136,Northern,Mbarara,None,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,32.7,54.4,65.9,121.1,11.5,Achieved,Q1 2024,Jan,2024,19338,21569,174592607,49285574,UNHCR,DRC,952805
477,UG-2024-1137,Western,Mbarara,Primary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,34.9,58.1,62.1,106.9,4.0,Achieved,Q1 2024,Jan,2024,4982,4901,193651053,36545574,USAID,IRC,1618651
478,UG-2024-1138,Northern,Mbarara,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,46.1,76.8,84.4,110.0,7.7,Achieved,Q1 2024,Jan,2024,15042,11483,54752084,59356240,UNHCR,World Vision,1847087
479,UG-2024-1139,Eastern,Gulu,None,WASH,% HH with Latrine,Output,WASH,Borehole,No,35.7,59.5,71.4,120.0,11.9,Achieved,Q2 2024,Jan,2024,11034,17761,87901601,21709387,USAID,DRC,996913
480,UG-2024-1140,Central,Kampala,None,Education,% HH with Latrine,Outcome,Education,Borehole,No,49.7,82.9,81.7,98.5,-1.2,On Track,Q1 2024,Jan,2024,11487,9049,177544293,26851477,EU,IRC,1103409
481,UG-2024-1141,Northern,Mbarara,None,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,48.0,80.0,51.0,63.7,-29.0,At Risk,Q2 2024,Jan,2024,13405,12579,116726685,15367090,EU,World Vision,1669208
482,UG-2024-1142,Northern,Mbarara,None,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,38.4,64.0,58.5,91.3,-5.6,On Track,Q1 2024,Jan,2024,2326,10805,12261459,66683554,UNHCR,World Vision,715110
483,UG-2024-1143,Eastern,Gulu,None,Health,% HH with Improved Water,Outcome,Health,Borehole,No,35.0,58.4,47.1,80.6,-11.3,On Track,Q2 2024,Jan,2024,18915,18656,61323437,94076391,USAID,World Vision,1556678
484,UG-2024-1144,Central,Mbarara,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,52.6,87.7,94.8,108.1,7.1,Achieved,Q1 2024,Jan,2024,18871,19518,138097061,4969315,USAID,DRC,827693
485,UG-2024-1145,Central,Gulu,Primary,WASH,% Children Immunized,Output,WASH,Borehole,No,47.9,79.9,80.8,101.1,0.9,Achieved,Q2 2024,Jan,2024,18354,20975,94148918,78024503,EU,IRC,1369342
486,UG-2024-1146,Central,Gulu,Primary,Protection,% Children Immunized,Output,Protection,Borehole,No,53.4,88.9,78.1,87.8,-10.9,On Track,Q2 2024,Jan,2024,5878,20973,172955790,171927185,UNHCR,DRC,1076809
487,UG-2024-1147,Western,Mbarara,Secondary,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,45.5,75.8,84.9,112.0,9.1,Achieved,Q2 2024,Jan,2024,11928,8168,80363062,77515370,UNHCR,IRC,1206320
488,UG-2024-1148,Western,Mbarara,None,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,44.7,74.5,41.5,55.7,-33.0,At Risk,Q2 2024,Jan,2024,8474,21775,134323967,140898419,EU,DRC,1561635
489,UG-2024-1149,Eastern,Kampala,None,Health,% HH with Improved Water,Outcome,Health,Borehole,No,43.9,73.1,60.9,83.2,-12.3,On Track,Q2 2024,Jan,2024,16977,10876,27073245,107371534,UNHCR,DRC,1988506
490,UG-2024-1150,Eastern,Kampala,Primary,WASH,% Children Immunized,Outcome,WASH,Borehole,No,55.0,91.6,86.1,94.0,-5.5,On Track,Q2 2024,Jan,2024,11851,11826,95807268,103862473,UNHCR,DRC,1238374
491,UG-2024-1151,Northern,Mbarara,None,Health,% Children Immunized,Outcome,Health,Borehole,No,37.8,63.0,51.9,82.3,-11.1,On Track,Q2 2024,Jan,2024,6537,15298,127093826,173216376,EU,DRC,1610311
492,UG-2024-1152,Western,Mbarara,Secondary,Health,% HH with Latrine,Outcome,Health,Borehole,No,55.6,92.7,114.5,123.5,21.8,Achieved,Q1 2024,Jan,2024,1597,7112,191853055,14066631,EU,World Vision,1966818
493,UG-2024-1153,Western,Gulu,Primary,Education,% HH with Improved Water,Outcome,Education,Borehole,No,30.3,50.5,43.9,86.9,-6.6,On Track,Q2 2024,Jan,2024,8032,6666,103019087,166239296,USAID,World Vision,1278467
494,UG-2024-1154,Western,Gulu,None,Protection,% Children Immunized,Output,Protection,Borehole,No,53.0,88.3,55.8,63.1,-32.5,At Risk,Q1 2024,Jan,2024,10989,13776,161155451,144867259,UNHCR,DRC,1157682
495,UG-2024-1155,Northern,Kampala,Primary,Health,% HH with Latrine,Output,Health,Borehole,No,36.4,60.7,65.2,107.5,4.5,Achieved,Q2 2024,Jan,2024,19679,13576,83380346,17744897,EU,DRC,974796
496,UG-2024-1156,Central,Mbarara,Primary,Health,% Children Immunized,Outcome,Health,Borehole,No,34.8,58.1,62.3,107.3,4.3,Achieved,Q2 2024,Jan,2024,16508,20272,151609270,139940894,EU,World Vision,816480
497,UG-2024-1157,Eastern,Kampala,Primary,Protection,% HH with Improved Water,Output,Protection,Borehole,No,36.5,60.8,67.1,110.4,6.3,Achieved,Q1 2024,Jan,2024,14602,16426,149058530,48467632,UNHCR,DRC,766134
498,UG-2024-1158,Northern,Kampala,Secondary,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,53.4,89.1,70.3,79.0,-18.8,At Risk,Q2 2024,Jan,2024,17957,18797,39103857,54687729,USAID,IRC,1955707
499,UG-2024-1159,Central,Mbarara,Secondary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,52.1,86.8,70.5,81.2,-16.3,On Track,Q2 2024,Jan,2024,729,12678,81572960,134593537,UNHCR,DRC,877389
500,UG-2024-1160,Western,Mbarara,None,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,51.2,85.3,78.1,91.5,-7.2,On Track,Q1 2024,Jan,2024,5988,1514,139255946,58002853,EU,World Vision,645099
501,UG-2024-1161,Northern,Gulu,None,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,34.6,57.7,69.5,120.5,11.8,Achieved,Q1 2024,Jan,2024,18775,5836,94851191,94963981,USAID,DRC,1497155
502,UG-2024-1162,Central,Kampala,Secondary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,40.7,67.8,63.9,94.1,-4.0,On Track,Q1 2024,Jan,2024,18474,21023,57969372,128619157,USAID,World Vision,1020894
503,UG-2024-1163,Northern,Kampala,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,54.8,91.4,108.4,118.6,17.0,Achieved,Q2 2024,Jan,2024,13060,4555,174038149,137182403,USAID,DRC,311726
504,UG-2024-1164,Eastern,Kampala,None,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,43.3,72.2,52.8,73.2,-19.4,At Risk,Q2 2024,Jan,2024,9933,1396,93102068,150615939,UNHCR,World Vision,1909043
505,UG-2024-1165,Western,Mbarara,Secondary,Education,% HH with Latrine,Outcome,Education,Borehole,No,48.9,81.6,63.8,78.2,-17.8,At Risk,Q2 2024,Jan,2024,17595,13427,187278622,102334321,UNHCR,DRC,1675232
506,UG-2024-1166,Northern,Kampala,Secondary,Education,% HH with Latrine,Outcome,Education,Borehole,No,41.4,69.1,80.2,116.1,11.1,Achieved,Q1 2024,Jan,2024,19417,21854,8508774,81091341,USAID,IRC,373975
507,UG-2024-1167,Western,Gulu,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,45.3,75.5,88.0,116.5,12.5,Achieved,Q1 2024,Jan,2024,1985,5582,80497425,45902648,EU,World Vision,1063751
508,UG-2024-1168,Western,Mbarara,None,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,52.9,88.2,51.0,57.8,-37.2,At Risk,Q1 2024,Jan,2024,2883,2847,24011564,24226358,UNHCR,DRC,573105
509,UG-2024-1169,Western,Gulu,Primary,Health,% Children Immunized,Outcome,Health,Borehole,No,46.6,77.7,56.1,72.1,-21.7,At Risk,Q2 2024,Jan,2024,19793,13573,198665601,54787928,UNHCR,IRC,1091533
510,UG-2024-1170,Central,Kampala,None,Education,% HH with Improved Water,Outcome,Education,Borehole,No,44.4,74.0,42.3,57.1,-31.7,At Risk,Q2 2024,Jan,2024,19465,8099,84755800,136091976,UNHCR,World Vision,329227
511,UG-2024-1171,Central,Mbarara,None,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,55.7,92.8,94.7,102.0,1.8,Achieved,Q2 2024,Jan,2024,17796,18295,161701670,65319980,UNHCR,IRC,384489
512,UG-2024-1172,Eastern,Kampala,Secondary,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,35.4,59.0,56.8,96.3,-2.2,On Track,Q2 2024,Jan,2024,2588,11129,178026933,121070871,UNHCR,World Vision,1888900
513,UG-2024-1173,Central,Mbarara,Secondary,Livelihood,% HH with Improved Water,Outcome,Livelihood,Borehole,No,39.3,65.6,38.8,59.2,-26.7,At Risk,Q2 2024,Jan,2024,10395,8937,20917336,38233503,USAID,IRC,1361726
514,UG-2024-1174,Western,Kampala,None,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,42.3,70.4,55.2,78.3,-15.3,At Risk,Q2 2024,Jan,2024,19245,18364,195095482,131051285,USAID,World Vision,1911700
515,UG-2024-1175,Eastern,Gulu,None,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,53.5,89.1,53.9,60.5,-35.2,At Risk,Q1 2024,Jan,2024,14824,15336,185678322,110542033,EU,World Vision,1117261
516,UG-2024-1176,Western,Mbarara,Primary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,55.6,92.6,110.8,119.6,18.2,Achieved,Q2 2024,Jan,2024,19109,18087,84883184,174059863,UNHCR,IRC,1415005
517,UG-2024-1177,Central,Mbarara,Primary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,32.7,54.5,52.6,96.5,-1.9,On Track,Q1 2024,Jan,2024,7004,7015,127482315,125855679,EU,DRC,1284890
518,UG-2024-1178,Northern,Kampala,None,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,45.6,76.1,44.4,58.3,-31.7,At Risk,Q2 2024,Jan,2024,15062,21233,153681254,61239748,EU,DRC,224186
519,UG-2024-1179,Western,Gulu,None,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,53.1,88.4,64.5,73.0,-23.9,At Risk,Q1 2024,Jan,2024,16852,8937,196515482,120521852,USAID,World Vision,449137
520,UG-2024-1180,Central,Mbarara,Primary,Education,% Children Immunized,Outcome,Education,Borehole,No,42.4,70.7,76.9,108.7,6.2,Achieved,Q2 2024,Jan,2024,2576,6602,110567167,163657893,UNHCR,World Vision,1144946
521,UG-2024-1181,Western,Kampala,Primary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,37.7,62.8,35.8,57.0,-27.0,At Risk,Q1 2024,Jan,2024,18487,14267,50349701,165785029,UNHCR,World Vision,199928
522,UG-2024-1182,Western,Kampala,Secondary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,37.4,62.4,48.0,76.9,-14.4,At Risk,Q2 2024,Jan,2024,5649,17521,131073693,160826319,USAID,World Vision,424015
523,UG-2024-1183,Central,Mbarara,None,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,41.1,68.5,69.8,101.8,1.2,Achieved,Q2 2024,Jan,2024,10640,3425,11038231,53700616,UNHCR,World Vision,878705
524,UG-2024-1184,Western,Kampala,Primary,Education,% HH with Latrine,Outcome,Education,Borehole,No,53.5,89.2,72.1,80.9,-17.1,On Track,Q1 2024,Jan,2024,12777,12860,131678836,150960267,EU,IRC,432737
525,UG-2024-1185,Central,Gulu,Primary,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,32.3,53.9,63.6,118.0,9.7,Achieved,Q2 2024,Jan,2024,4031,1168,12363597,85532557,EU,IRC,306320
526,UG-2024-1186,Western,Mbarara,None,Food Security,% Children Immunized,Output,Food Security,Borehole,No,54.4,90.7,51.6,56.9,-39.0,At Risk,Q2 2024,Jan,2024,7829,21278,95211962,23327213,UNHCR,IRC,250306
527,UG-2024-1187,Western,Mbarara,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,44.7,74.5,85.3,114.6,10.8,Achieved,Q2 2024,Jan,2024,7539,446,199802769,157927134,USAID,World Vision,1251226
528,UG-2024-1188,Eastern,Gulu,Primary,Education,% Children Immunized,Output,Education,Borehole,No,53.4,88.9,53.2,59.8,-35.7,At Risk,Q1 2024,Jan,2024,13159,11990,111218391,4600100,UNHCR,World Vision,1368276
529,UG-2024-1189,Eastern,Mbarara,Primary,Education,% HH with Latrine,Outcome,Education,Borehole,No,47.4,79.1,86.3,109.2,7.2,Achieved,Q1 2024,Jan,2024,19479,2849,75544596,70231799,EU,IRC,295140
530,UG-2024-1190,Eastern,Gulu,Primary,Protection,% Children Immunized,Output,Protection,Borehole,No,35.5,59.1,51.1,86.4,-8.0,On Track,Q1 2024,Jan,2024,3799,7028,96255613,162683022,UNHCR,DRC,1702292
531,UG-2024-1191,Northern,Kampala,Secondary,Education,% HH with Improved Water,Output,Education,Borehole,No,35.3,58.8,48.9,83.1,-10.0,On Track,Q1 2024,Jan,2024,10123,3631,94371248,130524838,EU,IRC,949115
532,UG-2024-1192,Northern,Mbarara,None,Education,% HH with Latrine,Outcome,Education,Borehole,No,46.1,76.8,92.7,120.6,15.9,Achieved,Q2 2024,Jan,2024,12109,2799,190482593,126053030,UNHCR,World Vision,346021
533,UG-2024-1193,Western,Kampala,Primary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,52.6,87.6,50.5,57.7,-37.1,At Risk,Q2 2024,Jan,2024,17367,15147,167323357,8099693,USAID,DRC,1580094
534,UG-2024-1194,Eastern,Mbarara,Primary,WASH,% HH with Latrine,Output,WASH,Borehole,No,47.7,79.6,58.1,73.1,-21.4,At Risk,Q1 2024,Jan,2024,18046,14764,91941496,64862290,UNHCR,World Vision,1969507
535,UG-2024-1195,Western,Gulu,None,Education,% HH with Improved Water,Outcome,Education,Borehole,No,55.8,93.0,77.2,83.0,-15.8,On Track,Q1 2024,Jan,2024,19880,15620,111630806,48062837,UNHCR,IRC,1177470
536,UG-2024-1196,Western,Gulu,Primary,Education,% Children Immunized,Output,Education,Borehole,No,51.9,86.4,74.8,86.6,-11.6,On Track,Q2 2024,Jan,2024,1579,609,150227209,145960828,USAID,DRC,944666
537,UG-2024-1197,Central,Kampala,None,Education,% Children Immunized,Output,Education,Borehole,No,43.6,72.7,81.6,112.1,8.8,Achieved,Q2 2024,Jan,2024,10432,407,190358473,65153275,UNHCR,IRC,505475
538,UG-2024-1198,Western,Kampala,None,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,39.9,66.5,58.5,88.0,-8.0,On Track,Q2 2024,Jan,2024,12316,18206,48765884,167732783,USAID,DRC,1598666
539,UG-2024-1199,Western,Kampala,None,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,54.9,91.5,107.2,117.2,15.7,Achieved,Q2 2024,Jan,2024,18868,1227,88400812,125995762,EU,World Vision,669433
540,UG-2024-1200,Western,Gulu,None,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,31.9,53.1,64.8,122.0,11.7,Achieved,Q1 2024,Jan,2024,17793,8454,160363631,17489170,EU,World Vision,242014
541,UG-2024-1201,Central,Mbarara,Primary,Health,% Children Immunized,Outcome,Health,Borehole,No,37.7,62.9,76.3,121.3,13.4,Achieved,Q1 2024,Jan,2024,4196,6854,67643116,35259550,EU,IRC,1368353
542,UG-2024-1202,Eastern,Kampala,Primary,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,35.6,59.4,60.8,102.5,1.5,Achieved,Q2 2024,Jan,2024,17081,16231,93367095,127215947,EU,DRC,545254
543,UG-2024-1203,Western,Gulu,None,Education,% HH with Improved Water,Output,Education,Borehole,No,39.9,66.5,75.6,113.8,9.2,Achieved,Q1 2024,Jan,2024,9665,13845,8706430,38799661,EU,DRC,310862
544,UG-2024-1204,Eastern,Gulu,Secondary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,30.5,50.8,39.0,76.8,-11.8,At Risk,Q2 2024,Jan,2024,16829,17043,82540550,95067896,EU,DRC,158284
545,UG-2024-1205,Western,Gulu,Primary,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,56.6,94.3,104.6,111.0,10.4,Achieved,Q1 2024,Jan,2024,13864,14839,134327509,47327433,UNHCR,DRC,1961199
546,UG-2024-1206,Western,Gulu,None,Protection,% Children Immunized,Outcome,Protection,Borehole,No,35.3,58.9,33.3,56.6,-25.5,At Risk,Q1 2024,Jan,2024,5007,12110,69949928,62042217,UNHCR,DRC,574228
547,UG-2024-1207,Central,Mbarara,None,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,34.6,57.6,51.5,89.4,-6.1,On Track,Q2 2024,Jan,2024,18553,7143,95864510,24867403,UNHCR,IRC,1341033
548,UG-2024-1208,Central,Kampala,None,Food Security,% Children Immunized,Output,Food Security,Borehole,No,32.3,53.8,37.1,69.0,-16.7,At Risk,Q2 2024,Jan,2024,13069,19093,22358208,105066728,USAID,DRC,681970
549,UG-2024-1209,Western,Mbarara,None,Health,% HH with Improved Water,Output,Health,Borehole,No,45.9,76.5,87.4,114.3,10.9,Achieved,Q1 2024,Jan,2024,4779,16581,77395421,68423286,USAID,DRC,790856
550,UG-2024-1210,Northern,Gulu,None,WASH,% Children Immunized,Outcome,WASH,Borehole,No,40.8,68.0,70.5,103.7,2.5,Achieved,Q2 2024,Jan,2024,1914,1478,123873893,156065709,UNHCR,World Vision,1544174
551,UG-2024-1211,Eastern,Gulu,None,Health,% HH with Latrine,Output,Health,Borehole,No,48.9,81.5,77.4,94.9,-4.1,On Track,Q1 2024,Jan,2024,7005,16001,101317588,157494645,USAID,IRC,825107
552,UG-2024-1212,Northern,Mbarara,Primary,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,40.1,66.8,75.2,112.7,8.5,Achieved,Q1 2024,Jan,2024,827,10821,89877467,148860788,USAID,IRC,1414235
553,UG-2024-1213,Northern,Mbarara,Primary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,45.1,75.2,78.6,104.5,3.4,Achieved,Q1 2024,Jan,2024,6349,6811,13370162,168276011,USAID,IRC,388665
554,UG-2024-1214,Eastern,Gulu,None,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,55.5,92.6,110.0,118.8,17.4,Achieved,Q1 2024,Jan,2024,7320,2567,118213972,155658751,UNHCR,DRC,408150
555,UG-2024-1215,Eastern,Kampala,Secondary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,31.8,53.1,47.2,88.9,-5.9,On Track,Q2 2024,Jan,2024,18328,19496,73298138,69066177,EU,DRC,1431287
556,UG-2024-1216,Northern,Mbarara,Primary,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,36.9,61.6,74.5,120.9,12.9,Achieved,Q2 2024,Jan,2024,19790,15757,180275485,128389266,USAID,World Vision,1696420
557,UG-2024-1217,Northern,Mbarara,Secondary,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,39.2,65.3,57.0,87.3,-8.3,On Track,Q2 2024,Jan,2024,4071,18474,196965562,17849224,UNHCR,DRC,664466
558,UG-2024-1218,Eastern,Kampala,None,Protection,% HH with Improved Water,Output,Protection,Borehole,No,49.1,81.9,86.9,106.1,5.0,Achieved,Q2 2024,Jan,2024,4967,12705,93460125,46814804,EU,World Vision,1086716
559,UG-2024-1219,Eastern,Gulu,Primary,Food Security,% Children Immunized,Output,Food Security,Borehole,No,54.0,90.0,82.7,91.9,-7.3,On Track,Q1 2024,Jan,2024,16737,19634,179162821,151759412,EU,DRC,756199
560,UG-2024-1220,Eastern,Mbarara,Secondary,WASH,% Children Immunized,Outcome,WASH,Borehole,No,54.3,90.5,62.7,69.3,-27.7,At Risk,Q2 2024,Jan,2024,17114,1777,179391339,46804341,USAID,World Vision,1240375
561,UG-2024-1221,Northern,Mbarara,Primary,Protection,% HH with Improved Water,Output,Protection,Borehole,No,33.7,56.1,37.5,66.8,-18.7,At Risk,Q1 2024,Jan,2024,4288,15611,152930190,114596511,UNHCR,IRC,1863680
