ID,Item_Code,Region,District,Warehouse,Education,Category,Item_Name,Crop,Unit,Water_Source,Irrigation,Stock_On_Hand,Stock_Reserved,Stock_Available,Yield,Unit_Cost_UGX,Total_Value_UGX,Min_Stock_Level,Max_Stock_Level,Status,Last_Stock_In,Last_Stock_Out,Expiry_Date,Donor,Income_UGX
459,WAS-1119,Central,Kampala,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kit,Borehole,No,4201,630,3570,139695,33253,139695853,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,139695853
460,HEA-1120,Eastern,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,2885,432,2452,96736,33531,96736935,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,96736935
461,NFI-1121,Central,Gulu,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Pcs,Borehole,No,83,12,70,4147,49965,4147095,200,3000,Low,2024-06-01,2024-08-15,N/A,UNICEF,4147095
462,AGR-1122,Western,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,1820,273,1547,59748,32829,59748780,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,59748780
463,WAS-1123,Central,Kampala,WASH Warehouse,Primary,WASH,Soap,Soap,Kg,Borehole,No,2771,415,2355,47544,17158,47544818,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,47544818
464,FOO-1124,Western,Gulu,Food Warehouse,Secondary,Food,Rice,Rice,Pcs,Borehole,No,2644,396,2247,103248,39050,103248200,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,103248200
465,AGR-1125,Northern,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,3731,559,3171,162186,43470,162186570,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,162186570
466,NFI-1126,Central,Yumbe,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,2413,361,2051,12829,5317,12829921,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,12829921
467,HEA-1127,Eastern,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,3470,520,2949,170727,49201,170727470,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,170727470
468,SHE-1128,Northern,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,1360,204,1156,63120,46412,63120320,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,63120320
469,NFI-1129,Eastern,Mbarara,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Pcs,Borehole,No,3159,473,2685,115372,36522,115372998,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,115372998
470,AGR-1130,Eastern,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,356,53,302,6873,19308,6873648,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,6873648
471,FOO-1131,Eastern,Gulu,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,3334,500,2833,93472,28036,93472024,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,93472024
472,FOO-1132,Central,Mbarara,Food Warehouse,Secondary,Food,Beans,Beans,Kit,Borehole,No,1063,159,903,15315,14408,15315704,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,15315704
473,FOO-1133,Eastern,Mbarara,Food Warehouse,Secondary,Food,Beans,Beans,Pcs,Borehole,No,2281,342,1938,14596,6399,14596119,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,14596119
474,AGR-1134,Northern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1153,172,980,50970,44207,50970671,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,50970671
475,WAS-1135,Central,Gulu,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,1255,188,1066,50762,40448,50762240,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,50762240
476,FOO-1136,Western,Gulu,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,1368,205,1162,56911,41602,56911536,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,56911536
477,WAS-1137,Western,Yumbe,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,2046,306,1739,18098,8846,18098916,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,18098916
478,FOO-1138,Central,Gulu,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,3203,480,2722,80568,25154,80568262,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,80568262
479,WAS-1139,Central,Mbarara,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,37,5,31,1285,34737,1285269,200,3000,Low,2024-06-01,2024-08-15,N/A,WFP,1285269
480,WAS-1140,Eastern,Gulu,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,2210,331,1878,10378,4696,10378160,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,10378160
481,SHE-1141,Western,Yumbe,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,2413,361,2051,45349,18794,45349922,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,45349922
482,FOO-1142,Northern,Gulu,Food Warehouse,Primary,Food,Rice,Rice,Kit,Borehole,No,3251,487,2763,33439,10286,33439786,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,33439786
483,AGR-1143,Eastern,Mbarara,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,570,85,484,12048,21137,12048090,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,12048090
484,AGR-1144,Central,Kampala,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,3228,484,2743,105142,32572,105142416,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,105142416
485,AGR-1145,Western,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,3584,537,3046,105287,29377,105287168,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,105287168
486,AGR-1146,Northern,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,2313,346,1966,37609,16260,37609380,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,37609380
487,HEA-1147,Eastern,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,1369,205,1163,24327,17770,24327130,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,24327130
488,NFI-1148,Northern,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kit,Borehole,No,4732,709,4022,140455,29682,140455224,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,140455224
489,HEA-1149,Eastern,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,1274,191,1082,61506,48278,61506172,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,61506172
490,WAS-1150,Northern,Yumbe,WASH Warehouse,Primary,WASH,Soap,Soap,Kg,Borehole,No,1935,290,1644,68860,35587,68860845,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,68860845
491,AGR-1151,Eastern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,4709,706,4002,214857,45627,214857543,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,214857543
492,SHE-1152,Northern,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,135,20,114,1994,14776,1994760,200,3000,Low,2024-06-01,2024-08-15,N/A,UNHCR,1994760
493,AGR-1153,Eastern,Gulu,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,4414,662,3751,23712,5372,23712008,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,23712008
494,HEA-1154,Western,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,70,10,59,494,7071,494970,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,WFP,494970
495,AGR-1155,Eastern,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kg,Borehole,No,61,9,51,912,14961,912621,200,3000,Low,2024-06-01,2024-08-15,N/A,UNICEF,912621
496,NFI-1156,Northern,Kampala,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,3546,531,3014,99717,28121,99717066,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,99717066
497,NFI-1157,Eastern,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,4994,749,4244,79484,15916,79484504,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,79484504
498,NFI-1158,Central,Gulu,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,1310,196,1113,58832,44910,58832100,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,58832100
499,FOO-1159,Eastern,Mbarara,Food Warehouse,Primary,Food,Beans,Beans,Kit,Borehole,No,1970,295,1674,9024,4581,9024570,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,9024570
500,HEA-1160,Northern,Yumbe,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,4733,709,4023,153226,32374,153226142,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,153226142
501,HEA-1161,Northern,Mbarara,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,897,134,762,27506,30665,27506505,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,27506505
502,SHE-1162,Central,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,12,1,10,61,5099,61188,200,3000,Low,2024-06-01,2024-08-15,N/A,UNHCR,61188
503,AGR-1163,Western,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,2379,356,2022,51405,21608,51405432,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,51405432
504,FOO-1164,Eastern,Kampala,Food Warehouse,Primary,Food,Rice,Rice,Kg,Borehole,No,4449,667,3781,76069,17098,76069002,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,76069002
505,HEA-1165,Central,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,2764,414,2349,54453,19701,54453564,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,54453564
506,FOO-1166,Western,Yumbe,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,4799,719,4079,209620,43680,209620320,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,209620320
507,WAS-1167,Central,Mbarara,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,3155,473,2681,53597,16988,53597140,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,53597140
508,AGR-1168,Central,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,2796,419,2376,56512,20212,56512752,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,56512752
509,FOO-1169,Northern,Gulu,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,940,141,799,21526,22901,21526940,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,21526940
510,WAS-1170,Northern,Mbarara,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kit,Borehole,No,1080,162,918,48300,44723,48300840,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,48300840
511,NFI-1171,Northern,Kampala,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,1845,276,1568,63429,34379,63429255,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,63429255
512,AGR-1172,Central,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,4916,737,4178,85828,17459,85828444,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,85828444
513,NFI-1173,Northern,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Pcs,Borehole,No,771,115,655,28008,36328,28008888,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,28008888
514,WAS-1174,Central,Gulu,WASH Warehouse,Secondary,WASH,Soap,Soap,Pcs,Borehole,No,4325,648,3676,92645,21421,92645825,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,92645825
515,NFI-1175,Eastern,Mbarara,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,935,140,794,13638,14587,13638845,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,13638845
516,AGR-1176,Northern,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,4276,641,3634,159901,37395,159901020,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,159901020
517,SHE-1177,Central,Yumbe,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,851,127,723,38409,45135,38409885,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,38409885
518,HEA-1178,Western,Yumbe,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,3100,465,2635,132419,42716,132419600,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,132419600
519,NFI-1179,Northern,Yumbe,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kit,Borehole,No,1760,264,1496,68029,38653,68029280,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,68029280
520,HEA-1180,Western,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,3422,513,2908,148507,43398,148507956,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,148507956
521,AGR-1181,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,977,146,830,48344,49483,48344891,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,48344891
522,FOO-1182,Western,Kampala,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,2230,334,1895,89900,40314,89900220,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,89900220
523,FOO-1183,Western,Kampala,Food Warehouse,Primary,Food,Rice,Rice,Pcs,Borehole,No,3302,495,2806,43622,13211,43622722,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,43622722
524,AGR-1184,Northern,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,1292,193,1098,26244,20313,26244396,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,26244396
525,WAS-1185,Eastern,Gulu,WASH Warehouse,Secondary,WASH,Soap,Soap,Pcs,Borehole,No,1298,194,1103,26559,20462,26559676,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,26559676
526,FOO-1186,Western,Kampala,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,660,99,561,16164,24492,16164720,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,16164720
527,AGR-1187,Eastern,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1601,240,1360,27276,17037,27276237,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,27276237
528,AGR-1188,Eastern,Kampala,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,3493,523,2969,7918,2267,7918631,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,7918631
529,HEA-1189,Northern,Kampala,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,1345,201,1143,56247,41820,56247900,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,56247900
530,AGR-1190,Eastern,Mbarara,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,3062,459,2602,27717,9052,27717224,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,27717224
531,AGR-1191,Eastern,Gulu,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,4706,705,4000,128544,27315,128544390,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,128544390
532,SHE-1192,Central,Mbarara,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,2974,446,2527,56125,18872,56125328,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,56125328
533,FOO-1193,Eastern,Yumbe,Food Warehouse,Primary,Food,Rice,Rice,Pcs,Borehole,No,2960,444,2516,62219,21020,62219200,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,62219200
534,FOO-1194,Northern,Mbarara,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,1951,292,1658,78397,40183,78397033,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,78397033
535,AGR-1195,Central,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,3558,533,3024,156761,44059,156761922,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,156761922
536,AGR-1196,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,2291,343,1947,55160,24077,55160407,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,55160407
537,AGR-1197,Eastern,Gulu,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,4747,712,4034,120678,25422,120678234,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,120678234
538,NFI-1198,Eastern,Mbarara,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,4358,653,3704,28649,6574,28649492,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,28649492
539,WAS-1199,Eastern,Kampala,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kg,Borehole,No,1010,151,858,31346,31036,31346360,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,31346360
540,SHE-1200,Northern,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kit,Borehole,No,2800,420,2380,36492,13033,36492400,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,36492400
541,SHE-1201,Eastern,Kampala,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,1042,156,885,16210,15557,16210394,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,16210394
542,WAS-1202,Eastern,Gulu,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,1998,299,1698,82057,41070,82057860,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,82057860
543,HEA-1203,Western,Yumbe,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,1771,265,1505,34245,19337,34245827,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,34245827
544,AGR-1204,Western,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,363,54,308,13921,38352,13921776,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,13921776
545,HEA-1205,Central,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,2771,415,2355,17789,6420,17789820,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,17789820
546,WAS-1206,Northern,Kampala,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,4609,691,3917,60626,13154,60626786,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,60626786
547,SHE-1207,Western,Yumbe,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kg,Borehole,No,2178,326,1851,59091,27131,59091318,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,59091318
548,HEA-1208,Central,Gulu,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,3865,579,3285,100617,26033,100617545,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,100617545
549,SHE-1209,Northern,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,961,144,816,17489,18199,17489239,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,17489239
550,AGR-1210,Western,Gulu,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,1292,193,1098,43878,33962,43878904,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,43878904
551,AGR-1211,Eastern,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,2415,362,2052,107397,44471,107397465,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,107397465
552,NFI-1212,Central,Yumbe,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,2864,429,2434,27494,9600,27494400,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,27494400
553,HEA-1213,Eastern,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,3486,522,2963,169722,48687,169722882,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,169722882
554,SHE-1214,Eastern,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,1606,240,1365,27403,17063,27403178,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,27403178
555,HEA-1215,Northern,Kampala,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,1871,280,1590,77680,41518,77680178,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,77680178
556,HEA-1216,Western,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,3201,480,2720,101622,31747,101622147,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,101622147
557,WAS-1217,Western,Mbarara,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,4750,712,4037,233481,49154,233481500,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,233481500
558,SHE-1218,Western,Yumbe,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,1260,189,1071,27980,22207,27980820,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,27980820
559,FOO-1219,Northern,Yumbe,Food Warehouse,Secondary,Food,Beans,Beans,Kit,Borehole,No,4804,720,4083,191376,39837,191376948,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,191376948
560,AGR-1220,Northern,Gulu,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,2923,438,2484,76550,26189,76550447,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,76550447
561,SHE-1221,Northern,Kampala,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,4569,685,3883,100915,22087,100915503,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,100915503
562,HEA-1222,Central,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,2202,330,1871,64371,29233,64371066,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,64371066
563,AGR-1223,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kg,Borehole,No,99,14,84,2066,20876,2066724,200,3000,Low,2024-06-01,2024-08-15,N/A,WFP,2066724
564,HEA-1224,Western,Yumbe,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,3960,594,3366,33984,8582,33984720,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,33984720
565,SHE-1225,Northern,Kampala,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kg,Borehole,No,4034,605,3428,175531,43513,175531442,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,175531442
566,HEA-1226,Western,Yumbe,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,2206,330,1875,63865,28951,63865906,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,63865906
567,AGR-1227,Northern,Kampala,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1051,157,893,36939,35147,36939497,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,36939497
568,SHE-1228,Western,Yumbe,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,4718,707,4010,104329,22113,104329134,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,104329134
569,AGR-1229,Western,Kampala,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,4076,611,3464,51740,12694,51740744,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,51740744
570,WAS-1230,Eastern,Yumbe,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kit,Borehole,No,2237,335,1901,41366,18492,41366604,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,41366604
571,NFI-1231,Central,Gulu,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,4760,714,4046,123212,25885,123212600,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,123212600
572,FOO-1232,Central,Gulu,Food Warehouse,Secondary,Food,Beans,Beans,Kg,Borehole,No,4477,671,3805,176478,39419,176478863,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,176478863
573,AGR-1233,Western,Kampala,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,2579,386,2192,83992,32568,83992872,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,83992872
574,NFI-1234,Northern,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kit,Borehole,No,2479,371,2107,33915,13681,33915199,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,33915199
575,AGR-1235,Eastern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,2695,404,2290,67887,25190,67887050,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,67887050
