ID,Case_ID,Region,Settlement,District,Country_Origin,Arrival_Year,Years_In_Uganda,Gender_HH_Head,Age_HH_Head,Education,Household_Size,Children_U18,Vulnerability,Water_Source,Irrigation,Crop,Yield,Assistance_Type,Protection_Concern,Income_UGX_Month
986,UNHCR-UG-10646,Central,Kampala Urban,Arua,Ethiopia,2020,5,Female,22,University,1,1,Unaccompanied Child,Tap,Yes,Vegetables,1.63,Cash,GBV Risk,226069
987,UNHCR-UG-10647,Mid West,Kiryandongo,Arua,Sudan,2024,6,Male,49,University,4,2,Elderly,River,Yes,Maize,1.39,WASH,None,368031
988,UNHCR-UG-10648,Central,Kampala Urban,Arua,South Sudan,2022,9,Female,44,University,9,4,Disability,Borehole,Yes,None,3.07,WASH,Food Insecurity,414684
989,UNHCR-UG-10649,Central,Kampala Urban,Arua,South Sudan,2025,1,Female,73,Secondary,4,0,Woman at Risk,Tap,Yes,Cassava,1.2,Cash,GBV Risk,14491
990,UNHCR-UG-10650,South West,Kyangwali,Arua,Ethiopia,2025,2,Female,77,None,10,0,Single Parent,Borehole,Yes,Beans,2.46,NFI,None,412754
991,UNHCR-UG-10651,Mid West,Kiryandongo,Arua,Somalia,2018,6,Male,42,Secondary,7,1,Woman at Risk,River,No,Vegetables,0.99,Food,None,59998
992,UNHCR-UG-10652,South West,Rwamwanja,Arua,South Sudan,2025,2,Female,23,Primary,10,4,Elderly,Tap,No,Maize,3.48,Cash,GBV Risk,205159
993,UNHCR-UG-10653,Mid West,Kiryandongo,Arua,DRC,2024,3,Male,25,Secondary,10,3,None,Borehole,No,Cassava,2.92,Cash,GBV Risk,780
994,UNHCR-UG-10654,Central,Kampala Urban,Arua,Sudan,2020,10,Female,55,Primary,2,2,None,River,No,Maize,2.53,WASH,None,493733
995,UNHCR-UG-10655,South West,Nakivale,Arua,Rwanda,2019,2,Female,50,None,9,4,Woman at Risk,Tap,No,Maize,0.94,NFI,Food Insecurity,462932
996,UNHCR-UG-10656,Mid West,Kiryandongo,Arua,Burundi,2023,9,Female,56,Primary,1,0,Unaccompanied Child,River,No,None,2.92,NFI,Child Protection,212677
997,UNHCR-UG-10657,West Nile,Imvepi,Arua,DRC,2019,4,Female,49,University,1,0,Woman at Risk,Borehole,Yes,None,2.92,WASH,Child Protection,387851
998,UNHCR-UG-10658,South West,Nakivale,Arua,Somalia,2021,9,Female,61,Primary,6,2,Disability,Tap,Yes,None,0.39,Food,GBV Risk,372444
999,UNHCR-UG-10659,West Nile,Imvepi,Arua,Somalia,2017,2,Female,50,Secondary,7,1,Disability,River,No,Maize,2.17,NFI,Child Protection,170641
1000,UNHCR-UG-10660,Mid West,Kiryandongo,Arua,DRC,2020,10,Male,67,None,6,0,None,Borehole,Yes,None,0.39,Food,GBV Risk,489808
1001,UNHCR-UG-10661,Central,Kampala Urban,Arua,Rwanda,2016,4,Male,33,None,2,3,None,Tap,No,Cassava,1.04,NFI,None,158054
1002,UNHCR-UG-10662,Central,Kampala Urban,Arua,Ethiopia,2025,2,Female,28,University,5,4,Disability,Tap,Yes,Vegetables,1.47,WASH,Child Protection,272042
1003,UNHCR-UG-10663,West Nile,Lobule,Arua,DRC,2023,7,Female,73,Primary,4,2,None,Borehole,Yes,Maize,0.2,Cash,None,393222
1004,UNHCR-UG-10664,Mid West,Kiryandongo,Arua,Ethiopia,2021,5,Female,40,None,2,3,Elderly,River,No,Beans,3.44,WASH,GBV Risk,27398
1005,UNHCR-UG-10665,West Nile,Imvepi,Arua,Somalia,2018,2,Male,68,University,1,0,Disability,River,No,None,1.7,Cash,Food Insecurity,414078
1006,UNHCR-UG-10666,Mid West,Kiryandongo,Arua,South Sudan,2019,5,Female,61,Primary,9,4,Single Parent,River,Yes,Beans,2.59,Food,Food Insecurity,168002
1007,UNHCR-UG-10667,South West,Oruchinga,Arua,DRC,2019,4,Male,66,University,1,3,Unaccompanied Child,Borehole,No,Cassava,3.45,NFI,Child Protection,448039
1008,UNHCR-UG-10668,Mid West,Kiryandongo,Arua,Somalia,2016,9,Female,41,University,8,2,Elderly,Borehole,No,Cassava,1.23,Cash,None,23024
1009,UNHCR-UG-10669,Central,Kampala Urban,Arua,Ethiopia,2023,10,Male,64,Primary,4,0,Woman at Risk,Tap,Yes,Cassava,1.93,WASH,None,420077
1010,UNHCR-UG-10670,Mid West,Kiryandongo,Arua,South Sudan,2023,7,Female,61,None,7,0,Elderly,Borehole,Yes,Cassava,1.15,WASH,GBV Risk,338187
1011,UNHCR-UG-10671,South West,Kyaka II,Arua,Somalia,2022,6,Male,40,University,4,3,Unaccompanied Child,Borehole,No,Maize,3.29,NFI,Food Insecurity,287194
1012,UNHCR-UG-10672,West Nile,Rhino Camp,Arua,Rwanda,2021,8,Female,50,Secondary,3,4,Elderly,Tap,Yes,Vegetables,2.98,WASH,Child Protection,303753
1013,UNHCR-UG-10673,Mid West,Kiryandongo,Arua,Ethiopia,2022,8,Female,75,Secondary,10,1,Single Parent,Borehole,Yes,None,0.21,Food,Child Protection,236151
1014,UNHCR-UG-10674,South West,Nakivale,Arua,Burundi,2018,2,Male,46,Primary,3,3,Woman at Risk,River,Yes,Vegetables,2.42,NFI,Food Insecurity,493887
1015,UNHCR-UG-10675,South West,Kyaka II,Arua,DRC,2025,6,Female,59,Primary,4,2,Single Parent,Tap,Yes,Cassava,3.43,Food,Food Insecurity,73525
1016,UNHCR-UG-10676,West Nile,Lobule,Arua,DRC,2025,8,Male,57,Secondary,1,2,Elderly,River,No,None,0.75,Food,None,81870
1017,UNHCR-UG-10677,Central,Kampala Urban,Arua,Ethiopia,2018,3,Male,38,None,7,3,Disability,River,No,Vegetables,1.96,NFI,Child Protection,353881
1018,UNHCR-UG-10678,Central,Kampala Urban,Arua,Sudan,2023,8,Female,48,Primary,7,3,Disability,Tap,No,Cassava,1.38,NFI,None,62912
1019,UNHCR-UG-10679,Central,Kampala Urban,Arua,Somalia,2019,9,Male,32,University,3,0,Elderly,Tap,Yes,Maize,3.43,NFI,Child Protection,345489
1020,UNHCR-UG-10680,Central,Kampala Urban,Arua,South Sudan,2025,4,Male,57,University,10,0,Disability,Tap,Yes,None,2.87,WASH,None,475763
1021,UNHCR-UG-10681,West Nile,Palorinya,Arua,Somalia,2016,8,Male,46,None,5,3,Disability,Borehole,No,Vegetables,2.86,NFI,Child Protection,478695
1022,UNHCR-UG-10682,Mid West,Kiryandongo,Arua,Eritrea,2025,6,Male,31,None,5,3,Disability,Tap,No,Vegetables,1.1,WASH,Food Insecurity,161445
1023,UNHCR-UG-10683,West Nile,Imvepi,Arua,Somalia,2018,4,Male,56,Primary,9,0,Single Parent,Tap,Yes,Maize,2.23,Food,Child Protection,24889
1024,UNHCR-UG-10684,Central,Kampala Urban,Arua,Eritrea,2023,8,Male,61,University,3,4,Unaccompanied Child,River,No,Beans,1.96,NFI,None,115848
1025,UNHCR-UG-10685,Central,Kampala Urban,Arua,Sudan,2019,3,Male,31,None,7,4,Single Parent,Tap,No,Cassava,0.94,Cash,None,14649
1026,UNHCR-UG-10686,Central,Kampala Urban,Arua,South Sudan,2024,9,Female,54,Primary,10,3,Elderly,Borehole,No,Maize,1.52,Cash,Food Insecurity,8045
1027,UNHCR-UG-10687,Mid West,Kiryandongo,Arua,Burundi,2020,4,Male,49,University,5,1,Elderly,Borehole,No,Maize,0.74,Food,GBV Risk,377609
1028,UNHCR-UG-10688,West Nile,Bidi Bidi,Yumbe,South Sudan,2018,4,Male,35,Secondary,3,3,None,River,No,Cassava,0.26,Cash,None,380649
1029,UNHCR-UG-10689,South West,Nakivale,Arua,DRC,2017,1,Male,44,None,1,0,Single Parent,River,No,Maize,3.31,WASH,GBV Risk,178474
1030,UNHCR-UG-10690,Central,Kampala Urban,Arua,Ethiopia,2022,5,Female,32,University,5,3,Unaccompanied Child,Borehole,Yes,Maize,1.28,WASH,Food Insecurity,294017
1031,UNHCR-UG-10691,West Nile,Lobule,Arua,Somalia,2023,1,Male,52,Primary,5,4,Single Parent,River,No,Beans,2.09,Food,Food Insecurity,186064
1032,UNHCR-UG-10692,Mid West,Kiryandongo,Arua,Ethiopia,2019,3,Male,63,None,1,0,Unaccompanied Child,Borehole,No,None,2.98,NFI,Child Protection,96551
1033,UNHCR-UG-10693,Mid West,Kiryandongo,Arua,Burundi,2016,8,Female,77,Secondary,10,4,None,Borehole,Yes,Cassava,0.45,Food,None,56499
1034,UNHCR-UG-10694,Mid West,Kiryandongo,Arua,Eritrea,2017,10,Male,24,Secondary,5,4,None,Tap,Yes,Vegetables,0.32,NFI,Food Insecurity,462189
1035,UNHCR-UG-10695,Mid West,Kiryandongo,Arua,South Sudan,2021,8,Male,68,University,7,1,Elderly,Tap,No,Beans,0.21,Cash,None,479430
1036,UNHCR-UG-10696,Mid West,Kiryandongo,Arua,Sudan,2017,2,Female,58,Primary,5,2,Unaccompanied Child,Borehole,Yes,Maize,0.94,Food,None,374373
1037,UNHCR-UG-10697,Central,Kampala Urban,Arua,Somalia,2023,1,Male,37,Primary,5,4,Elderly,Borehole,Yes,Cassava,2.58,WASH,None,489591
1038,UNHCR-UG-10698,West Nile,Rhino Camp,Arua,Sudan,2020,2,Male,28,Primary,5,3,None,Tap,Yes,Maize,2.36,WASH,GBV Risk,370141
1039,UNHCR-UG-10699,West Nile,Rhino Camp,Arua,Rwanda,2023,2,Female,68,University,7,0,Single Parent,Tap,No,Vegetables,2.44,Food,Food Insecurity,296552
1040,UNHCR-UG-10700,Central,Kampala Urban,Arua,Rwanda,2019,1,Female,36,Primary,6,3,None,River,Yes,Beans,1.48,Food,GBV Risk,467591
1041,UNHCR-UG-10701,Mid West,Kiryandongo,Arua,South Sudan,2021,10,Male,60,University,8,2,Disability,River,No,Beans,1.08,Cash,GBV Risk,304425
1042,UNHCR-UG-10702,Central,Kampala Urban,Arua,Rwanda,2025,7,Male,50,Secondary,10,1,Woman at Risk,Tap,Yes,Maize,3.25,Food,GBV Risk,395307
1043,UNHCR-UG-10703,Central,Kampala Urban,Arua,Rwanda,2018,3,Male,77,None,1,0,Unaccompanied Child,Tap,No,Maize,2.95,WASH,Food Insecurity,137897
1044,UNHCR-UG-10704,South West,Oruchinga,Arua,DRC,2017,2,Female,41,Primary,4,4,Single Parent,Borehole,Yes,None,0.72,Food,None,217544
1045,UNHCR-UG-10705,West Nile,Lobule,Arua,DRC,2021,9,Female,45,Secondary,10,0,Woman at Risk,Tap,Yes,Beans,2.65,WASH,Child Protection,42070
1046,UNHCR-UG-10706,South West,Oruchinga,Arua,Rwanda,2016,4,Female,71,Secondary,9,0,Elderly,Tap,Yes,Maize,3.15,Cash,Child Protection,353640
1047,UNHCR-UG-10707,Mid West,Kiryandongo,Arua,Burundi,2018,5,Male,54,Primary,1,0,Disability,Tap,No,Beans,0.3,WASH,Food Insecurity,250444
1048,UNHCR-UG-10708,Mid West,Kiryandongo,Arua,Rwanda,2021,10,Male,62,Secondary,7,0,Disability,Tap,No,Maize,2.19,Food,GBV Risk,306727
1049,UNHCR-UG-10709,West Nile,Imvepi,Arua,Ethiopia,2021,6,Female,41,None,8,4,Elderly,Borehole,Yes,None,1.66,Food,Child Protection,387860
1050,UNHCR-UG-10710,West Nile,Palorinya,Arua,DRC,2020,3,Male,72,University,10,3,Woman at Risk,Tap,No,Cassava,2.95,Food,None,392161
1051,UNHCR-UG-10711,Central,Kampala Urban,Arua,Sudan,2020,6,Female,73,None,1,0,Disability,River,No,None,1.24,Cash,Food Insecurity,94539
1052,UNHCR-UG-10712,South West,Kyaka II,Arua,Ethiopia,2021,8,Male,59,University,6,3,Disability,Tap,Yes,Beans,1.3,Food,Child Protection,338648
1053,UNHCR-UG-10713,West Nile,Rhino Camp,Arua,Sudan,2017,2,Female,37,University,3,3,Single Parent,Tap,Yes,None,0.96,NFI,Child Protection,226578
1054,UNHCR-UG-10714,West Nile,Lobule,Arua,Ethiopia,2016,7,Male,56,University,7,1,Disability,Tap,Yes,None,2.73,Food,Food Insecurity,105850
1055,UNHCR-UG-10715,Central,Kampala Urban,Arua,Burundi,2018,10,Female,67,None,8,0,Disability,Borehole,Yes,None,2.48,WASH,Food Insecurity,47493
1056,UNHCR-UG-10716,West Nile,Lobule,Arua,Rwanda,2018,7,Male,40,Primary,1,0,Unaccompanied Child,River,No,Maize,0.14,Cash,Food Insecurity,21752
1057,UNHCR-UG-10717,Central,Kampala Urban,Arua,DRC,2024,6,Female,19,Primary,6,0,Elderly,Borehole,No,None,1.93,WASH,Food Insecurity,114822
1058,UNHCR-UG-10718,Mid West,Kiryandongo,Arua,DRC,2018,1,Male,64,University,1,1,Single Parent,Borehole,Yes,Maize,2.45,WASH,Food Insecurity,60594
1059,UNHCR-UG-10719,Mid West,Kiryandongo,Arua,DRC,2021,4,Female,33,None,7,3,None,River,No,Vegetables,0.73,NFI,GBV Risk,329421
1060,UNHCR-UG-10720,South West,Rwamwanja,Arua,South Sudan,2017,10,Female,32,Secondary,2,0,Woman at Risk,River,No,Cassava,2.19,NFI,GBV Risk,239378
1061,UNHCR-UG-10721,Mid West,Kiryandongo,Arua,Eritrea,2019,2,Female,64,University,10,2,Elderly,Borehole,Yes,None,1.39,Cash,GBV Risk,48935
1062,UNHCR-UG-10722,South West,Nakivale,Arua,Rwanda,2017,3,Female,27,University,4,1,Elderly,Borehole,Yes,Beans,3.41,NFI,Food Insecurity,45461
1063,UNHCR-UG-10723,Mid West,Kiryandongo,Arua,Somalia,2025,1,Male,29,None,7,3,None,River,Yes,Cassava,2.41,NFI,Child Protection,302606
1064,UNHCR-UG-10724,Central,Kampala Urban,Arua,South Sudan,2018,6,Female,75,None,8,0,Unaccompanied Child,Borehole,Yes,Beans,2.5,Cash,GBV Risk,408309
1065,UNHCR-UG-10725,Mid West,Kiryandongo,Arua,Sudan,2017,10,Female,69,None,7,1,Disability,Tap,Yes,Cassava,1.61,NFI,GBV Risk,378135
1066,UNHCR-UG-10726,Mid West,Kiryandongo,Arua,Eritrea,2019,3,Female,37,University,6,1,Elderly,River,No,Cassava,0.97,NFI,Food Insecurity,28224
1067,UNHCR-UG-10727,West Nile,Bidi Bidi,Yumbe,DRC,2025,6,Female,18,University,8,3,Woman at Risk,Borehole,Yes,Maize,3.42,NFI,GBV Risk,286137
1068,UNHCR-UG-10728,Mid West,Kiryandongo,Arua,Somalia,2024,4,Male,54,Primary,3,2,Elderly,Borehole,Yes,Vegetables,1.97,WASH,Food Insecurity,55255
1069,UNHCR-UG-10729,Mid West,Kiryandongo,Arua,Sudan,2020,8,Female,37,Primary,1,3,Woman at Risk,Tap,No,None,0.56,NFI,GBV Risk,491555
1070,UNHCR-UG-10730,West Nile,Bidi Bidi,Yumbe,Ethiopia,2022,6,Male,77,Secondary,5,4,Woman at Risk,Tap,No,None,0.25,NFI,Child Protection,40466
1071,UNHCR-UG-10731,Mid West,Kiryandongo,Arua,South Sudan,2021,4,Male,68,Secondary,8,3,None,Borehole,No,Cassava,0.2,Food,Child Protection,218068
1072,UNHCR-UG-10732,Mid West,Kiryandongo,Arua,Ethiopia,2020,3,Female,47,University,1,1,Single Parent,Borehole,Yes,Vegetables,2.03,Food,GBV Risk,405540
1073,UNHCR-UG-10733,Central,Kampala Urban,Arua,Burundi,2016,9,Male,73,None,3,1,Woman at Risk,River,No,Vegetables,2.83,Food,None,361204
1074,UNHCR-UG-10734,South West,Oruchinga,Arua,Sudan,2016,2,Female,62,Secondary,5,1,None,River,No,None,0.62,NFI,None,308642
1075,UNHCR-UG-10735,Mid West,Kiryandongo,Arua,Burundi,2023,5,Female,18,Secondary,7,4,Single Parent,Tap,No,Vegetables,0.41,NFI,GBV Risk,358283
1076,UNHCR-UG-10736,Central,Kampala Urban,Arua,DRC,2020,1,Male,35,Secondary,1,3,Woman at Risk,River,Yes,Maize,0.42,Food,Child Protection,45234
1077,UNHCR-UG-10737,South West,Kyaka II,Arua,Ethiopia,2017,7,Female,25,None,1,0,Unaccompanied Child,Tap,No,Maize,1.11,NFI,Child Protection,17933
1078,UNHCR-UG-10738,West Nile,Lobule,Arua,South Sudan,2024,4,Male,59,University,4,4,Disability,Tap,No,Cassava,3.19,WASH,Food Insecurity,379089
1079,UNHCR-UG-10739,South West,Kyangwali,Arua,Somalia,2017,4,Female,56,University,2,3,Single Parent,River,Yes,Cassava,0.89,WASH,Food Insecurity,224726
1080,UNHCR-UG-10740,Central,Kampala Urban,Arua,Somalia,2024,10,Female,77,Secondary,10,3,Disability,Borehole,No,None,1.62,NFI,Child Protection,128014
1081,UNHCR-UG-10741,Central,Kampala Urban,Arua,Sudan,2025,2,Female,55,None,3,2,Woman at Risk,Borehole,Yes,Beans,0.79,Cash,Child Protection,239350
1082,UNHCR-UG-10742,South West,Kyaka II,Arua,Somalia,2017,10,Female,77,None,9,4,Disability,Tap,Yes,Maize,0.91,NFI,Child Protection,304416
1083,UNHCR-UG-10743,Central,Kampala Urban,Arua,Eritrea,2023,1,Male,68,Secondary,2,3,Elderly,River,Yes,Beans,1.7,Food,Food Insecurity,63720
1084,UNHCR-UG-10744,Mid West,Kiryandongo,Arua,Sudan,2021,4,Male,55,Primary,3,3,Single Parent,Tap,Yes,Vegetables,0.72,NFI,GBV Risk,320748
1085,UNHCR-UG-10745,Central,Kampala Urban,Arua,Somalia,2017,10,Male,64,University,2,1,None,Borehole,No,None,2.39,WASH,Food Insecurity,78075
1086,UNHCR-UG-10746,Central,Kampala Urban,Arua,Ethiopia,2018,10,Male,24,Primary,2,3,Disability,River,Yes,Cassava,2.24,Food,GBV Risk,455535
1087,UNHCR-UG-10747,South West,Kyangwali,Arua,Burundi,2023,1,Male,67,None,5,3,Woman at Risk,River,Yes,None,1.59,WASH,None,202684
1088,UNHCR-UG-10748,Central,Kampala Urban,Arua,South Sudan,2017,5,Male,45,University,4,3,Unaccompanied Child,Borehole,No,Cassava,1.68,NFI,GBV Risk,355651
1089,UNHCR-UG-10749,West Nile,Lobule,Arua,Somalia,2018,10,Female,73,Secondary,6,1,Disability,River,No,Maize,2.95,Cash,Child Protection,47077
1090,UNHCR-UG-10750,West Nile,Rhino Camp,Arua,Burundi,2020,10,Male,58,None,2,0,Disability,Borehole,No,Vegetables,0.55,Cash,None,400888
1091,UNHCR-UG-10751,West Nile,Rhino Camp,Arua,Rwanda,2019,8,Male,52,University,2,3,Disability,Borehole,Yes,Cassava,2.5,WASH,Food Insecurity,285474
1092,UNHCR-UG-10752,Central,Kampala Urban,Arua,Eritrea,2025,10,Female,73,None,7,2,Unaccompanied Child,Borehole,Yes,Cassava,1.68,WASH,None,52458
1093,UNHCR-UG-10753,South West,Oruchinga,Arua,Burundi,2020,2,Female,63,University,6,1,Woman at Risk,Borehole,No,Maize,3.42,WASH,GBV Risk,67702
1094,UNHCR-UG-10754,South West,Oruchinga,Arua,South Sudan,2018,8,Female,25,Secondary,7,4,Disability,Tap,No,Cassava,3.22,Cash,GBV Risk,347134
1095,UNHCR-UG-10755,West Nile,Palorinya,Arua,Sudan,2018,6,Male,74,Secondary,8,0,None,River,No,None,0.52,Cash,GBV Risk,460614
1096,UNHCR-UG-10756,West Nile,Imvepi,Arua,DRC,2019,5,Female,68,University,5,1,Disability,Borehole,No,None,0.53,Food,Child Protection,227391
1097,UNHCR-UG-10757,South West,Kyaka II,Arua,South Sudan,2020,8,Male,55,None,5,4,Elderly,Tap,Yes,None,1.08,Cash,Food Insecurity,35019
1098,UNHCR-UG-10758,West Nile,Bidi Bidi,Yumbe,Eritrea,2020,6,Male,37,Primary,9,0,None,River,No,Beans,2.9,WASH,Child Protection,251369
1099,UNHCR-UG-10759,Mid West,Kiryandongo,Arua,DRC,2025,5,Female,69,None,2,4,Woman at Risk,River,Yes,Maize,1.22,NFI,None,211267
1100,UNHCR-UG-10760,South West,Kyangwali,Arua,Eritrea,2025,4,Male,50,Secondary,3,3,Unaccompanied Child,Borehole,Yes,Cassava,0.17,Food,Child Protection,284936
1101,UNHCR-UG-10761,Central,Kampala Urban,Arua,Eritrea,2024,8,Male,20,University,6,2,Woman at Risk,Borehole,No,Maize,0.81,Cash,Child Protection,285452
1102,UNHCR-UG-10762,South West,Kyangwali,Arua,Ethiopia,2025,5,Male,70,None,1,4,Elderly,Borehole,No,Beans,0.24,Cash,Child Protection,93608
1103,UNHCR-UG-10763,Central,Kampala Urban,Arua,Burundi,2021,1,Female,21,None,8,2,None,Borehole,No,Maize,1.0,NFI,Food Insecurity,312178
1104,UNHCR-UG-10764,South West,Nakivale,Arua,Somalia,2017,1,Female,71,None,4,4,Disability,River,Yes,Maize,0.77,Cash,Food Insecurity,333232
1105,UNHCR-UG-10765,South West,Kyangwali,Arua,Ethiopia,2016,9,Male,29,University,5,0,Disability,Borehole,No,Beans,2.72,Cash,None,98572
1106,UNHCR-UG-10766,South West,Oruchinga,Arua,DRC,2024,2,Male,25,Primary,1,0,Woman at Risk,Tap,Yes,Beans,2.33,NFI,None,306114
1107,UNHCR-UG-10767,South West,Nakivale,Arua,South Sudan,2023,8,Male,73,Secondary,3,4,Disability,Borehole,Yes,None,2.33,WASH,Food Insecurity,478114
1108,UNHCR-UG-10768,Central,Kampala Urban,Arua,Burundi,2017,7,Male,37,None,3,1,Elderly,River,No,Cassava,3.19,WASH,Food Insecurity,90336
1109,UNHCR-UG-10769,Central,Kampala Urban,Arua,Sudan,2024,8,Female,19,Secondary,2,4,Single Parent,River,Yes,Maize,0.86,NFI,GBV Risk,70878
1110,UNHCR-UG-10770,Central,Kampala Urban,Arua,DRC,2022,6,Female,49,Secondary,9,4,Single Parent,River,No,Cassava,2.62,WASH,Food Insecurity,259333
1111,UNHCR-UG-10771,Mid West,Kiryandongo,Arua,Burundi,2022,1,Female,20,None,6,0,Disability,River,No,Cassava,0.38,Cash,None,43075
1112,UNHCR-UG-10772,South West,Rwamwanja,Arua,Burundi,2018,7,Male,41,Secondary,3,1,Disability,Tap,No,Vegetables,2.52,NFI,Food Insecurity,155586
1113,UNHCR-UG-10773,Mid West,Kiryandongo,Arua,Burundi,2017,3,Female,56,University,8,0,Disability,River,Yes,Cassava,2.71,NFI,GBV Risk,217121
1114,UNHCR-UG-10774,West Nile,Bidi Bidi,Yumbe,Sudan,2025,5,Male,23,University,2,2,Elderly,Borehole,Yes,Beans,0.3,Food,Food Insecurity,123168
1115,UNHCR-UG-10775,West Nile,Lobule,Arua,Sudan,2018,8,Female,42,Primary,7,3,Single Parent,River,Yes,Vegetables,3.29,WASH,Food Insecurity,2866
1116,UNHCR-UG-10776,West Nile,Rhino Camp,Arua,Ethiopia,2025,10,Female,75,Secondary,2,2,Single Parent,Tap,Yes,Maize,3.43,Cash,Food Insecurity,93497
1117,UNHCR-UG-10777,Mid West,Kiryandongo,Arua,Rwanda,2023,5,Female,21,None,5,0,None,Tap,No,Cassava,1.61,Cash,Child Protection,146993
1118,UNHCR-UG-10778,West Nile,Bidi Bidi,Yumbe,Burundi,2020,9,Male,77,University,9,0,None,Borehole,No,Maize,1.22,NFI,Child Protection,489090
1119,UNHCR-UG-10779,Central,Kampala Urban,Arua,DRC,2022,5,Female,71,University,4,4,Disability,Tap,No,Beans,0.58,NFI,GBV Risk,90571
1120,UNHCR-UG-10780,Mid West,Kiryandongo,Arua,Burundi,2025,2,Female,53,Primary,9,1,Single Parent,River,No,Beans,3.27,Food,GBV Risk,199332
1121,UNHCR-UG-10781,West Nile,Bidi Bidi,Yumbe,Rwanda,2022,5,Female,30,Secondary,1,0,None,Borehole,No,Cassava,1.81,Cash,Food Insecurity,138879
1122,UNHCR-UG-10782,West Nile,Palorinya,Arua,Somalia,2020,10,Female,18,Secondary,7,3,Single Parent,Borehole,Yes,None,0.96,Cash,Food Insecurity,72490
1123,UNHCR-UG-10783,Mid West,Kiryandongo,Arua,Burundi,2019,1,Male,49,University,9,2,Disability,Tap,Yes,Beans,0.16,Cash,GBV Risk,106239
1124,UNHCR-UG-10784,Central,Kampala Urban,Arua,Rwanda,2016,5,Female,18,Primary,4,0,Unaccompanied Child,Tap,Yes,Cassava,1.53,Food,Food Insecurity,268841
1125,UNHCR-UG-10785,South West,Nakivale,Arua,Somalia,2021,7,Male,41,Primary,5,3,Disability,River,Yes,Beans,0.49,NFI,Food Insecurity,230147
1126,UNHCR-UG-10786,Mid West,Kiryandongo,Arua,Eritrea,2023,3,Male,70,Secondary,9,0,Woman at Risk,Borehole,No,Cassava,3.36,NFI,None,286425
1127,UNHCR-UG-10787,Central,Kampala Urban,Arua,Burundi,2021,3,Female,70,Primary,9,0,Single Parent,Tap,No,None,1.74,WASH,Child Protection,418286
1128,UNHCR-UG-10788,South West,Nakivale,Arua,DRC,2016,7,Male,49,None,3,4,Woman at Risk,River,Yes,Maize,3.41,NFI,Food Insecurity,206730
1129,UNHCR-UG-10789,South West,Nakivale,Arua,South Sudan,2018,2,Male,68,None,1,4,Elderly,Tap,Yes,Beans,2.99,WASH,Child Protection,5900
1130,UNHCR-UG-10790,West Nile,Imvepi,Arua,Sudan,2024,1,Male,27,Secondary,7,1,None,Tap,Yes,Maize,3.03,Food,None,150946
1131,UNHCR-UG-10791,Mid West,Kiryandongo,Arua,Burundi,2021,10,Male,75,None,7,0,None,Borehole,Yes,Beans,2.21,Food,GBV Risk,338887
1132,UNHCR-UG-10792,Mid West,Kiryandongo,Arua,Ethiopia,2020,5,Male,65,Secondary,10,2,Disability,Tap,Yes,Beans,2.08,NFI,None,154869
1133,UNHCR-UG-10793,Central,Kampala Urban,Arua,Rwanda,2025,9,Male,38,Primary,6,4,Elderly,Tap,No,Vegetables,2.68,Food,GBV Risk,403464
1134,UNHCR-UG-10794,South West,Rwamwanja,Arua,Ethiopia,2023,6,Female,43,None,10,4,Elderly,Tap,No,Beans,3.33,Cash,Child Protection,486129
1135,UNHCR-UG-10795,South West,Kyaka II,Arua,Sudan,2020,7,Female,49,None,4,0,Elderly,Tap,No,Maize,0.64,WASH,Food Insecurity,93318
1136,UNHCR-UG-10796,Central,Kampala Urban,Arua,South Sudan,2021,9,Male,38,University,2,2,Woman at Risk,Tap,Yes,Vegetables,1.75,Cash,GBV Risk,176098
1137,UNHCR-UG-10797,Mid West,Kiryandongo,Arua,DRC,2017,8,Male,77,University,4,4,Woman at Risk,Borehole,No,Beans,3.17,WASH,GBV Risk,482557
1138,UNHCR-UG-10798,Central,Kampala Urban,Arua,Ethiopia,2022,6,Female,46,None,6,4,Woman at Risk,River,No,Maize,1.12,WASH,None,289760
1139,UNHCR-UG-10799,Central,Kampala Urban,Arua,South Sudan,2018,1,Male,49,University,10,0,None,Tap,No,Vegetables,3.38,Food,Child Protection,435267
1140,UNHCR-UG-10800,Mid West,Kiryandongo,Arua,DRC,2018,5,Male,65,None,1,4,Elderly,Tap,Yes,Maize,1.34,NFI,Food Insecurity,115922
1141,UNHCR-UG-10801,Mid West,Kiryandongo,Arua,Sudan,2017,8,Female,54,None,8,0,Single Parent,Borehole,No,Vegetables,2.61,Food,None,263490
1142,UNHCR-UG-10802,Mid West,Kiryandongo,Arua,Sudan,2019,4,Female,61,Secondary,4,0,Elderly,Borehole,No,Vegetables,2.32,NFI,Child Protection,211712
1143,UNHCR-UG-10803,West Nile,Palorinya,Arua,DRC,2024,3,Female,29,None,4,0,Disability,Tap,No,None,2.52,Food,Child Protection,42164
1144,UNHCR-UG-10804,Central,Kampala Urban,Arua,Ethiopia,2023,10,Male,23,Primary,5,4,Woman at Risk,Tap,Yes,None,1.4,Food,None,212972
1145,UNHCR-UG-10805,Central,Kampala Urban,Arua,Sudan,2019,9,Male,67,Secondary,9,4,Elderly,River,No,Maize,1.98,NFI,GBV Risk,252905
1146,UNHCR-UG-10806,Mid West,Kiryandongo,Arua,Rwanda,2020,4,Male,64,Secondary,10,0,Woman at Risk,River,No,Cassava,2.3,Food,Child Protection,269780
