ID,Case_ID,Region,District,Settlement,Education,Gender,Age,Age_Group,Marital_Status,GBV_Type,Perpetrator,Location_Incident,Yield,Water_Source,Irrigation,Crop,Reported,Reported_Within_72H,Service_Sought,Service_Provided,Referral_Made,Risk_Level,Repeat_Case,Month,Year,Income_UGX
866,GBV-UG-10526,West Nile,Kampala,Nakivale,None,Female,19,18-35,Married,Domestic Violence,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Low,Yes,Jan,2024,740962
867,GBV-UG-10527,South West,Kampala,Nakivale,Secondary,Female,59,18-35,Married,Domestic Violence,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,No,Health,No,Police,Medium,No,Feb,2024,767654
868,GBV-UG-10528,South West,Gulu,Host Community,None,Female,41,18-35,Single,Domestic Violence,Family Member,Water Point,1,Tap,No,N/A,Yes,Yes,Health,Yes,Health,Low,Yes,Feb,2024,209791
869,GBV-UG-10529,Eastern,Mbale,Host Community,Secondary,Female,18,18-35,Married,Physical Assault,Stranger,School,1,Borehole,No,N/A,Yes,No,Legal,No,Police,Low,Yes,Mar,2024,595953
870,GBV-UG-10530,Eastern,Kampala,Host Community,Secondary,Female,39,18-35,Single,Physical Assault,Stranger,Field,1,Borehole,No,N/A,No,No,Psychosocial,No,Health,High,No,Mar,2024,332130
871,GBV-UG-10531,South West,Kampala,Host Community,Secondary,Female,37,18-35,Single,Physical Assault,Family Member,Water Point,1,Tap,No,N/A,Yes,Yes,Psychosocial,No,Police,High,No,Jan,2024,300722
872,GBV-UG-10532,Eastern,Kampala,Nakivale,Secondary,Female,17,0-17,Single,Defilement,Stranger,Home,1,Tap,No,N/A,No,No,Health,Yes,Police,High,No,Mar,2024,286821
873,GBV-UG-10533,Northern,Kampala,Nakivale,Secondary,Female,33,18-35,Married,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,High,No,Feb,2024,148316
874,GBV-UG-10534,Eastern,Gulu,Host Community,None,Female,15,0-17,Single,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Health,Medium,Yes,Mar,2024,555731
875,GBV-UG-10535,West Nile,Mbarara,Bidi Bidi,None,Female,40,18-35,Single,Physical Assault,Stranger,School,1,Tap,No,N/A,No,Yes,Health,No,Police,High,No,Jan,2024,306794
876,GBV-UG-10536,West Nile,Mbarara,Bidi Bidi,None,Female,20,18-35,Single,Domestic Violence,Stranger,Field,1,Borehole,No,N/A,No,No,Health,No,Health,Low,Yes,Mar,2024,636151
877,GBV-UG-10537,West Nile,Kampala,Bidi Bidi,Primary,Female,22,18-35,Married,Physical Assault,Intimate Partner,School,1,Tap,No,N/A,No,No,Legal,Yes,Health,Medium,Yes,Feb,2024,536991
878,GBV-UG-10538,Western,Mbarara,Host Community,Secondary,Female,31,18-35,Married,Domestic Violence,Intimate Partner,Water Point,1,Tap,No,N/A,No,No,Psychosocial,No,Police,Low,Yes,Jan,2024,165729
879,GBV-UG-10539,Western,Kampala,Nakivale,Primary,Female,47,18-35,Single,Domestic Violence,Stranger,School,1,Borehole,No,N/A,Yes,No,Psychosocial,No,Health,Medium,Yes,Mar,2024,123926
880,GBV-UG-10540,Central,Mbale,Bidi Bidi,Secondary,Male,10,0-17,Single,Defilement,Stranger,School,1,Tap,No,N/A,No,No,Psychosocial,No,Police,High,Yes,Mar,2024,738501
881,GBV-UG-10541,South West,Mbarara,Bidi Bidi,None,Female,11,0-17,Single,Defilement,Intimate Partner,School,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Health,Medium,No,Jan,2024,740423
882,GBV-UG-10542,Central,Mbarara,Bidi Bidi,Secondary,Female,30,18-35,Married,Domestic Violence,Intimate Partner,Home,1,Borehole,No,N/A,Yes,No,Legal,Yes,Health,High,No,Feb,2024,764639
883,GBV-UG-10543,Western,Kampala,Bidi Bidi,Secondary,Female,17,0-17,Single,Defilement,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Legal,Yes,Police,High,No,Jan,2024,214151
884,GBV-UG-10544,West Nile,Mbarara,Bidi Bidi,None,Female,49,18-35,Married,Sexual Assault,Family Member,Water Point,1,Borehole,No,N/A,Yes,Yes,Legal,No,Police,Low,Yes,Feb,2024,652394
885,GBV-UG-10545,Northern,Mbarara,Host Community,None,Male,60,18-35,Married,Physical Assault,Family Member,Field,1,Borehole,No,N/A,No,Yes,Legal,Yes,Health,High,No,Mar,2024,525906
886,GBV-UG-10546,Western,Gulu,Bidi Bidi,Secondary,Female,44,18-35,Married,Early Marriage,Stranger,Water Point,1,Borehole,No,N/A,No,Yes,Legal,No,Health,Medium,Yes,Jan,2024,767837
887,GBV-UG-10547,Eastern,Gulu,Bidi Bidi,None,Male,59,18-35,Married,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,No,No,Psychosocial,No,Health,High,No,Feb,2024,471527
888,GBV-UG-10548,South West,Mbale,Nakivale,None,Male,8,0-17,Single,Defilement,Intimate Partner,Home,1,Tap,No,N/A,Yes,No,Legal,No,Health,High,Yes,Mar,2024,566701
889,GBV-UG-10549,Eastern,Mbale,Nakivale,None,Female,24,18-35,Single,Domestic Violence,Stranger,Water Point,1,Borehole,No,N/A,No,Yes,Health,No,Health,High,No,Feb,2024,209315
890,GBV-UG-10550,Western,Mbale,Host Community,Secondary,Female,19,18-35,Single,Early Marriage,Stranger,Field,1,Borehole,No,N/A,Yes,Yes,Legal,No,Health,High,Yes,Feb,2024,692314
891,GBV-UG-10551,Western,Gulu,Host Community,Secondary,Female,59,18-35,Married,Physical Assault,Family Member,Home,1,Tap,No,N/A,Yes,Yes,Psychosocial,Yes,Health,Low,Yes,Mar,2024,579239
892,GBV-UG-10552,Eastern,Kampala,Host Community,Secondary,Female,41,18-35,Married,Sexual Assault,Stranger,Water Point,1,Borehole,No,N/A,No,No,Psychosocial,No,Health,Low,No,Feb,2024,238270
893,GBV-UG-10553,Western,Mbarara,Bidi Bidi,Secondary,Female,40,18-35,Married,Sexual Assault,Stranger,School,1,Tap,No,N/A,No,No,Health,Yes,Police,High,Yes,Mar,2024,100058
894,GBV-UG-10554,West Nile,Mbarara,Host Community,Secondary,Female,57,18-35,Married,Sexual Assault,Intimate Partner,Field,1,Tap,No,N/A,Yes,Yes,Health,Yes,Police,Medium,Yes,Feb,2024,222615
895,GBV-UG-10555,Central,Mbarara,Bidi Bidi,Secondary,Female,54,18-35,Single,Physical Assault,Intimate Partner,Home,1,Borehole,No,N/A,Yes,Yes,Legal,Yes,Health,High,Yes,Feb,2024,433381
896,GBV-UG-10556,Central,Mbarara,Bidi Bidi,Primary,Female,33,18-35,Married,Physical Assault,Intimate Partner,Home,1,Borehole,No,N/A,No,Yes,Health,No,Health,Low,Yes,Feb,2024,711396
897,GBV-UG-10557,Western,Gulu,Bidi Bidi,None,Female,32,18-35,Married,Sexual Assault,Family Member,School,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Health,Medium,No,Feb,2024,12177
898,GBV-UG-10558,Northern,Mbale,Nakivale,Secondary,Female,12,0-17,Married,Defilement,Intimate Partner,Field,1,Tap,No,N/A,No,Yes,Health,Yes,Police,High,No,Mar,2024,486524
899,GBV-UG-10559,West Nile,Mbale,Nakivale,Secondary,Female,41,18-35,Married,Sexual Assault,Family Member,Home,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Health,Medium,Yes,Feb,2024,177668
900,GBV-UG-10560,West Nile,Mbale,Bidi Bidi,Secondary,Female,12,0-17,Single,Defilement,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Legal,No,Health,Low,No,Mar,2024,172181
901,GBV-UG-10561,Western,Gulu,Bidi Bidi,Primary,Female,58,18-35,Married,Early Marriage,Family Member,School,1,Tap,No,N/A,No,Yes,Legal,No,Police,High,No,Feb,2024,29311
902,GBV-UG-10562,Northern,Mbale,Host Community,Primary,Female,50,18-35,Married,Early Marriage,Family Member,School,1,Tap,No,N/A,Yes,No,Legal,Yes,Health,Medium,Yes,Feb,2024,197916
903,GBV-UG-10563,Eastern,Kampala,Bidi Bidi,None,Female,38,18-35,Single,Early Marriage,Family Member,Water Point,1,Borehole,No,N/A,No,No,Health,Yes,Health,High,No,Jan,2024,168712
904,GBV-UG-10564,Central,Mbale,Nakivale,Secondary,Male,10,0-17,Married,Defilement,Family Member,Field,1,Borehole,No,N/A,Yes,No,Psychosocial,No,Police,Low,No,Feb,2024,227233
905,GBV-UG-10565,South West,Gulu,Host Community,None,Female,24,18-35,Single,Early Marriage,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Legal,No,Police,High,Yes,Jan,2024,775480
906,GBV-UG-10566,South West,Mbarara,Host Community,None,Female,57,18-35,Married,Sexual Assault,Family Member,School,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Police,Medium,Yes,Mar,2024,61951
907,GBV-UG-10567,Western,Mbarara,Host Community,None,Female,48,18-35,Single,Sexual Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Legal,No,Police,Medium,Yes,Jan,2024,104983
908,GBV-UG-10568,Northern,Mbale,Nakivale,Secondary,Female,27,18-35,Married,Domestic Violence,Family Member,Field,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Police,Low,Yes,Jan,2024,557978
909,GBV-UG-10569,Western,Mbale,Host Community,Secondary,Female,46,18-35,Married,Physical Assault,Family Member,School,1,Borehole,No,N/A,No,Yes,Legal,No,Health,Low,Yes,Feb,2024,765074
910,GBV-UG-10570,Western,Kampala,Nakivale,Primary,Female,57,18-35,Married,Early Marriage,Stranger,School,1,Tap,No,N/A,Yes,No,Legal,Yes,Health,Medium,Yes,Mar,2024,736132
911,GBV-UG-10571,Central,Mbale,Host Community,Primary,Female,48,18-35,Married,Sexual Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,No,Health,Yes,Health,Low,No,Jan,2024,12397
912,GBV-UG-10572,Eastern,Mbale,Host Community,Secondary,Female,40,18-35,Married,Sexual Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Health,Yes,Police,Medium,Yes,Feb,2024,467263
913,GBV-UG-10573,Eastern,Kampala,Bidi Bidi,Primary,Female,16,0-17,Married,Defilement,Stranger,Field,1,Tap,No,N/A,Yes,Yes,Psychosocial,No,Police,Medium,Yes,Feb,2024,17720
914,GBV-UG-10574,Eastern,Kampala,Nakivale,Secondary,Female,48,18-35,Married,Domestic Violence,Stranger,Home,1,Tap,No,N/A,No,No,Legal,No,Police,Low,Yes,Jan,2024,792258
915,GBV-UG-10575,Eastern,Kampala,Host Community,Primary,Female,56,18-35,Married,Domestic Violence,Stranger,Field,1,Tap,No,N/A,No,Yes,Legal,Yes,Police,Low,No,Mar,2024,762555
916,GBV-UG-10576,West Nile,Kampala,Nakivale,Primary,Female,41,18-35,Single,Physical Assault,Intimate Partner,School,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Police,Low,No,Feb,2024,371992
917,GBV-UG-10577,Western,Gulu,Nakivale,Secondary,Female,11,0-17,Single,Defilement,Intimate Partner,Water Point,1,Borehole,No,N/A,Yes,No,Legal,Yes,Police,High,No,Feb,2024,378863
918,GBV-UG-10578,Central,Mbarara,Host Community,None,Female,43,18-35,Single,Early Marriage,Stranger,Field,1,Tap,No,N/A,No,No,Legal,No,Police,Medium,No,Mar,2024,674563
919,GBV-UG-10579,Western,Mbale,Nakivale,None,Female,32,18-35,Single,Domestic Violence,Family Member,School,1,Tap,No,N/A,No,No,Legal,Yes,Police,Medium,No,Feb,2024,204338
920,GBV-UG-10580,Northern,Mbale,Nakivale,Primary,Female,12,0-17,Married,Defilement,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Health,No,Police,High,No,Feb,2024,700621
921,GBV-UG-10581,South West,Gulu,Bidi Bidi,Primary,Female,47,18-35,Single,Domestic Violence,Stranger,Field,1,Borehole,No,N/A,Yes,Yes,Psychosocial,Yes,Police,Medium,No,Feb,2024,53861
922,GBV-UG-10582,Eastern,Kampala,Nakivale,Primary,Female,53,18-35,Married,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,No,No,Health,Yes,Health,Low,Yes,Jan,2024,64152
923,GBV-UG-10583,West Nile,Mbarara,Bidi Bidi,None,Female,12,0-17,Single,Defilement,Stranger,Home,1,Borehole,No,N/A,Yes,Yes,Health,No,Police,Medium,Yes,Feb,2024,291754
924,GBV-UG-10584,South West,Kampala,Nakivale,Secondary,Female,33,18-35,Single,Early Marriage,Stranger,Field,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,Low,No,Jan,2024,282820
925,GBV-UG-10585,Eastern,Mbarara,Nakivale,None,Female,49,18-35,Single,Sexual Assault,Intimate Partner,Field,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Health,Low,Yes,Jan,2024,74866
926,GBV-UG-10586,West Nile,Mbale,Host Community,Primary,Male,46,18-35,Single,Sexual Assault,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Health,Low,No,Jan,2024,177208
927,GBV-UG-10587,Western,Mbarara,Nakivale,Secondary,Female,10,0-17,Married,Defilement,Stranger,School,1,Borehole,No,N/A,No,No,Psychosocial,No,Health,Medium,No,Mar,2024,151350
928,GBV-UG-10588,Eastern,Mbale,Nakivale,Primary,Female,16,0-17,Married,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,No,No,Psychosocial,No,Police,High,Yes,Mar,2024,601177
929,GBV-UG-10589,Eastern,Mbarara,Host Community,Primary,Female,54,18-35,Single,Physical Assault,Family Member,Water Point,1,Borehole,No,N/A,No,Yes,Legal,Yes,Health,High,No,Jan,2024,355237
930,GBV-UG-10590,Northern,Kampala,Nakivale,None,Female,36,18-35,Single,Sexual Assault,Stranger,School,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Health,Medium,Yes,Mar,2024,593450
931,GBV-UG-10591,South West,Mbarara,Host Community,None,Female,53,18-35,Married,Sexual Assault,Family Member,Water Point,1,Borehole,No,N/A,No,Yes,Health,Yes,Police,Medium,No,Jan,2024,430196
932,GBV-UG-10592,Central,Kampala,Nakivale,None,Male,37,18-35,Single,Physical Assault,Intimate Partner,Home,1,Tap,No,N/A,No,No,Health,No,Police,Medium,No,Feb,2024,32204
933,GBV-UG-10593,Eastern,Mbarara,Bidi Bidi,Primary,Female,20,18-35,Married,Early Marriage,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Health,Yes,Police,Medium,Yes,Feb,2024,34379
934,GBV-UG-10594,Central,Mbale,Nakivale,Secondary,Female,25,18-35,Married,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,No,No,Psychosocial,No,Police,Medium,No,Feb,2024,320730
935,GBV-UG-10595,Central,Kampala,Nakivale,Primary,Female,43,18-35,Married,Early Marriage,Stranger,School,1,Tap,No,N/A,No,Yes,Health,No,Police,Medium,No,Jan,2024,125037
936,GBV-UG-10596,Central,Gulu,Bidi Bidi,Primary,Female,46,18-35,Married,Domestic Violence,Stranger,Water Point,1,Tap,No,N/A,Yes,No,Legal,Yes,Police,Medium,Yes,Jan,2024,176010
937,GBV-UG-10597,Eastern,Gulu,Nakivale,Secondary,Female,24,18-35,Married,Domestic Violence,Stranger,School,1,Tap,No,N/A,Yes,Yes,Psychosocial,No,Health,High,No,Feb,2024,783642
938,GBV-UG-10598,Central,Kampala,Bidi Bidi,None,Female,49,18-35,Married,Early Marriage,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Psychosocial,Yes,Health,Medium,Yes,Feb,2024,219182
939,GBV-UG-10599,Northern,Gulu,Bidi Bidi,None,Female,44,18-35,Single,Sexual Assault,Intimate Partner,Water Point,1,Borehole,No,N/A,Yes,Yes,Legal,Yes,Health,High,Yes,Feb,2024,798136
940,GBV-UG-10600,West Nile,Mbale,Nakivale,None,Female,49,18-35,Married,Early Marriage,Stranger,Water Point,1,Tap,No,N/A,No,Yes,Legal,No,Police,Low,No,Feb,2024,184468
941,GBV-UG-10601,Central,Kampala,Nakivale,None,Female,14,0-17,Married,Defilement,Stranger,Field,1,Tap,No,N/A,Yes,No,Legal,Yes,Police,High,No,Feb,2024,765063
942,GBV-UG-10602,Western,Mbale,Host Community,None,Female,15,0-17,Married,Defilement,Intimate Partner,Field,1,Borehole,No,N/A,No,No,Health,No,Health,Medium,No,Jan,2024,474983
943,GBV-UG-10603,Northern,Mbarara,Nakivale,Primary,Female,16,0-17,Married,Defilement,Stranger,Home,1,Borehole,No,N/A,No,Yes,Health,No,Police,Low,No,Mar,2024,343367
944,GBV-UG-10604,Western,Mbale,Bidi Bidi,Primary,Male,13,0-17,Married,Defilement,Stranger,School,1,Tap,No,N/A,Yes,No,Legal,Yes,Police,High,No,Jan,2024,659708
945,GBV-UG-10605,Central,Kampala,Host Community,Primary,Female,56,18-35,Single,Physical Assault,Stranger,Water Point,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Health,High,Yes,Mar,2024,692214
946,GBV-UG-10606,South West,Gulu,Nakivale,Primary,Female,26,18-35,Single,Domestic Violence,Intimate Partner,School,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Health,Medium,No,Feb,2024,413778
947,GBV-UG-10607,Eastern,Gulu,Host Community,Primary,Female,12,0-17,Single,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,Yes,Health,No,Health,Medium,Yes,Jan,2024,190807
948,GBV-UG-10608,Western,Mbale,Host Community,Secondary,Male,23,18-35,Single,Domestic Violence,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,No,Psychosocial,No,Health,High,No,Jan,2024,351366
949,GBV-UG-10609,South West,Mbale,Nakivale,Secondary,Female,40,18-35,Single,Early Marriage,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,High,No,Mar,2024,204368
950,GBV-UG-10610,Eastern,Mbale,Nakivale,Secondary,Female,26,18-35,Single,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Health,No,Health,High,Yes,Jan,2024,251568
951,GBV-UG-10611,West Nile,Mbale,Nakivale,Secondary,Female,61,18-35,Single,Early Marriage,Intimate Partner,School,1,Borehole,No,N/A,Yes,Yes,Legal,No,Health,High,No,Jan,2024,587827
952,GBV-UG-10612,Northern,Mbarara,Bidi Bidi,Secondary,Female,52,18-35,Single,Sexual Assault,Stranger,Home,1,Borehole,No,N/A,Yes,No,Health,Yes,Health,High,Yes,Jan,2024,32648
953,GBV-UG-10613,Western,Gulu,Bidi Bidi,None,Male,46,18-35,Married,Sexual Assault,Family Member,Home,1,Tap,No,N/A,Yes,No,Legal,No,Health,Medium,No,Jan,2024,603425
954,GBV-UG-10614,South West,Gulu,Nakivale,Secondary,Female,19,18-35,Single,Sexual Assault,Intimate Partner,School,1,Tap,No,N/A,Yes,No,Legal,Yes,Health,Medium,No,Mar,2024,371685
955,GBV-UG-10615,South West,Mbale,Host Community,Secondary,Female,32,18-35,Single,Domestic Violence,Family Member,School,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Police,Medium,Yes,Feb,2024,652723
956,GBV-UG-10616,Eastern,Mbale,Host Community,None,Female,13,0-17,Married,Defilement,Family Member,Water Point,1,Borehole,No,N/A,Yes,No,Psychosocial,Yes,Police,Medium,No,Jan,2024,631066
957,GBV-UG-10617,Northern,Kampala,Nakivale,Primary,Male,52,18-35,Single,Domestic Violence,Stranger,Home,1,Tap,No,N/A,Yes,No,Health,No,Health,Medium,No,Feb,2024,706083
958,GBV-UG-10618,South West,Gulu,Nakivale,Secondary,Female,61,18-35,Married,Early Marriage,Intimate Partner,Water Point,1,Borehole,No,N/A,No,No,Health,No,Health,High,Yes,Feb,2024,748814
959,GBV-UG-10619,Northern,Kampala,Host Community,Secondary,Female,39,18-35,Single,Domestic Violence,Stranger,Field,1,Borehole,No,N/A,Yes,Yes,Health,No,Police,Medium,Yes,Jan,2024,768304
960,GBV-UG-10620,Central,Mbarara,Bidi Bidi,Primary,Male,51,18-35,Married,Sexual Assault,Stranger,School,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Health,Low,Yes,Jan,2024,759622
961,GBV-UG-10621,West Nile,Mbale,Host Community,None,Female,34,18-35,Single,Physical Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,No,Legal,Yes,Police,Low,Yes,Mar,2024,171380
962,GBV-UG-10622,Western,Kampala,Host Community,Secondary,Female,25,18-35,Single,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Psychosocial,Yes,Police,Low,No,Mar,2024,671673
963,GBV-UG-10623,Eastern,Mbarara,Host Community,Secondary,Female,40,18-35,Single,Sexual Assault,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Health,No,Health,Medium,Yes,Feb,2024,375314
964,GBV-UG-10624,Eastern,Gulu,Bidi Bidi,Secondary,Female,16,0-17,Single,Defilement,Family Member,Field,1,Tap,No,N/A,No,Yes,Health,No,Police,High,No,Feb,2024,362456
965,GBV-UG-10625,Eastern,Gulu,Bidi Bidi,None,Female,23,18-35,Married,Domestic Violence,Stranger,Home,1,Borehole,No,N/A,No,Yes,Legal,Yes,Police,Medium,Yes,Mar,2024,599206
966,GBV-UG-10626,Central,Kampala,Nakivale,Primary,Female,15,0-17,Single,Defilement,Intimate Partner,Field,1,Tap,No,N/A,No,No,Legal,Yes,Health,High,No,Jan,2024,403282
967,GBV-UG-10627,Western,Kampala,Nakivale,None,Female,14,0-17,Single,Defilement,Family Member,Field,1,Borehole,No,N/A,No,Yes,Legal,Yes,Health,Medium,Yes,Jan,2024,624435
968,GBV-UG-10628,Eastern,Kampala,Host Community,Primary,Female,58,18-35,Single,Physical Assault,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Legal,No,Police,Medium,Yes,Jan,2024,50135
969,GBV-UG-10629,West Nile,Mbale,Bidi Bidi,Secondary,Female,56,18-35,Single,Physical Assault,Intimate Partner,Home,1,Borehole,No,N/A,No,Yes,Health,Yes,Police,Medium,No,Feb,2024,74106
970,GBV-UG-10630,West Nile,Gulu,Host Community,None,Male,44,18-35,Married,Domestic Violence,Family Member,Water Point,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Police,High,No,Feb,2024,196959
971,GBV-UG-10631,Western,Kampala,Bidi Bidi,Primary,Female,59,18-35,Single,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Legal,No,Police,Low,No,Mar,2024,194976
972,GBV-UG-10632,West Nile,Kampala,Host Community,None,Female,39,18-35,Married,Domestic Violence,Intimate Partner,Home,1,Tap,No,N/A,No,No,Health,Yes,Health,Medium,No,Mar,2024,373283
973,GBV-UG-10633,South West,Kampala,Nakivale,Secondary,Female,31,18-35,Single,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,Yes,No,Legal,No,Police,Medium,Yes,Mar,2024,488851
974,GBV-UG-10634,South West,Gulu,Host Community,None,Female,47,18-35,Single,Sexual Assault,Intimate Partner,Field,1,Tap,No,N/A,No,No,Legal,No,Police,Low,No,Mar,2024,582190
975,GBV-UG-10635,Central,Kampala,Host Community,Primary,Male,18,18-35,Married,Physical Assault,Stranger,Water Point,1,Borehole,No,N/A,No,No,Health,No,Police,Low,Yes,Mar,2024,179744
976,GBV-UG-10636,Northern,Mbarara,Nakivale,Primary,Female,58,18-35,Single,Sexual Assault,Family Member,Field,1,Borehole,No,N/A,No,No,Health,No,Health,High,No,Jan,2024,529686
977,GBV-UG-10637,Eastern,Gulu,Host Community,Primary,Female,42,18-35,Married,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,No,Police,Medium,Yes,Feb,2024,86382
978,GBV-UG-10638,Northern,Kampala,Host Community,Secondary,Female,25,18-35,Married,Physical Assault,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,Yes,Legal,No,Police,Medium,No,Mar,2024,210758
979,GBV-UG-10639,West Nile,Kampala,Host Community,Secondary,Female,23,18-35,Married,Early Marriage,Stranger,Water Point,1,Borehole,No,N/A,Yes,No,Health,Yes,Police,Medium,No,Mar,2024,669719
980,GBV-UG-10640,South West,Mbale,Bidi Bidi,Secondary,Female,41,18-35,Married,Domestic Violence,Intimate Partner,Home,1,Borehole,No,N/A,Yes,No,Health,No,Health,Low,Yes,Jan,2024,552152
981,GBV-UG-10641,Northern,Gulu,Nakivale,Secondary,Female,45,18-35,Single,Sexual Assault,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Legal,Yes,Police,Medium,Yes,Mar,2024,776761
982,GBV-UG-10642,West Nile,Gulu,Host Community,None,Male,17,0-17,Single,Defilement,Intimate Partner,Field,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Health,Low,No,Jan,2024,39346
983,GBV-UG-10643,Northern,Kampala,Nakivale,None,Male,15,0-17,Married,Defilement,Family Member,Home,1,Tap,No,N/A,No,Yes,Psychosocial,No,Police,Low,No,Jan,2024,754256
984,GBV-UG-10644,Northern,Kampala,Nakivale,Secondary,Female,12,0-17,Single,Defilement,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Psychosocial,No,Police,Low,No,Feb,2024,420597
985,GBV-UG-10645,Western,Mbale,Nakivale,Secondary,Female,12,0-17,Married,Defilement,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Police,Low,Yes,Jan,2024,384229
986,GBV-UG-10646,West Nile,Gulu,Bidi Bidi,Secondary,Female,37,18-35,Married,Physical Assault,Intimate Partner,Home,1,Tap,No,N/A,No,No,Legal,No,Police,High,Yes,Feb,2024,718711
987,GBV-UG-10647,West Nile,Mbale,Bidi Bidi,Secondary,Female,44,18-35,Married,Early Marriage,Stranger,Field,1,Tap,No,N/A,Yes,Yes,Legal,No,Health,Low,No,Feb,2024,571085
988,GBV-UG-10648,South West,Gulu,Nakivale,Primary,Male,23,18-35,Married,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,No,No,Health,No,Police,Low,Yes,Feb,2024,416458
989,GBV-UG-10649,Northern,Mbale,Host Community,Secondary,Female,29,18-35,Married,Early Marriage,Stranger,Water Point,1,Borehole,No,N/A,Yes,No,Health,Yes,Health,Low,Yes,Feb,2024,573810
990,GBV-UG-10650,Northern,Mbale,Host Community,None,Female,10,0-17,Married,Defilement,Intimate Partner,Home,1,Borehole,No,N/A,Yes,Yes,Legal,Yes,Police,High,Yes,Feb,2024,739376
991,GBV-UG-10651,Central,Mbale,Host Community,Primary,Male,9,0-17,Single,Defilement,Intimate Partner,Home,1,Borehole,No,N/A,Yes,No,Legal,Yes,Police,Medium,No,Feb,2024,730804
992,GBV-UG-10652,Eastern,Mbarara,Host Community,Secondary,Male,40,18-35,Single,Sexual Assault,Intimate Partner,School,1,Borehole,No,N/A,No,No,Legal,No,Police,Low,Yes,Mar,2024,708261
993,GBV-UG-10653,Central,Mbale,Host Community,None,Female,48,18-35,Married,Early Marriage,Stranger,Field,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Police,High,No,Feb,2024,307392
994,GBV-UG-10654,Western,Mbale,Host Community,Primary,Female,58,18-35,Single,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,Yes,Yes,Psychosocial,No,Police,High,Yes,Mar,2024,87023
995,GBV-UG-10655,West Nile,Gulu,Host Community,Secondary,Female,40,18-35,Married,Early Marriage,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Health,Yes,Police,High,Yes,Mar,2024,261299
996,GBV-UG-10656,Eastern,Gulu,Host Community,Primary,Female,57,18-35,Married,Domestic Violence,Family Member,Water Point,1,Borehole,No,N/A,Yes,Yes,Psychosocial,Yes,Health,Medium,Yes,Jan,2024,56069
