ID,Region,District,Health_Facility,Facility_Level,Disease,ICD10_Code,Age_Group,Gender,Cases_Reported,Deaths,Yield,Education,Water_Source,Irrigation,Crop,Reporting_Week,Reporting_Year,Month,Village_Cases,Stockout_Days,Income_UGX
1059,Eastern,Mbale,Mbale District Hospital,HC III,Anemia,J18,6-12,Female,224,4,224,Secondary,Borehole,No,N/A,14,2024,Jan,18,1,201334
1060,Central,Wakiso,Wakiso HC IV,HC III,Malnutrition,J18,60+,Male,153,3,153,None,Borehole,No,N/A,48,2024,Feb,48,0,112242
1061,Northern,Lira,Lira HC IV,HC III,Malnutrition,J18,20-35,Male,63,1,63,Primary,Borehole,No,N/A,17,2024,Feb,25,4,138195
1062,Central,Mukono,Mukono HC III,HC III,Hypertension,J18,20-35,Female,7,0,7,Secondary,Tap,No,N/A,24,2024,Jan,24,0,530014
1063,Central,Mukono,Mukono District Hospital,HC II,Hypertension,J18,20-35,Female,195,3,195,Secondary,Tap,No,N/A,43,2024,Jan,22,9,188227
1064,Northern,Arua,Arua HC IV,HC III,Hypertension,J18,20-35,Female,108,2,108,Primary,Borehole,No,N/A,16,2024,Jan,8,3,246566
1065,Eastern,Jinja,Jinja District Hospital,HC IV,Diabetes,J18,0-5,Male,168,3,168,Secondary,Borehole,No,N/A,12,2024,Mar,42,3,122155
1066,Northern,Arua,Arua HC IV,HC III,TB,J18,0-5,Male,161,3,161,Secondary,Tap,No,N/A,15,2024,Jan,1,12,502633
1067,Northern,Lira,Lira District Hospital,HC IV,TB,J18,0-5,Female,101,2,101,None,Borehole,No,N/A,14,2024,Jan,22,4,420776
1068,Central,Mukono,Mukono District Hospital,HC II,HIV/AIDS,J18,20-35,Female,48,0,48,None,Borehole,No,N/A,32,2024,Feb,40,4,709779
1069,Western,Kabale,Kabale HC III,HC II,TB,J18,20-35,Male,224,4,224,Primary,Borehole,No,N/A,47,2024,Feb,31,0,500968
1070,Northern,Arua,Arua HC IV,HC IV,Hypertension,J18,60+,Male,242,4,242,Primary,Tap,No,N/A,51,2024,Mar,24,5,538056
1071,Central,Wakiso,Wakiso District Hospital,HC III,Malnutrition,J18,60+,Female,75,1,75,Secondary,Borehole,No,N/A,50,2024,Jan,17,5,494190
1072,Northern,Arua,Arua HC III,HC IV,Pneumonia,J18,0-5,Male,27,0,27,Secondary,Borehole,No,N/A,28,2024,Jan,12,9,255364
1073,Eastern,Mbale,Mbale District Hospital,HC II,Malaria,B54,60+,Female,147,2,147,Primary,Tap,No,N/A,42,2024,Jan,38,7,57182
1074,Eastern,Mbale,Mbale HC III,HC III,Maternal Complications,J18,0-5,Female,59,1,59,None,Tap,No,N/A,19,2024,Mar,11,7,711144
1075,Northern,Arua,Arua District Hospital,HC III,Anemia,J18,20-35,Male,150,3,150,Primary,Tap,No,N/A,30,2024,Mar,10,0,260761
1076,Central,Mukono,Mukono HC IV,HC IV,Pneumonia,J18,6-12,Female,188,3,188,Secondary,Borehole,No,N/A,23,2024,Mar,32,13,199117
1077,Central,Wakiso,Wakiso HC IV,HC III,Diabetes,J18,6-12,Female,206,4,206,None,Tap,No,N/A,47,2024,Mar,35,12,177391
1078,Western,Mbarara,Mbarara District Hospital,HC III,Hypertension,J18,6-12,Female,244,4,244,None,Tap,No,N/A,4,2024,Jan,36,7,275283
1079,Eastern,Tororo,Tororo HC III,HC IV,HIV/AIDS,J18,20-35,Female,226,4,226,Primary,Tap,No,N/A,35,2024,Jan,37,10,751147
1080,Western,Mbarara,Mbarara HC IV,HC III,HIV/AIDS,J18,20-35,Male,57,1,57,Primary,Borehole,No,N/A,26,2024,Feb,24,2,486598
1081,Eastern,Tororo,Tororo HC III,HC IV,Maternal Complications,J18,60+,Male,155,3,155,Secondary,Borehole,No,N/A,9,2024,Mar,9,2,7755
1082,Eastern,Mbale,Mbale HC IV,HC IV,Pneumonia,J18,20-35,Male,116,2,116,Secondary,Tap,No,N/A,40,2024,Mar,24,7,56014
1083,Central,Kampala,Kampala HC IV,HC III,Pneumonia,J18,60+,Female,174,3,174,Secondary,Borehole,No,N/A,27,2024,Jan,8,13,423035
1084,Northern,Gulu,Gulu District Hospital,HC II,HIV/AIDS,J18,60+,Male,92,1,92,Primary,Borehole,No,N/A,9,2024,Feb,33,12,5745
1085,Central,Wakiso,Wakiso HC III,HC IV,Malaria,B54,6-12,Female,180,3,180,Secondary,Tap,No,N/A,40,2024,Jan,37,3,640548
1086,Central,Mukono,Mukono District Hospital,HC II,Diarrhea,J18,20-35,Male,208,4,208,None,Borehole,No,N/A,30,2024,Jan,39,12,249924
1087,Northern,Lira,Lira HC III,HC IV,Malaria,B54,6-12,Male,250,5,250,Secondary,Tap,No,N/A,21,2024,Feb,20,12,159942
1088,Eastern,Mbale,Mbale HC III,HC IV,TB,J18,0-5,Male,160,3,160,Secondary,Tap,No,N/A,7,2024,Feb,42,13,559853
1089,Eastern,Mbale,Mbale District Hospital,HC IV,Malnutrition,J18,20-35,Female,204,4,204,None,Borehole,No,N/A,13,2024,Feb,1,0,407458
1090,Western,Mbarara,Mbarara HC IV,HC II,Hypertension,J18,0-5,Male,114,2,114,Secondary,Borehole,No,N/A,20,2024,Feb,1,3,566860
1091,Northern,Lira,Lira District Hospital,HC III,Maternal Complications,J18,6-12,Female,58,1,58,Secondary,Borehole,No,N/A,27,2024,Jan,6,12,399303
1092,Western,Mbarara,Mbarara HC IV,HC II,Diabetes,J18,60+,Female,40,0,40,Secondary,Tap,No,N/A,37,2024,Mar,8,1,164026
1093,Western,Fort Portal,Fort Portal District Hospital,HC IV,Hypertension,J18,0-5,Male,176,3,176,Secondary,Tap,No,N/A,12,2024,Feb,49,0,553657
1094,Western,Fort Portal,Fort Portal HC IV,HC III,HIV/AIDS,J18,60+,Male,125,2,125,Secondary,Borehole,No,N/A,44,2024,Mar,36,13,201287
1095,Central,Mukono,Mukono HC IV,HC III,Pneumonia,J18,20-35,Male,227,4,227,Secondary,Tap,No,N/A,51,2024,Mar,40,8,283623
1096,Western,Fort Portal,Fort Portal HC III,HC IV,Maternal Complications,J18,6-12,Female,138,2,138,None,Borehole,No,N/A,31,2024,Feb,29,10,258185
1097,Central,Wakiso,Wakiso HC III,HC IV,HIV/AIDS,J18,20-35,Female,8,0,8,Primary,Borehole,No,N/A,34,2024,Feb,45,13,554760
1098,Northern,Arua,Arua HC III,HC III,Malnutrition,J18,6-12,Male,99,1,99,Primary,Borehole,No,N/A,19,2024,Jan,12,6,314289
1099,Northern,Lira,Lira HC IV,HC II,Malaria,B54,60+,Female,369,7,369,Secondary,Borehole,No,N/A,33,2024,Mar,15,5,677905
1100,Northern,Gulu,Gulu HC IV,HC III,Malnutrition,J18,20-35,Female,149,2,149,Primary,Tap,No,N/A,49,2024,Feb,10,1,694458
1101,Northern,Lira,Lira District Hospital,HC IV,TB,J18,6-12,Female,109,2,109,Secondary,Borehole,No,N/A,20,2024,Feb,22,5,95424
1102,Central,Mukono,Mukono District Hospital,HC IV,Maternal Complications,J18,6-12,Female,129,2,129,None,Borehole,No,N/A,12,2024,Mar,2,12,575214
1103,Western,Kabale,Kabale HC IV,HC IV,Hypertension,J18,20-35,Male,118,2,118,None,Borehole,No,N/A,38,2024,Feb,45,9,357707
1104,Northern,Arua,Arua District Hospital,HC IV,Diarrhea,J18,0-5,Male,59,1,59,None,Borehole,No,N/A,15,2024,Jan,23,8,145223
1105,Northern,Gulu,Gulu HC III,HC II,Diarrhea,J18,60+,Male,148,2,148,Secondary,Borehole,No,N/A,31,2024,Feb,28,13,252173
1106,Northern,Arua,Arua HC III,HC II,Diarrhea,J18,0-5,Male,127,2,127,None,Tap,No,N/A,13,2024,Jan,7,6,299002
1107,Eastern,Mbale,Mbale District Hospital,HC IV,Hypertension,J18,0-5,Male,11,0,11,None,Tap,No,N/A,5,2024,Mar,3,9,534046
1108,Western,Kabale,Kabale HC IV,HC IV,Malnutrition,J18,0-5,Male,207,4,207,None,Tap,No,N/A,35,2024,Feb,41,14,375033
1109,Central,Wakiso,Wakiso HC III,HC II,HIV/AIDS,J18,60+,Female,109,2,109,None,Borehole,No,N/A,10,2024,Mar,45,2,304705
1110,Western,Fort Portal,Fort Portal HC III,HC II,Malaria,B54,0-5,Female,96,1,96,None,Tap,No,N/A,32,2024,Jan,7,12,572493
1111,Eastern,Mbale,Mbale HC IV,HC IV,TB,J18,60+,Female,151,3,151,None,Borehole,No,N/A,36,2024,Jan,26,3,309462
1112,Central,Mukono,Mukono HC III,HC II,Anemia,J18,0-5,Female,47,0,47,None,Borehole,No,N/A,12,2024,Feb,3,2,737175
1113,Northern,Gulu,Gulu HC III,HC II,Malaria,B54,60+,Male,223,4,223,None,Borehole,No,N/A,22,2024,Jan,43,0,634254
1114,Eastern,Jinja,Jinja District Hospital,HC II,Malnutrition,J18,0-5,Female,192,3,192,None,Tap,No,N/A,42,2024,Jan,14,10,769062
1115,Eastern,Jinja,Jinja HC IV,HC IV,TB,J18,6-12,Female,19,0,19,None,Tap,No,N/A,31,2024,Jan,15,7,644036
1116,Western,Fort Portal,Fort Portal HC IV,HC IV,Malaria,B54,20-35,Female,51,1,51,None,Tap,No,N/A,22,2024,Feb,26,8,392611
1117,Western,Mbarara,Mbarara HC IV,HC IV,Malnutrition,J18,20-35,Female,213,4,213,Secondary,Tap,No,N/A,21,2024,Mar,2,1,39725
1118,Eastern,Mbale,Mbale HC IV,HC III,Maternal Complications,J18,20-35,Female,200,4,200,None,Tap,No,N/A,23,2024,Feb,2,1,420440
1119,Central,Wakiso,Wakiso HC IV,HC II,Diarrhea,J18,20-35,Female,46,0,46,None,Borehole,No,N/A,49,2024,Jan,22,10,5240
1120,Eastern,Tororo,Tororo District Hospital,HC II,Malnutrition,J18,60+,Female,134,2,134,Secondary,Borehole,No,N/A,12,2024,Jan,6,14,382408
1121,Eastern,Tororo,Tororo HC III,HC II,TB,J18,60+,Female,60,1,60,Primary,Tap,No,N/A,50,2024,Feb,1,14,342318
1122,Western,Mbarara,Mbarara District Hospital,HC III,Maternal Complications,J18,60+,Male,57,1,57,Secondary,Tap,No,N/A,42,2024,Jan,33,10,543643
1123,Western,Mbarara,Mbarara HC III,HC IV,Anemia,J18,0-5,Male,215,4,215,None,Borehole,No,N/A,43,2024,Feb,32,2,120396
1124,Eastern,Tororo,Tororo HC IV,HC III,Anemia,J18,60+,Female,172,3,172,Secondary,Tap,No,N/A,24,2024,Jan,11,14,285840
1125,Northern,Lira,Lira District Hospital,HC II,Diarrhea,J18,20-35,Female,105,2,105,Primary,Tap,No,N/A,2,2024,Jan,37,5,383862
1126,Western,Mbarara,Mbarara HC III,HC III,Malnutrition,J18,6-12,Male,121,2,121,None,Borehole,No,N/A,45,2024,Mar,1,1,95558
1127,Western,Kabale,Kabale HC IV,HC II,Hypertension,J18,20-35,Female,111,2,111,None,Borehole,No,N/A,46,2024,Feb,26,6,91137
1128,Central,Wakiso,Wakiso District Hospital,HC III,Malnutrition,J18,60+,Female,227,4,227,Primary,Borehole,No,N/A,28,2024,Feb,28,9,582013
1129,Central,Kampala,Kampala HC III,HC III,Diarrhea,J18,0-5,Female,206,4,206,None,Tap,No,N/A,44,2024,Mar,45,8,426522
1130,Central,Mukono,Mukono District Hospital,HC IV,Pneumonia,J18,0-5,Female,126,2,126,Secondary,Borehole,No,N/A,3,2024,Feb,16,7,363607
1131,Western,Fort Portal,Fort Portal District Hospital,HC IV,TB,J18,20-35,Male,76,1,76,None,Tap,No,N/A,30,2024,Feb,4,7,40364
1132,Central,Wakiso,Wakiso District Hospital,HC III,Hypertension,J18,0-5,Female,152,3,152,Secondary,Tap,No,N/A,22,2024,Mar,29,3,794996
1133,Central,Wakiso,Wakiso District Hospital,HC III,Malnutrition,J18,60+,Male,89,1,89,Secondary,Borehole,No,N/A,27,2024,Mar,21,3,334218
1134,Central,Mukono,Mukono HC III,HC III,Anemia,J18,6-12,Female,93,1,93,None,Tap,No,N/A,45,2024,Feb,22,10,26431
1135,Northern,Lira,Lira HC III,HC IV,Anemia,J18,20-35,Female,164,3,164,Secondary,Tap,No,N/A,6,2024,Feb,46,11,413714
1136,Western,Mbarara,Mbarara HC IV,HC IV,Pneumonia,J18,60+,Male,158,3,158,None,Borehole,No,N/A,2,2024,Feb,14,11,693848
1137,Northern,Lira,Lira District Hospital,HC III,HIV/AIDS,J18,20-35,Female,80,1,80,Primary,Borehole,No,N/A,4,2024,Feb,14,7,226945
1138,Western,Kabale,Kabale District Hospital,HC III,Anemia,J18,6-12,Male,24,0,24,Secondary,Borehole,No,N/A,36,2024,Feb,47,9,610723
1139,Northern,Arua,Arua District Hospital,HC II,Maternal Complications,J18,0-5,Male,168,3,168,Secondary,Tap,No,N/A,30,2024,Jan,17,4,35644
1140,Central,Wakiso,Wakiso District Hospital,HC II,TB,J18,20-35,Male,79,1,79,None,Tap,No,N/A,12,2024,Jan,44,6,612829
1141,Northern,Arua,Arua HC IV,HC II,Malaria,B54,20-35,Male,327,6,327,Primary,Borehole,No,N/A,22,2024,Jan,44,9,477188
1142,Northern,Lira,Lira HC IV,HC II,Diarrhea,J18,0-5,Male,155,3,155,None,Tap,No,N/A,35,2024,Jan,6,13,218355
1143,Western,Fort Portal,Fort Portal HC III,HC II,Malaria,B54,0-5,Female,113,2,113,Primary,Borehole,No,N/A,18,2024,Feb,28,8,38081
1144,Western,Fort Portal,Fort Portal District Hospital,HC IV,Hypertension,J18,6-12,Female,12,0,12,Primary,Borehole,No,N/A,33,2024,Jan,43,8,745542
1145,Central,Mukono,Mukono HC IV,HC II,Anemia,J18,0-5,Female,129,2,129,Primary,Borehole,No,N/A,49,2024,Jan,5,1,267361
1146,Eastern,Mbale,Mbale HC IV,HC II,Hypertension,J18,20-35,Male,72,1,72,Primary,Tap,No,N/A,19,2024,Mar,36,11,496460
1147,Central,Mukono,Mukono District Hospital,HC IV,Pneumonia,J18,60+,Female,228,4,228,Secondary,Tap,No,N/A,5,2024,Feb,30,14,657473
1148,Eastern,Tororo,Tororo HC III,HC III,Hypertension,J18,0-5,Male,76,1,76,Secondary,Borehole,No,N/A,26,2024,Feb,42,9,180816
1149,Western,Mbarara,Mbarara District Hospital,HC IV,HIV/AIDS,J18,6-12,Male,89,1,89,Secondary,Borehole,No,N/A,3,2024,Feb,6,11,622184
1150,Northern,Arua,Arua HC III,HC II,Diarrhea,J18,20-35,Female,242,4,242,Secondary,Borehole,No,N/A,32,2024,Jan,29,13,41570
1151,Western,Mbarara,Mbarara HC IV,HC III,Maternal Complications,J18,6-12,Female,95,1,95,None,Tap,No,N/A,3,2024,Jan,2,3,282999
1152,Western,Mbarara,Mbarara HC IV,HC II,Hypertension,J18,6-12,Male,71,1,71,Primary,Borehole,No,N/A,24,2024,Feb,20,4,39380
1153,Northern,Arua,Arua HC III,HC IV,Diabetes,J18,60+,Female,65,1,65,None,Tap,No,N/A,12,2024,Feb,39,14,764931
1154,Eastern,Jinja,Jinja HC IV,HC II,Anemia,J18,0-5,Male,216,4,216,None,Tap,No,N/A,48,2024,Jan,30,1,89795
1155,Eastern,Tororo,Tororo HC IV,HC II,TB,J18,6-12,Female,160,3,160,None,Tap,No,N/A,51,2024,Jan,24,7,353887
1156,Eastern,Jinja,Jinja HC IV,HC IV,Hypertension,J18,20-35,Male,111,2,111,None,Tap,No,N/A,20,2024,Mar,5,2,622706
1157,Eastern,Tororo,Tororo HC IV,HC IV,Malaria,B54,20-35,Male,176,3,176,None,Tap,No,N/A,40,2024,Jan,44,5,147263
1158,Northern,Gulu,Gulu HC III,HC III,HIV/AIDS,J18,6-12,Female,44,0,44,Secondary,Tap,No,N/A,43,2024,Mar,36,0,798684
1159,Western,Fort Portal,Fort Portal HC IV,HC IV,Maternal Complications,J18,6-12,Female,142,2,142,Primary,Tap,No,N/A,26,2024,Mar,48,2,249514
1160,Northern,Gulu,Gulu HC IV,HC II,TB,J18,20-35,Male,154,3,154,Secondary,Tap,No,N/A,48,2024,Jan,20,6,243292
1161,Northern,Lira,Lira HC IV,HC III,Diarrhea,J18,60+,Male,55,1,55,Primary,Tap,No,N/A,42,2024,Mar,33,0,142027
1162,Eastern,Mbale,Mbale District Hospital,HC IV,HIV/AIDS,J18,6-12,Male,60,1,60,Primary,Borehole,No,N/A,40,2024,Jan,16,6,672956
1163,Central,Kampala,Kampala HC III,HC II,Diabetes,J18,60+,Male,107,2,107,None,Tap,No,N/A,29,2024,Jan,44,10,476777
1164,Eastern,Mbale,Mbale HC III,HC III,Pneumonia,J18,60+,Male,134,2,134,None,Borehole,No,N/A,52,2024,Feb,3,11,165159
1165,Eastern,Mbale,Mbale HC III,HC III,Anemia,J18,6-12,Male,42,0,42,Primary,Tap,No,N/A,27,2024,Jan,16,11,329049
1166,Eastern,Tororo,Tororo HC III,HC III,Diabetes,J18,60+,Male,164,3,164,Primary,Tap,No,N/A,50,2024,Jan,6,3,557695
1167,Eastern,Tororo,Tororo HC IV,HC IV,Malaria,B54,6-12,Male,347,6,347,None,Tap,No,N/A,27,2024,Feb,9,5,259244
1168,Western,Fort Portal,Fort Portal District Hospital,HC III,HIV/AIDS,J18,6-12,Male,20,0,20,None,Tap,No,N/A,5,2024,Mar,1,8,622343
1169,Central,Kampala,Kampala HC IV,HC III,Malaria,B54,20-35,Male,81,1,81,Primary,Tap,No,N/A,17,2024,Mar,12,14,312981
1170,Northern,Lira,Lira HC IV,HC IV,Anemia,J18,60+,Female,60,1,60,None,Tap,No,N/A,1,2024,Jan,16,5,748825
1171,Northern,Lira,Lira District Hospital,HC IV,TB,J18,60+,Male,27,0,27,Secondary,Tap,No,N/A,48,2024,Feb,7,1,545851
1172,Northern,Gulu,Gulu District Hospital,HC IV,HIV/AIDS,J18,6-12,Female,7,0,7,Secondary,Borehole,No,N/A,37,2024,Mar,23,10,729039
1173,Central,Wakiso,Wakiso HC III,HC IV,Malaria,B54,6-12,Female,93,1,93,Primary,Tap,No,N/A,30,2024,Mar,4,12,371522
1174,Northern,Lira,Lira HC IV,HC IV,Diabetes,J18,0-5,Female,97,1,97,None,Tap,No,N/A,15,2024,Feb,17,13,727627
1175,Northern,Lira,Lira District Hospital,HC II,Diabetes,J18,60+,Male,6,0,6,Primary,Borehole,No,N/A,33,2024,Jan,6,5,765617
1176,Eastern,Tororo,Tororo HC IV,HC II,Malnutrition,J18,20-35,Female,103,2,103,Secondary,Borehole,No,N/A,43,2024,Feb,11,6,269410
1177,Western,Kabale,Kabale District Hospital,HC III,HIV/AIDS,J18,20-35,Male,226,4,226,None,Borehole,No,N/A,31,2024,Mar,14,11,723090
1178,Western,Kabale,Kabale HC IV,HC IV,Hypertension,J18,0-5,Female,66,1,66,None,Borehole,No,N/A,52,2024,Jan,12,5,548194
1179,Western,Kabale,Kabale HC III,HC II,Malaria,B54,0-5,Male,193,3,193,Primary,Borehole,No,N/A,22,2024,Mar,25,4,673828
1180,Central,Wakiso,Wakiso HC III,HC III,Anemia,J18,60+,Male,205,4,205,Primary,Tap,No,N/A,46,2024,Mar,39,4,443926
1181,Central,Mukono,Mukono HC IV,HC II,Diarrhea,J18,0-5,Female,161,3,161,Primary,Borehole,No,N/A,38,2024,Feb,42,3,335337
1182,Eastern,Jinja,Jinja HC IV,HC IV,Anemia,J18,20-35,Male,123,2,123,Secondary,Borehole,No,N/A,42,2024,Feb,1,3,278352
1183,Northern,Gulu,Gulu District Hospital,HC II,Pneumonia,J18,0-5,Male,95,1,95,Primary,Borehole,No,N/A,44,2024,Feb,26,11,222571
1184,Eastern,Jinja,Jinja District Hospital,HC III,Pneumonia,J18,20-35,Male,17,0,17,Primary,Tap,No,N/A,15,2024,Feb,36,11,643749
1185,Eastern,Jinja,Jinja HC III,HC IV,Anemia,J18,0-5,Male,8,0,8,None,Tap,No,N/A,21,2024,Mar,25,6,727512
1186,Central,Wakiso,Wakiso HC III,HC III,Diarrhea,J18,20-35,Female,87,1,87,Secondary,Tap,No,N/A,47,2024,Mar,42,4,90445
1187,Western,Mbarara,Mbarara HC IV,HC III,Maternal Complications,J18,60+,Female,12,0,12,None,Borehole,No,N/A,16,2024,Feb,26,9,680169
1188,Central,Mukono,Mukono District Hospital,HC III,Malaria,B54,60+,Female,168,3,168,None,Borehole,No,N/A,26,2024,Jan,42,0,548522
1189,Central,Wakiso,Wakiso District Hospital,HC IV,TB,J18,20-35,Female,139,2,139,Secondary,Tap,No,N/A,38,2024,Feb,1,10,750105
1190,Northern,Arua,Arua HC III,HC II,Malnutrition,J18,6-12,Male,83,1,83,Secondary,Tap,No,N/A,52,2024,Jan,28,11,627775
1191,Northern,Lira,Lira HC IV,HC IV,Diarrhea,J18,20-35,Male,64,1,64,None,Borehole,No,N/A,30,2024,Mar,14,3,43682
1192,Eastern,Mbale,Mbale HC III,HC II,Malnutrition,J18,0-5,Male,176,3,176,Primary,Tap,No,N/A,42,2024,Mar,1,9,709838
1193,Western,Mbarara,Mbarara HC III,HC II,Pneumonia,J18,6-12,Male,24,0,24,None,Borehole,No,N/A,7,2024,Feb,3,1,131166
1194,Central,Mukono,Mukono HC IV,HC IV,Pneumonia,J18,20-35,Male,198,3,198,Primary,Tap,No,N/A,52,2024,Jan,29,10,66045
1195,Northern,Arua,Arua HC IV,HC III,TB,J18,6-12,Male,77,1,77,None,Borehole,No,N/A,20,2024,Feb,16,5,429397
1196,Northern,Lira,Lira District Hospital,HC IV,Hypertension,J18,60+,Female,27,0,27,Secondary,Borehole,No,N/A,51,2024,Jan,45,2,590265
1197,Northern,Lira,Lira District Hospital,HC II,Pneumonia,J18,60+,Male,138,2,138,Primary,Borehole,No,N/A,7,2024,Mar,21,12,428860
1198,Northern,Gulu,Gulu District Hospital,HC III,HIV/AIDS,J18,0-5,Male,46,0,46,Secondary,Borehole,No,N/A,44,2024,Jan,24,2,241504
1199,Northern,Lira,Lira HC IV,HC IV,HIV/AIDS,J18,20-35,Female,85,1,85,Secondary,Tap,No,N/A,52,2024,Jan,34,7,573748
1200,Central,Mukono,Mukono HC IV,HC III,Hypertension,J18,20-35,Female,211,4,211,Secondary,Borehole,No,N/A,44,2024,Feb,43,5,142874
1201,Northern,Lira,Lira District Hospital,HC III,Diarrhea,J18,0-5,Male,27,0,27,Primary,Tap,No,N/A,36,2024,Jan,37,14,500141
1202,Eastern,Mbale,Mbale HC IV,HC IV,Anemia,J18,6-12,Male,120,2,120,None,Tap,No,N/A,11,2024,Mar,6,5,409211
1203,Central,Mukono,Mukono HC III,HC IV,Maternal Complications,J18,60+,Male,109,2,109,None,Borehole,No,N/A,16,2024,Feb,15,10,92383
1204,Northern,Arua,Arua HC III,HC III,Malnutrition,J18,20-35,Female,87,1,87,Secondary,Tap,No,N/A,3,2024,Mar,36,10,678989
1205,Northern,Gulu,Gulu District Hospital,HC IV,TB,J18,20-35,Female,39,0,39,Primary,Borehole,No,N/A,47,2024,Jan,30,6,458343
1206,Northern,Lira,Lira HC IV,HC IV,Malnutrition,J18,0-5,Male,154,3,154,Primary,Borehole,No,N/A,28,2024,Feb,39,11,271051
1207,Northern,Lira,Lira District Hospital,HC IV,Malaria,B54,60+,Male,358,7,358,Primary,Borehole,No,N/A,3,2024,Mar,18,0,110149
1208,Northern,Gulu,Gulu HC III,HC III,Malnutrition,J18,60+,Male,16,0,16,Secondary,Borehole,No,N/A,32,2024,Feb,13,5,461021
1209,Northern,Lira,Lira HC III,HC II,Maternal Complications,J18,0-5,Male,129,2,129,Primary,Tap,No,N/A,17,2024,Feb,14,9,35785
1210,Western,Mbarara,Mbarara District Hospital,HC III,Anemia,J18,20-35,Male,151,3,151,Primary,Borehole,No,N/A,22,2024,Mar,44,4,651861
1211,Central,Kampala,Kampala HC III,HC II,Pneumonia,J18,6-12,Male,121,2,121,Secondary,Tap,No,N/A,1,2024,Mar,37,9,307131
1212,Northern,Gulu,Gulu HC IV,HC IV,Diabetes,J18,60+,Female,42,0,42,Primary,Tap,No,N/A,19,2024,Mar,48,0,174408
1213,Eastern,Mbale,Mbale HC III,HC IV,HIV/AIDS,J18,20-35,Male,61,1,61,Secondary,Tap,No,N/A,8,2024,Feb,38,12,721929
1214,Central,Wakiso,Wakiso HC III,HC III,TB,J18,20-35,Female,86,1,86,Secondary,Tap,No,N/A,42,2024,Mar,1,5,605303
1215,Northern,Lira,Lira District Hospital,HC IV,Diarrhea,J18,60+,Male,96,1,96,Primary,Tap,No,N/A,5,2024,Feb,48,5,677470
1216,Northern,Gulu,Gulu HC IV,HC IV,Diabetes,J18,20-35,Male,48,0,48,Primary,Borehole,No,N/A,20,2024,Mar,40,12,290863
1217,Eastern,Tororo,Tororo HC III,HC II,Maternal Complications,J18,6-12,Female,28,0,28,None,Borehole,No,N/A,3,2024,Feb,8,4,643344
1218,Eastern,Mbale,Mbale HC IV,HC IV,Pneumonia,J18,0-5,Female,104,2,104,Primary,Tap,No,N/A,39,2024,Feb,47,7,207028
1219,Eastern,Jinja,Jinja HC IV,HC III,Malaria,B54,20-35,Female,37,0,37,Primary,Tap,No,N/A,3,2024,Jan,48,13,549607
1220,Central,Wakiso,Wakiso District Hospital,HC II,HIV/AIDS,J18,0-5,Female,48,0,48,Primary,Borehole,No,N/A,52,2024,Feb,15,6,505782
1221,Northern,Gulu,Gulu District Hospital,HC II,Maternal Complications,J18,20-35,Female,204,4,204,Secondary,Tap,No,N/A,41,2024,Jan,42,0,365845
1222,Eastern,Mbale,Mbale District Hospital,HC III,Maternal Complications,J18,20-35,Male,106,2,106,None,Tap,No,N/A,18,2024,Jan,28,12,733896
1223,Northern,Gulu,Gulu HC IV,HC IV,Hypertension,J18,0-5,Female,196,3,196,Secondary,Borehole,No,N/A,6,2024,Mar,19,9,489537
1224,Eastern,Tororo,Tororo HC IV,HC III,Malnutrition,J18,6-12,Female,223,4,223,None,Tap,No,N/A,44,2024,Jan,31,14,349834
1225,Western,Kabale,Kabale HC III,HC II,Pneumonia,J18,6-12,Male,87,1,87,None,Borehole,No,N/A,36,2024,Jan,20,8,394648
1226,Northern,Arua,Arua District Hospital,HC II,Hypertension,J18,6-12,Female,192,3,192,None,Borehole,No,N/A,44,2024,Mar,42,1,104105
1227,Northern,Gulu,Gulu District Hospital,HC II,Pneumonia,J18,60+,Female,160,3,160,Secondary,Tap,No,N/A,7,2024,Jan,10,7,275516
1228,Northern,Lira,Lira HC III,HC IV,Hypertension,J18,0-5,Male,48,0,48,Primary,Borehole,No,N/A,10,2024,Jan,21,3,290650
1229,Central,Kampala,Kampala HC IV,HC IV,HIV/AIDS,J18,20-35,Female,78,1,78,Secondary,Borehole,No,N/A,47,2024,Feb,5,11,573689
1230,Northern,Arua,Arua HC III,HC II,HIV/AIDS,J18,0-5,Male,52,1,52,Secondary,Tap,No,N/A,40,2024,Feb,10,1,300032
1231,Central,Wakiso,Wakiso HC III,HC IV,Malaria,B54,60+,Female,125,2,125,Primary,Tap,No,N/A,48,2024,Jan,29,4,636343
1232,Northern,Lira,Lira HC III,HC II,Malnutrition,J18,60+,Female,185,3,185,Secondary,Borehole,No,N/A,20,2024,Feb,38,6,675385
1233,Eastern,Jinja,Jinja HC IV,HC III,HIV/AIDS,J18,20-35,Female,97,1,97,None,Borehole,No,N/A,16,2024,Feb,5,8,426255
1234,Northern,Gulu,Gulu HC III,HC II,TB,J18,60+,Male,232,4,232,None,Tap,No,N/A,3,2024,Mar,10,0,772301
1235,Western,Mbarara,Mbarara District Hospital,HC II,TB,J18,0-5,Female,213,4,213,None,Tap,No,N/A,11,2024,Jan,8,10,647485
1236,Western,Kabale,Kabale HC IV,HC II,Malaria,B54,6-12,Male,219,4,219,Primary,Tap,No,N/A,40,2024,Jan,41,14,268954
1237,Central,Wakiso,Wakiso HC III,HC II,Hypertension,J18,0-5,Female,57,1,57,Secondary,Tap,No,N/A,41,2024,Mar,45,2,555849
