ID,Region,Sub_Region,District,Education,Crop,Yield,Water_Source,Irrigation,Area_Planted_Ha,Production_MT,Crop_Purpose,Fertilizer_Use,Improved_Seed,Gender_HH_Head,Farm_Size_Acres,Income_UGX
1140,Northern,Acholi,Kitgum,None,Groundnuts,4.04,Rain,No,5.15,20.81,Mainly own with some sale,Yes,No,Male,12.7,2916394
1141,Central,Buganda North,Nakaseke,Secondary,Groundnuts,0.84,River,No,3.73,3.13,Own consumption only,No,No,Male,9.2,1760520
1142,Central,Buganda South,Wakiso,None,Sweet Potatoes,2.39,Rain,Yes,4.13,9.87,Mainly own with some sale,Yes,No,Male,10.2,1508293
1143,Northern,Karamoja,Kotido,None,Groundnuts,6.45,Rain,No,4.87,31.41,Mainly own with some sale,Yes,Yes,Female,12.0,2255777
1144,Western,Bunyoro,Hoima,Primary,Sorghum,1.01,Rain,No,2.2,2.22,Own consumption only,No,Yes,Male,5.4,1660902
1145,Western,Kigezi,Kabale,Primary,Rice,5.84,River,No,2.01,11.74,Mainly own with some sale,Yes,No,Male,5.0,1928727
1146,Eastern,Busoga,Iganga,Primary,Millet,2.66,Rain,No,2.79,7.42,Own consumption only,No,Yes,Male,6.9,1685834
1147,Central,Buganda South,Masaka,Primary,Cassava,1.31,River,No,1.28,1.68,Own consumption only,No,Yes,Female,3.2,3429692
1148,Eastern,Teso,Kumi,Secondary,Coffee,7.14,River,No,2.22,15.85,Own consumption only,Yes,No,Male,5.5,2374344
1149,Eastern,Elgon,Kapchorwa,University,Beans,4.35,Rain,No,2.12,9.22,Own consumption only,No,No,Male,5.2,1372493
1150,Eastern,Teso,Soroti,Primary,Matooke,2.62,River,No,5.2,13.62,Mainly own with some sale,No,Yes,Male,12.8,2652656
1151,Central,Buganda North,Luwero,Primary,Sweet Potatoes,5.07,River,No,3.41,17.29,Own consumption only,Yes,Yes,Male,8.4,1968222
1152,Western,Tooro,Kabarole,None,Matooke,6.04,Rain,No,3.46,20.9,Own consumption only,Yes,Yes,Female,8.5,2648002
1153,Northern,Lango,Lira,Primary,Sweet Potatoes,4.24,Borehole,No,0.92,3.9,Mainly own with some sale,Yes,No,Male,2.3,2814119
1154,Eastern,Teso,Kumi,Primary,Beans,2.89,Borehole,No,2.33,6.73,Mainly own with some sale,No,No,Male,5.8,3271192
1155,Eastern,Elgon,Kapchorwa,None,Matooke,4.0,River,No,4.93,19.72,Mainly own with some sale,No,No,Male,12.2,458697
1156,Northern,Acholi,Gulu,Secondary,Beans,4.19,Borehole,No,2.92,12.23,Mainly own with some sale,No,Yes,Male,7.2,178834
1157,Central,Buganda South,Wakiso,Secondary,Sweet Potatoes,3.63,Borehole,No,3.95,14.34,Own consumption only,No,Yes,Male,9.8,2576934
1158,Eastern,Busoga,Jinja,Primary,Sweet Potatoes,0.6,Borehole,No,4.46,2.68,Own consumption only,No,Yes,Male,11.0,234106
1159,Central,Buganda North,Luwero,Primary,Rice,4.99,Borehole,No,2.49,12.43,Own consumption only,No,No,Male,6.2,828283
1160,Western,Bunyoro,Masindi,Secondary,Beans,6.79,Borehole,No,0.62,4.21,Mainly own with some sale,Yes,No,Female,1.5,3138740
1161,Eastern,Busoga,Iganga,Primary,Coffee,2.63,Borehole,No,3.36,8.84,Own consumption only,No,Yes,Male,8.3,1151622
1162,Western,Kigezi,Kabale,Primary,Rice,1.75,Borehole,No,3.63,6.35,Mainly own with some sale,No,Yes,Male,9.0,2189246
1163,Eastern,Elgon,Kapchorwa,Secondary,Cassava,6.0,River,No,4.36,26.16,Mainly own with some sale,Yes,No,Male,10.8,462051
1164,Eastern,Busoga,Jinja,None,Rice,4.43,Borehole,Yes,2.68,11.87,Own consumption only,No,Yes,Male,6.6,1751794
1165,Northern,Lango,Lira,University,Millet,6.61,Rain,No,0.39,2.58,Own consumption only,No,Yes,Male,1.0,832527
1166,Central,Buganda South,Wakiso,Primary,Sorghum,2.53,Rain,No,2.76,6.98,Mainly own with some sale,No,Yes,Male,6.8,1816561
1167,Western,Ankole,Ntungamo,Primary,Sweet Potatoes,2.18,River,No,0.82,1.79,Mainly own with some sale,No,No,Male,2.0,3145353
1168,Eastern,Elgon,Kapchorwa,Secondary,Beans,2.81,Borehole,No,3.21,9.02,Own consumption only,No,No,Female,7.9,1799379
1169,Central,Buganda North,Nakaseke,Primary,Sorghum,3.07,River,No,2.97,9.12,Mainly own with some sale,No,Yes,Female,7.3,2601603
1170,Western,Kigezi,Rukungiri,Primary,Matooke,1.89,Rain,No,2.38,4.5,Own consumption only,No,Yes,Male,5.9,2761665
1171,Central,Buganda North,Luwero,Secondary,Coffee,1.05,River,No,1.5,1.58,Mainly own with some sale,No,Yes,Female,3.7,1190016
1172,Northern,Acholi,Pader,None,Maize,0.58,River,No,1.62,0.94,Own consumption only,Yes,Yes,Female,4.0,2576357
1173,Northern,Karamoja,Moroto,Secondary,Maize,5.17,Borehole,No,0.8,4.14,Mainly own with some sale,Yes,Yes,Male,2.0,3150102
1174,Eastern,Busoga,Jinja,Primary,Millet,3.29,Rain,No,0.85,2.8,Own consumption only,Yes,No,Male,2.1,1662185
1175,Eastern,Busoga,Iganga,None,Cassava,3.16,Rain,No,2.51,7.93,Mainly own with some sale,No,Yes,Male,6.2,1704473
1176,Western,Tooro,Kabarole,Primary,Matooke,2.79,Rain,No,5.24,14.62,Mainly own with some sale,Yes,Yes,Male,12.9,3446581
1177,Western,Kigezi,Kabale,Primary,Sorghum,1.95,River,No,1.42,2.77,Own consumption only,Yes,No,Male,3.5,952491
1178,Northern,West Nile,Nebbi,University,Sweet Potatoes,2.01,Borehole,No,0.8,1.61,Own consumption only,No,Yes,Male,2.0,1043155
1179,Western,Ankole,Bushenyi,Primary,Rice,5.02,Rain,No,3.52,17.67,Mainly own with some sale,Yes,No,Male,8.7,2878338
1180,Western,Bunyoro,Hoima,Secondary,Cassava,2.3,Rain,No,3.01,6.92,Own consumption only,No,No,Male,7.4,242889
1181,Northern,Karamoja,Moroto,Primary,Sorghum,1.91,Rain,No,4.8,9.17,Mainly own with some sale,No,No,Male,11.9,3326259
1182,Western,Tooro,Kabarole,Secondary,Rice,4.02,Rain,No,5.31,21.35,Mainly own with some sale,No,Yes,Male,13.1,924597
1183,Northern,Lango,Lira,Primary,Beans,2.51,Rain,No,5.08,12.75,Own consumption only,No,No,Female,12.6,2667683
1184,Central,Buganda North,Luwero,Secondary,Millet,2.96,Borehole,No,3.97,11.75,Own consumption only,Yes,Yes,Female,9.8,2002637
1185,Eastern,Busoga,Iganga,Primary,Maize,5.86,River,No,0.3,1.76,Own consumption only,Yes,Yes,Male,0.7,434293
1186,Northern,Acholi,Gulu,None,Cassava,5.34,Rain,No,1.45,7.74,Own consumption only,Yes,No,Male,3.6,597095
1187,Eastern,Busoga,Iganga,Primary,Sorghum,2.61,Rain,No,1.28,3.34,Mainly own with some sale,No,No,Male,3.2,1344447
1188,Eastern,Elgon,Kapchorwa,Primary,Sorghum,2.3,Borehole,No,3.79,8.72,Mainly own with some sale,Yes,Yes,Male,9.4,2428745
1189,Northern,West Nile,Arua,Primary,Rice,6.83,Borehole,No,2.51,17.14,Own consumption only,Yes,No,Male,6.2,3116227
1190,Western,Kigezi,Rukungiri,Secondary,Rice,2.46,Rain,No,3.18,7.82,Own consumption only,Yes,Yes,Male,7.9,1402825
1191,Central,Buganda North,Luwero,Primary,Sorghum,7.03,Borehole,No,3.28,23.06,Own consumption only,Yes,Yes,Male,8.1,1170669
1192,Eastern,Bukedi,Busia,None,Coffee,5.77,Rain,No,3.92,22.62,Mainly own with some sale,No,No,Male,9.7,3306366
1193,Eastern,Bukedi,Tororo,University,Matooke,4.91,Borehole,Yes,2.11,10.36,Mainly own with some sale,No,No,Male,5.2,728979
1194,Northern,Acholi,Gulu,University,Sweet Potatoes,1.01,Rain,No,5.48,5.53,Own consumption only,Yes,No,Female,13.5,2556302
1195,Eastern,Teso,Kumi,Primary,Sweet Potatoes,4.42,Borehole,No,1.9,8.4,Mainly own with some sale,No,Yes,Male,4.7,445625
1196,Western,Tooro,Fort Portal,None,Maize,5.42,Rain,No,2.96,16.04,Mainly own with some sale,Yes,No,Female,7.3,2334847
1197,Central,Buganda North,Luwero,None,Rice,4.36,River,No,1.95,8.5,Own consumption only,Yes,No,Male,4.8,1682579
1198,Eastern,Teso,Kumi,Secondary,Coffee,3.89,Rain,No,0.69,2.68,Mainly own with some sale,No,Yes,Male,1.7,1206904
1199,Northern,West Nile,Nebbi,Primary,Sorghum,1.78,River,Yes,3.96,7.05,Mainly own with some sale,Yes,Yes,Male,9.8,971929
1200,Northern,Lango,Apac,University,Cassava,0.5,Borehole,No,1.63,0.81,Own consumption only,No,No,Male,4.0,458710
1201,Northern,Karamoja,Kotido,Secondary,Millet,1.72,Borehole,No,3.89,6.69,Mainly own with some sale,No,Yes,Female,9.6,3223382
1202,Northern,West Nile,Arua,Primary,Beans,3.26,Rain,No,1.14,3.72,Mainly own with some sale,No,Yes,Male,2.8,2458436
1203,Northern,Karamoja,Moroto,Primary,Cassava,1.43,River,Yes,3.25,4.65,Own consumption only,No,Yes,Male,8.0,519478
1204,Western,Ankole,Ntungamo,Secondary,Rice,6.03,Rain,No,3.63,21.89,Mainly own with some sale,Yes,Yes,Female,9.0,3357324
1205,Western,Bunyoro,Masindi,None,Matooke,7.2,River,No,3.0,21.6,Mainly own with some sale,No,No,Male,7.4,3011904
1206,Northern,West Nile,Arua,Primary,Sweet Potatoes,0.73,Borehole,No,2.58,1.88,Mainly own with some sale,No,No,Male,6.4,1329418
1207,Eastern,Elgon,Kapchorwa,Primary,Groundnuts,3.22,Borehole,No,3.25,10.46,Own consumption only,No,Yes,Male,8.0,1154735
1208,Western,Tooro,Fort Portal,Secondary,Groundnuts,0.92,Borehole,No,3.35,3.08,Own consumption only,Yes,No,Male,8.3,1831063
1209,Northern,Lango,Lira,Primary,Rice,5.87,Borehole,No,1.66,9.74,Mainly own with some sale,No,Yes,Female,4.1,977013
1210,Eastern,Busoga,Iganga,Primary,Maize,0.76,Borehole,Yes,2.45,1.86,Own consumption only,Yes,Yes,Male,6.1,605987
1211,Eastern,Teso,Soroti,None,Millet,1.45,River,No,1.89,2.74,Mainly own with some sale,Yes,No,Male,4.7,3046355
1212,Eastern,Elgon,Kapchorwa,Secondary,Sorghum,7.1,Borehole,No,0.82,5.82,Own consumption only,No,No,Female,2.0,2957501
1213,Western,Tooro,Fort Portal,Secondary,Millet,0.45,Rain,No,2.59,1.17,Own consumption only,No,Yes,Male,6.4,2667728
1214,Northern,West Nile,Arua,Secondary,Cassava,2.44,Borehole,No,5.42,13.22,Own consumption only,Yes,Yes,Female,13.4,3326887
1215,Eastern,Elgon,Kapchorwa,University,Groundnuts,1.66,Rain,Yes,4.12,6.84,Own consumption only,No,Yes,Male,10.2,383229
1216,Northern,Lango,Lira,Primary,Coffee,1.0,River,No,5.25,5.25,Mainly own with some sale,No,No,Male,13.0,1026332
1217,Eastern,Elgon,Kapchorwa,Secondary,Millet,4.97,Borehole,Yes,4.02,19.98,Mainly own with some sale,Yes,Yes,Male,9.9,2591239
1218,Central,Buganda South,Wakiso,Secondary,Sweet Potatoes,5.58,River,Yes,4.02,22.43,Mainly own with some sale,No,Yes,Male,9.9,3181796
1219,Western,Tooro,Kabarole,University,Millet,2.28,Rain,No,4.8,10.94,Own consumption only,Yes,No,Male,11.9,1543758
1220,Western,Bunyoro,Hoima,Secondary,Maize,4.89,Rain,No,5.11,24.99,Mainly own with some sale,Yes,Yes,Male,12.6,1492641
1221,Northern,Lango,Lira,None,Sweet Potatoes,5.05,Rain,Yes,3.98,20.1,Mainly own with some sale,Yes,Yes,Male,9.8,2559021
1222,Eastern,Busoga,Iganga,Primary,Groundnuts,3.24,Rain,No,1.03,3.34,Own consumption only,Yes,Yes,Male,2.5,1763798
1223,Eastern,Bukedi,Tororo,Primary,Matooke,3.11,Rain,No,2.27,7.06,Mainly own with some sale,Yes,No,Female,5.6,2827221
1224,Northern,West Nile,Nebbi,Primary,Matooke,4.4,Borehole,No,4.75,20.9,Mainly own with some sale,Yes,No,Female,11.7,2906444
1225,Western,Tooro,Fort Portal,Primary,Rice,0.75,Borehole,No,2.09,1.57,Own consumption only,Yes,Yes,Male,5.2,2585016
1226,Eastern,Bukedi,Tororo,Primary,Rice,5.77,Rain,No,3.82,22.04,Own consumption only,Yes,No,Male,9.4,446437
1227,Northern,West Nile,Arua,University,Sorghum,2.15,Borehole,No,1.72,3.7,Mainly own with some sale,Yes,Yes,Male,4.3,2050057
1228,Western,Ankole,Ntungamo,Primary,Cassava,6.41,Borehole,No,4.27,27.37,Own consumption only,Yes,Yes,Male,10.6,3050690
1229,Eastern,Teso,Soroti,Secondary,Millet,3.08,Rain,No,0.25,0.77,Mainly own with some sale,Yes,Yes,Male,0.6,231588
1230,Western,Kigezi,Rukungiri,Primary,Sorghum,1.37,Borehole,No,4.76,6.52,Mainly own with some sale,Yes,No,Female,11.8,849438
1231,Eastern,Busoga,Iganga,University,Groundnuts,7.15,River,Yes,5.03,35.96,Own consumption only,Yes,Yes,Male,12.4,2991852
1232,Northern,Acholi,Pader,Secondary,Matooke,4.32,River,No,4.68,20.22,Own consumption only,No,No,Male,11.6,1147650
1233,Western,Bunyoro,Hoima,Primary,Coffee,1.83,Borehole,No,3.77,6.9,Own consumption only,No,Yes,Male,9.3,3344990
1234,Western,Kigezi,Kabale,Primary,Sweet Potatoes,3.23,Rain,No,4.58,14.79,Mainly own with some sale,Yes,No,Male,11.3,2351849
1235,Eastern,Teso,Kumi,Primary,Beans,5.6,River,No,3.65,20.44,Mainly own with some sale,No,No,Male,9.0,2203775
1236,Western,Kigezi,Rukungiri,None,Millet,3.29,Borehole,No,4.87,16.02,Mainly own with some sale,Yes,No,Male,12.0,2057798
1237,Eastern,Busoga,Iganga,None,Matooke,0.74,Borehole,No,0.34,0.25,Own consumption only,Yes,No,Male,0.8,968706
1238,Eastern,Teso,Soroti,None,Maize,3.05,River,No,0.99,3.02,Own consumption only,No,No,Male,2.4,1411668
1239,Eastern,Busoga,Iganga,Secondary,Beans,3.25,Borehole,No,1.2,3.9,Mainly own with some sale,Yes,No,Female,3.0,2742491
1240,Eastern,Elgon,Kapchorwa,Primary,Sorghum,4.26,River,No,2.7,11.5,Mainly own with some sale,No,Yes,Female,6.7,1289391
1241,Western,Bunyoro,Masindi,Primary,Beans,5.29,River,No,0.56,2.96,Own consumption only,No,Yes,Female,1.4,327696
1242,Eastern,Teso,Soroti,Secondary,Groundnuts,6.4,Rain,No,3.86,24.7,Mainly own with some sale,Yes,No,Female,9.5,1625378
1243,Northern,Karamoja,Kotido,Primary,Groundnuts,1.77,River,No,3.73,6.6,Mainly own with some sale,No,No,Male,9.2,1014845
1244,Eastern,Teso,Soroti,Primary,Coffee,1.13,Borehole,No,2.57,2.9,Own consumption only,No,Yes,Male,6.4,1332200
1245,Central,Buganda South,Wakiso,None,Beans,3.62,Rain,No,4.23,15.31,Own consumption only,No,No,Female,10.5,688057
1246,Central,Buganda North,Luwero,Primary,Cassava,2.56,Borehole,No,1.42,3.64,Mainly own with some sale,No,Yes,Female,3.5,1568137
1247,Northern,Lango,Lira,Primary,Sweet Potatoes,5.76,Rain,Yes,4.46,25.69,Own consumption only,Yes,Yes,Male,11.0,1344507
1248,Eastern,Busoga,Jinja,Primary,Groundnuts,2.64,River,No,3.94,10.4,Mainly own with some sale,No,No,Male,9.7,2164772
1249,Western,Tooro,Fort Portal,Primary,Coffee,3.42,Borehole,No,2.51,8.58,Mainly own with some sale,No,Yes,Female,6.2,2011791
1250,Western,Bunyoro,Masindi,Primary,Beans,2.76,Borehole,No,3.53,9.74,Mainly own with some sale,Yes,Yes,Male,8.7,2090711
1251,Western,Bunyoro,Masindi,Secondary,Matooke,7.14,River,No,2.75,19.63,Own consumption only,No,No,Male,6.8,2661439
1252,Eastern,Busoga,Jinja,Primary,Matooke,2.69,Rain,No,4.68,12.59,Own consumption only,No,No,Male,11.6,1713159
1253,Western,Bunyoro,Hoima,Secondary,Rice,6.98,Borehole,No,1.8,12.56,Own consumption only,No,No,Male,4.4,1312111
1254,Central,Buganda North,Nakaseke,Secondary,Cassava,5.27,Borehole,No,2.38,12.54,Mainly own with some sale,No,Yes,Male,5.9,1255523
1255,Western,Tooro,Fort Portal,None,Matooke,1.97,River,No,4.72,9.3,Mainly own with some sale,No,No,Male,11.7,3379449
1256,Eastern,Bukedi,Tororo,Secondary,Groundnuts,3.73,Borehole,No,2.99,11.15,Own consumption only,No,No,Male,7.4,2231530
1257,Western,Kigezi,Rukungiri,None,Millet,5.71,Borehole,No,4.63,26.44,Mainly own with some sale,Yes,Yes,Male,11.4,606610
1258,Western,Tooro,Fort Portal,University,Rice,0.98,Borehole,No,1.39,1.36,Own consumption only,No,Yes,Female,3.4,553552
1259,Northern,West Nile,Nebbi,Secondary,Sweet Potatoes,2.76,Borehole,No,3.1,8.56,Mainly own with some sale,No,No,Female,7.7,158798
1260,Eastern,Elgon,Mbale,Primary,Groundnuts,0.37,River,Yes,2.82,1.04,Own consumption only,Yes,No,Male,7.0,2189436
1261,Northern,West Nile,Arua,Primary,Groundnuts,5.51,Rain,No,4.34,23.91,Mainly own with some sale,No,Yes,Male,10.7,1835773
1262,Western,Bunyoro,Hoima,None,Maize,0.88,Rain,No,1.34,1.18,Mainly own with some sale,Yes,Yes,Female,3.3,2937352
1263,Northern,Karamoja,Moroto,Primary,Sweet Potatoes,4.4,Borehole,No,1.03,4.53,Own consumption only,No,Yes,Male,2.5,1980113
1264,Western,Bunyoro,Masindi,Secondary,Groundnuts,4.51,Rain,No,3.74,16.87,Own consumption only,No,No,Male,9.2,1943723
1265,Northern,Karamoja,Kotido,Primary,Coffee,6.71,River,No,4.78,32.07,Own consumption only,No,No,Male,11.8,710591
1266,Northern,West Nile,Arua,Secondary,Matooke,0.34,River,No,4.57,1.55,Own consumption only,No,No,Male,11.3,3482597
1267,Eastern,Teso,Soroti,None,Sweet Potatoes,4.7,Rain,No,1.22,5.73,Own consumption only,Yes,Yes,Male,3.0,3408517
1268,Northern,Lango,Lira,Primary,Matooke,4.98,Rain,No,3.11,15.49,Mainly own with some sale,No,No,Male,7.7,2113399
1269,Eastern,Teso,Kumi,Secondary,Coffee,5.54,River,No,1.59,8.81,Own consumption only,Yes,Yes,Male,3.9,2473964
1270,Central,Buganda South,Masaka,University,Maize,2.34,Rain,No,2.73,6.39,Mainly own with some sale,Yes,No,Male,6.7,1442348
1271,Northern,Acholi,Gulu,Primary,Sweet Potatoes,4.65,Rain,No,2.51,11.67,Own consumption only,Yes,No,Female,6.2,1332864
1272,Northern,Karamoja,Kotido,None,Sorghum,6.61,Rain,No,3.7,24.46,Own consumption only,Yes,No,Male,9.1,2091042
1273,Eastern,Teso,Kumi,Secondary,Beans,2.41,River,No,2.77,6.68,Mainly own with some sale,Yes,Yes,Male,6.8,1219081
1274,Western,Kigezi,Rukungiri,Primary,Beans,6.05,River,No,2.13,12.89,Own consumption only,No,No,Female,5.3,2598285
1275,Eastern,Elgon,Kapchorwa,Primary,Coffee,3.23,River,No,2.48,8.01,Mainly own with some sale,No,No,Female,6.1,3362425
1276,Eastern,Busoga,Iganga,Primary,Maize,6.09,Rain,No,0.79,4.81,Mainly own with some sale,Yes,No,Male,2.0,2829590
1277,Eastern,Bukedi,Busia,Primary,Cassava,5.42,River,No,4.5,24.39,Own consumption only,No,Yes,Male,11.1,1174446
1278,Western,Ankole,Ntungamo,Primary,Groundnuts,3.85,Borehole,No,1.61,6.2,Mainly own with some sale,Yes,Yes,Male,4.0,1879912
1279,Western,Tooro,Kabarole,Secondary,Rice,3.54,Rain,No,1.99,7.04,Own consumption only,No,Yes,Female,4.9,1690850
1280,Eastern,Bukedi,Tororo,Primary,Groundnuts,0.54,Borehole,No,2.21,1.19,Mainly own with some sale,No,Yes,Male,5.5,331142
1281,Western,Bunyoro,Masindi,Primary,Cassava,4.28,River,No,2.2,9.42,Mainly own with some sale,No,No,Male,5.4,3086384
1282,Western,Bunyoro,Hoima,Secondary,Cassava,5.25,Borehole,No,1.38,7.24,Own consumption only,Yes,No,Male,3.4,3431195
1283,Central,Buganda North,Luwero,Secondary,Maize,4.1,Borehole,Yes,3.61,14.8,Own consumption only,No,Yes,Male,8.9,286559
1284,Northern,Lango,Lira,Primary,Millet,6.78,Borehole,No,3.85,26.1,Mainly own with some sale,No,No,Male,9.5,2166950
1285,Western,Ankole,Bushenyi,Primary,Millet,2.78,River,No,4.4,12.23,Mainly own with some sale,No,Yes,Male,10.9,1658797
1286,Northern,Karamoja,Moroto,Primary,Beans,6.06,River,No,0.53,3.21,Mainly own with some sale,Yes,No,Male,1.3,272537
1287,Eastern,Bukedi,Busia,University,Beans,1.96,River,No,1.89,3.7,Mainly own with some sale,Yes,No,Male,4.7,2858521
1288,Northern,Acholi,Gulu,Primary,Cassava,2.7,River,No,3.03,8.18,Mainly own with some sale,No,Yes,Male,7.5,3472899
1289,Central,Buganda North,Nakaseke,Primary,Coffee,4.37,Rain,No,3.09,13.5,Own consumption only,No,No,Male,7.6,2292856
1290,Northern,West Nile,Arua,University,Sweet Potatoes,1.87,Borehole,No,5.46,10.21,Own consumption only,No,No,Female,13.5,1460333
1291,Western,Bunyoro,Masindi,Primary,Maize,5.4,River,Yes,0.69,3.73,Own consumption only,No,No,Female,1.7,2264253
1292,Central,Buganda North,Luwero,Secondary,Coffee,1.42,Borehole,No,2.34,3.32,Own consumption only,No,Yes,Female,5.8,265042
1293,Central,Buganda North,Nakaseke,Primary,Sorghum,2.57,River,No,0.32,0.82,Mainly own with some sale,No,Yes,Male,0.8,1733820
1294,Eastern,Elgon,Mbale,Primary,Sorghum,3.41,Borehole,No,4.56,15.55,Mainly own with some sale,Yes,Yes,Male,11.3,187570
1295,Western,Kigezi,Rukungiri,None,Millet,1.36,River,No,4.43,6.02,Own consumption only,Yes,No,Male,10.9,2951133
1296,Western,Ankole,Mbarara,Primary,Sweet Potatoes,1.6,Borehole,No,2.57,4.11,Mainly own with some sale,Yes,Yes,Female,6.4,2214284
1297,Northern,West Nile,Arua,University,Groundnuts,1.97,River,No,1.93,3.8,Own consumption only,Yes,Yes,Male,4.8,2172862
1298,Eastern,Elgon,Mbale,Primary,Millet,0.61,River,No,4.5,2.75,Mainly own with some sale,No,Yes,Male,11.1,1423871
1299,Eastern,Busoga,Iganga,Primary,Groundnuts,5.89,Rain,No,0.61,3.59,Mainly own with some sale,No,Yes,Male,1.5,691028
1300,Northern,West Nile,Nebbi,Secondary,Matooke,6.14,River,No,0.67,4.11,Mainly own with some sale,Yes,Yes,Male,1.7,1182657
1301,Northern,Acholi,Gulu,Secondary,Sorghum,6.85,River,No,3.19,21.85,Mainly own with some sale,No,Yes,Male,7.9,1365047
1302,Eastern,Elgon,Kapchorwa,Primary,Sorghum,1.26,Rain,No,4.16,5.24,Mainly own with some sale,No,Yes,Male,10.3,1508218
1303,Northern,Acholi,Gulu,Primary,Maize,4.13,Borehole,No,2.15,8.88,Mainly own with some sale,No,Yes,Female,5.3,207153
1304,Eastern,Bukedi,Tororo,University,Coffee,1.56,Borehole,No,2.47,3.85,Mainly own with some sale,No,Yes,Male,6.1,834143
1305,Northern,Acholi,Gulu,Primary,Millet,5.24,River,No,2.54,13.31,Mainly own with some sale,Yes,No,Male,6.3,1946538
1306,Northern,Karamoja,Kotido,University,Matooke,2.94,Rain,No,2.7,7.94,Mainly own with some sale,No,Yes,Male,6.7,500425
1307,Eastern,Elgon,Kapchorwa,Secondary,Sweet Potatoes,1.69,Borehole,No,4.85,8.2,Mainly own with some sale,No,Yes,Male,12.0,976278
1308,Central,Buganda North,Nakaseke,Primary,Coffee,5.19,River,No,3.1,16.09,Mainly own with some sale,Yes,No,Male,7.7,2349215
1309,Eastern,Busoga,Jinja,Secondary,Rice,0.65,Borehole,No,1.22,0.79,Own consumption only,No,Yes,Male,3.0,805408
1310,Central,Buganda North,Luwero,Secondary,Cassava,4.29,Borehole,Yes,1.79,7.68,Own consumption only,Yes,No,Male,4.4,976580
1311,Eastern,Bukedi,Tororo,Secondary,Sorghum,5.27,Borehole,No,3.27,17.23,Own consumption only,No,Yes,Male,8.1,803974
1312,Central,Buganda North,Nakaseke,None,Rice,2.33,Rain,No,3.84,8.95,Mainly own with some sale,Yes,Yes,Male,9.5,2698965
1313,Eastern,Teso,Soroti,None,Cassava,4.93,Rain,Yes,1.03,5.08,Own consumption only,Yes,No,Male,2.5,1355605
1314,Western,Bunyoro,Hoima,Secondary,Maize,6.68,Rain,Yes,2.94,19.64,Own consumption only,No,Yes,Male,7.3,636383
1315,Western,Kigezi,Rukungiri,Primary,Sweet Potatoes,2.19,Rain,No,0.52,1.14,Own consumption only,No,Yes,Male,1.3,788803
1316,Eastern,Teso,Kumi,Primary,Cassava,5.24,River,No,0.2,1.05,Own consumption only,No,Yes,Male,0.5,2406397
1317,Central,Buganda South,Masaka,None,Groundnuts,6.42,Rain,No,4.4,28.25,Own consumption only,Yes,Yes,Male,10.9,2968545
1318,Western,Kigezi,Rukungiri,Primary,Matooke,3.39,Rain,Yes,3.71,12.58,Own consumption only,Yes,No,Male,9.2,1634012
1319,Eastern,Busoga,Iganga,Secondary,Cassava,5.3,River,No,1.88,9.96,Own consumption only,No,Yes,Female,4.6,2900728
1320,Western,Ankole,Bushenyi,None,Coffee,1.07,River,No,0.76,0.81,Own consumption only,No,Yes,Male,1.9,1585444
1321,Eastern,Elgon,Mbale,Primary,Sorghum,2.34,Borehole,No,3.58,8.38,Own consumption only,Yes,No,Male,8.8,1771671
1322,Eastern,Bukedi,Busia,University,Millet,6.86,River,No,0.7,4.8,Own consumption only,No,No,Male,1.7,2720178
1323,Eastern,Bukedi,Busia,None,Maize,6.91,Rain,No,0.53,3.66,Mainly own with some sale,No,Yes,Male,1.3,746432
1324,Western,Bunyoro,Masindi,University,Sorghum,2.52,Rain,No,2.3,5.8,Own consumption only,No,No,Male,5.7,2703188
1325,Northern,Karamoja,Kotido,Primary,Coffee,0.84,Borehole,No,5.23,4.39,Own consumption only,Yes,Yes,Male,12.9,2666966
1326,Central,Buganda North,Luwero,Primary,Beans,1.75,Borehole,No,0.57,1.0,Own consumption only,No,No,Male,1.4,1636631
1327,Central,Buganda North,Nakaseke,Primary,Beans,6.83,Rain,No,0.81,5.53,Mainly own with some sale,No,No,Male,2.0,837537
1328,Eastern,Bukedi,Tororo,Secondary,Millet,6.09,River,No,4.87,29.66,Mainly own with some sale,No,Yes,Male,12.0,2248531
1329,Eastern,Elgon,Mbale,None,Beans,2.45,Rain,No,2.79,6.84,Mainly own with some sale,No,No,Male,6.9,2198942
1330,Northern,Acholi,Kitgum,Primary,Sorghum,1.38,Borehole,No,1.54,2.13,Own consumption only,Yes,No,Male,3.8,765995
1331,Eastern,Elgon,Kapchorwa,Secondary,Rice,3.44,River,No,2.91,10.01,Mainly own with some sale,No,Yes,Male,7.2,2291549
1332,Northern,West Nile,Nebbi,Primary,Sweet Potatoes,2.67,Borehole,No,2.84,7.58,Mainly own with some sale,No,Yes,Male,7.0,2291572
1333,Western,Ankole,Ntungamo,Secondary,Maize,1.98,Rain,No,0.32,0.63,Mainly own with some sale,Yes,Yes,Female,0.8,2976145
1334,Northern,Acholi,Kitgum,Secondary,Cassava,2.3,Rain,No,3.94,9.06,Own consumption only,No,Yes,Male,9.7,3161458
1335,Central,Buganda North,Luwero,None,Groundnuts,3.25,Borehole,No,4.46,14.49,Mainly own with some sale,Yes,No,Male,11.0,356422
1336,Western,Kigezi,Kabale,Secondary,Groundnuts,6.76,River,No,1.25,8.45,Mainly own with some sale,Yes,No,Male,3.1,1549467
