ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Farm_Size_acres,Fertilizer_Use,Household_Size,Refugee_Status,Protection_Needs,Disease,Health_Facility,ANC_Visits,Latrine_Type,Water_Distance_min,Handwashing,Main_Income,Food_Months,Savings_UGX,Coping_Strategy,GBV_Case_Type,Survivor_Gender,Support_Received,Referred,Item_Code,Item_Name,Stock,Location,KPI,Baseline,Target,Achieved,Research_Title,Methodology,P_Value,Findings
165,Eastern,Gulu,Secondary,6.1510342980200186,53,Female,1575645,Borehole,Cassava,2022,3.186084050998239,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Central,Lira,University,6.210021409585556,64,Male,1841706,Tap,Cassava,2023,0.9236516295431346,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Western,Kampala,University,6.636532663297793,26,Male,1544385,Tap,Maize,2024,0.8447324148282704,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Northern,Mbarara,Secondary,3.0548225759646197,49,Female,471421,Well,Beans,2022,3.1193386044077465,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Northern,Kampala,Secondary,4.787762985283749,28,Female,373311,Tap,Beans,2024,3.1183172174499814,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Eastern,Mbarara,University,6.915151799024583,25,Female,640880,Well,Cassava,2023,7.977702724715239,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Western,Arua,Secondary,3.4579802584430217,50,Male,1034440,Borehole,Beans,2023,9.760929201420563,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Central,Gulu,None,0.2,40,Male,856030,Tap,Maize,2022,4.026467391954984,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Northern,Kampala,University,8.204543374010875,42,Male,1468859,Well,Cassava,2022,4.574425349179867,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Western,Lira,Primary,0.8944565933589197,25,Male,873249,River,Coffee,2024,8.525499644717204,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Western,Arua,Secondary,4.703815695589555,62,Female,1697404,Well,Coffee,2022,3.047320690907377,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Eastern,Kampala,Primary,0.3461207552884269,39,Male,899895,Tap,Beans,2024,1.9856271418327556,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Northern,Lira,None,1.9072116830123824,21,Male,540686,Borehole,Cassava,2022,8.604351422334679,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Northern,Kampala,Primary,3.4702988872600606,57,Male,1565039,Tap,Cassava,2024,0.9417555711806223,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Central,Mbarara,Secondary,5.294783711639914,20,Female,445144,Tap,Coffee,2024,6.3871446818944495,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Northern,Kampala,Primary,2.338791531430132,46,Female,1925575,Well,Cassava,2024,5.838932050934664,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Central,Kampala,Primary,4.084003605563696,58,Male,1444360,River,Cassava,2024,3.7862442512660954,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Northern,Kampala,Primary,4.807791694996068,46,Male,1134137,Tap,Cassava,2023,3.49430045042491,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Eastern,Arua,Secondary,3.878376863954037,51,Female,976505,River,Beans,2024,7.832648398725402,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Northern,Kampala,University,6.3489949698700725,51,Female,1152164,Well,Cassava,2022,1.3210338022441916,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Central,Lira,Secondary,4.349177260344936,45,Female,531119,River,Maize,2023,2.7494509384581614,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Central,Mbarara,Secondary,3.722319854105793,30,Female,1411820,Well,Beans,2023,7.458262952461853,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Eastern,Mbarara,University,6.1761298039898795,32,Female,652413,Borehole,Cassava,2024,5.70904554540103,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Northern,Kampala,Secondary,3.6632614597584907,40,Female,1349734,River,Cassava,2023,1.7158879810690708,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Northern,Arua,Primary,4.215756008006245,61,Female,1176351,River,Maize,2024,8.880288335679571,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Eastern,Arua,Primary,3.271881995035432,43,Female,1063731,Borehole,Beans,2022,4.23775454235412,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Northern,Lira,Primary,2.019053872741909,21,Male,1006608,River,Coffee,2024,8.364749565560642,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Northern,Kampala,Primary,0.2,43,Male,1312548,Borehole,Coffee,2023,7.983273647513232,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Central,Mbarara,Secondary,2.655535506393533,57,Male,1106450,Tap,Beans,2022,6.432041741481417,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Northern,Arua,Secondary,4.703429082601878,26,Male,1731583,Well,Cassava,2024,5.197570747303383,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Northern,Kampala,Primary,0.3784440586111826,22,Male,1682795,Borehole,Cassava,2022,9.80573298362669,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Eastern,Arua,Secondary,4.492993527451956,49,Male,482140,River,Coffee,2022,1.877168187608262,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Eastern,Arua,Secondary,3.1344362751349744,37,Female,1873786,Borehole,Coffee,2023,7.3889794117355905,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Western,Mbarara,Primary,2.5918057745806733,28,Female,1808795,River,Coffee,2022,2.3163116639154957,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Central,Gulu,University,6.863856301334143,32,Male,848456,Tap,Maize,2023,3.7134995006573095,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Northern,Lira,Secondary,4.3205899338907106,49,Male,1415358,Borehole,Coffee,2022,3.432638062045355,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Northern,Lira,Primary,2.1055781529214794,45,Female,1371675,Tap,Maize,2024,9.496841883517869,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Western,Mbarara,Secondary,3.772714374392268,39,Female,758981,Well,Beans,2022,9.689883688988614,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Northern,Arua,Secondary,3.4792095810635617,58,Female,308944,River,Cassava,2024,2.238646720229908,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Central,Kampala,Secondary,4.68389231724189,34,Male,1997519,River,Coffee,2024,0.7093340228262898,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Western,Arua,Secondary,5.0051926747809485,43,Female,1980438,Tap,Cassava,2022,7.3400763767995745,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Central,Mbarara,Secondary,2.981027477463874,61,Male,447572,Well,Cassava,2024,4.470904371769601,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Western,Lira,Secondary,4.148371527707731,24,Male,1592191,Borehole,Coffee,2022,1.3439823283318617,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Western,Arua,Primary,2.696582073487738,59,Female,1818777,Borehole,Coffee,2022,6.995664002981904,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Eastern,Lira,Primary,2.683771134623042,43,Female,397097,River,Beans,2024,5.678502518476647,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Central,Kampala,None,1.3667696195965178,42,Male,1030948,Tap,Maize,2024,9.814909809010507,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Northern,Lira,Secondary,3.797965189654776,27,Female,812084,Tap,Maize,2023,2.6603902106831,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Northern,Lira,Primary,2.779030425462539,62,Female,488213,Borehole,Cassava,2024,4.337789825102208,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Central,Gulu,University,7.41802871098362,36,Male,1173737,Well,Coffee,2023,5.654185132256518,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Northern,Gulu,Secondary,4.341036655822564,28,Female,1333387,Well,Beans,2024,8.021149890306841,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Northern,Gulu,University,7.305939836533724,30,Male,1438697,Borehole,Beans,2022,5.713967238840558,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Central,Lira,University,7.790353411037507,25,Male,580172,Borehole,Beans,2024,6.322551528188518,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Western,Mbarara,University,4.949059642104732,57,Female,1812042,Tap,Beans,2022,2.648396990104437,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Central,Lira,University,7.743463841865367,21,Male,654151,Well,Beans,2022,8.545727916841319,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Western,Mbarara,Secondary,4.542427765221275,64,Male,741287,Borehole,Maize,2022,4.571990196219519,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Northern,Mbarara,Secondary,3.0883746722612733,48,Female,1704314,Borehole,Maize,2023,1.839116461456808,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Northern,Gulu,Primary,3.3024708823196884,45,Female,1549432,River,Maize,2024,6.809785187801465,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Northern,Arua,Primary,2.1016790939760384,28,Female,1444199,Borehole,Coffee,2022,2.552859305260421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Eastern,Kampala,Secondary,3.938033563681447,60,Male,895532,Borehole,Cassava,2022,1.4268438472733476,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Western,Gulu,Secondary,3.692320217534338,18,Male,495866,Well,Beans,2023,8.688875629840586,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Eastern,Gulu,Primary,2.8023988442382244,64,Female,997057,Tap,Coffee,2024,4.871541512640177,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Eastern,Arua,Secondary,3.414646857487947,55,Male,398237,Well,Beans,2024,7.618195270609876,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Central,Kampala,University,7.701474629947786,41,Female,731147,Tap,Maize,2023,3.2605818181603734,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Eastern,Lira,Secondary,4.061137412805328,64,Female,1159113,River,Coffee,2023,7.97621628171783,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Central,Lira,Secondary,3.835797516512063,48,Male,1160811,Borehole,Maize,2024,1.563391306704538,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Central,Gulu,University,7.55287567761397,58,Female,835274,River,Beans,2023,3.881747051051101,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Eastern,Kampala,University,6.48044323768092,63,Male,1532559,Tap,Beans,2024,9.79158727074852,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Western,Gulu,Secondary,5.1481768253623015,43,Male,1537936,Well,Cassava,2024,8.042902305496057,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Western,Mbarara,University,7.779592950840866,22,Female,1039385,Well,Beans,2022,5.223931337989538,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Western,Gulu,University,5.465196161781023,37,Male,1726273,River,Maize,2022,3.7278859798379083,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Western,Gulu,University,7.9092602022229235,58,Female,1702385,Tap,Beans,2024,8.785289150213528,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Western,Lira,Primary,1.0379640284981144,28,Male,249522,River,Cassava,2024,5.676053711302899,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Eastern,Lira,Secondary,5.371580526882511,50,Male,430233,River,Cassava,2024,7.705037669756555,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Eastern,Lira,Primary,4.528357192230239,55,Male,598102,Borehole,Maize,2024,7.664022963003559,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Northern,Mbarara,None,2.0748344382691313,44,Female,1621969,River,Coffee,2024,0.6704839464006724,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Western,Lira,Secondary,2.043019355300327,51,Male,207485,Borehole,Beans,2024,1.6994109365298278,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Eastern,Kampala,Secondary,5.263565719386019,32,Female,1673247,Borehole,Cassava,2023,6.766478980750051,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Northern,Arua,University,9.0,49,Male,312701,Well,Beans,2024,2.035388207215779,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Western,Kampala,Primary,2.196968359001971,38,Male,407352,Borehole,Beans,2023,2.9271867742282445,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Central,Kampala,University,6.76529667997011,63,Female,1875502,Borehole,Coffee,2023,9.493060564896268,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Northern,Lira,Secondary,3.011513278073568,22,Female,384514,Well,Cassava,2024,5.821731454561663,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Eastern,Arua,Secondary,4.51207941881967,23,Female,645093,River,Beans,2024,7.631930316493798,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Central,Arua,University,8.069177182543129,55,Female,998658,Tap,Cassava,2023,5.800817018435079,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Central,Arua,Secondary,4.897737128149454,39,Female,817693,Tap,Maize,2023,5.74887934043589,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Central,Mbarara,Primary,5.641966977287799,35,Male,1458624,Tap,Maize,2024,1.39444314619413,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Northern,Lira,University,6.8330270429657975,31,Male,1935645,River,Beans,2024,3.764800329786479,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Eastern,Arua,Primary,0.8693266325847357,27,Female,1205535,Borehole,Cassava,2023,3.183093537521861,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Central,Mbarara,None,1.370970971568219,63,Male,237019,Tap,Beans,2023,4.211919473329326,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Western,Gulu,University,4.38354823478751,30,Male,1162452,River,Cassava,2023,8.084269788131119,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Central,Gulu,Primary,1.9668960751354865,48,Male,1510073,Borehole,Cassava,2022,4.033360345210216,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Central,Mbarara,Secondary,5.824382058600213,47,Female,789421,Well,Coffee,2023,4.791119782700986,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Northern,Mbarara,Primary,2.8251336486317715,20,Male,1970394,Tap,Coffee,2022,4.275123209610507,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Northern,Lira,University,6.979416812831269,47,Male,579747,Borehole,Coffee,2024,1.387375733765308,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Eastern,Lira,Primary,4.320780376715357,23,Male,358598,Tap,Beans,2024,4.6901855033824456,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Western,Gulu,University,6.52940010833663,46,Female,852873,Tap,Coffee,2023,2.3582880939228925,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Northern,Arua,Secondary,5.4618204129341095,25,Male,1693990,Tap,Coffee,2024,2.2738713098438943,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Central,Gulu,Primary,2.6293069751663403,61,Male,1741326,Borehole,Maize,2024,1.3933429921255303,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Eastern,Arua,Secondary,4.580047463459026,62,Female,1029827,River,Cassava,2024,3.888374254346765,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Central,Arua,University,5.582695144136987,60,Female,617247,Borehole,Cassava,2024,7.696077905499465,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Central,Lira,Secondary,3.717953205171783,61,Male,668758,Tap,Coffee,2022,3.1261960605422625,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Northern,Kampala,Primary,1.1024817671561264,50,Male,1898678,Borehole,Cassava,2022,3.467316467912379,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Eastern,Kampala,Secondary,4.104754921774655,34,Female,1155205,Well,Maize,2023,6.605409247888025,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Western,Mbarara,Secondary,4.590402343916267,28,Female,574743,River,Maize,2023,2.3604877195757292,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Western,Lira,Secondary,3.089961894908548,30,Female,225939,Borehole,Coffee,2023,9.021100339023576,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Northern,Arua,Secondary,6.249178922684823,28,Female,1166649,Well,Maize,2024,5.441809970889768,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Northern,Kampala,Secondary,4.478106019091961,48,Female,1137828,River,Cassava,2024,4.752227933042061,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Eastern,Arua,Primary,2.5577955855852195,45,Female,1402515,Well,Beans,2022,5.7992918233274136,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Western,Kampala,Secondary,4.9696577513456255,61,Female,986635,River,Cassava,2022,2.0773259774538566,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Western,Kampala,Secondary,3.3710719191340783,23,Male,1134048,Borehole,Beans,2023,6.327994817072175,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Western,Kampala,Primary,2.663477479167453,58,Female,1133403,Well,Coffee,2022,3.9494569980230994,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Central,Lira,University,6.0831337796424085,33,Female,1863744,Tap,Beans,2022,9.02327023916388,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Western,Gulu,Secondary,5.758679910088983,21,Male,728036,Well,Maize,2022,2.1041149634380183,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Central,Arua,Secondary,3.141360650602919,52,Female,1484670,River,Cassava,2022,5.31698548672169,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Eastern,Lira,University,6.863165459307173,43,Female,1627989,Borehole,Beans,2022,6.182069979005671,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Central,Lira,Secondary,4.529315785151776,29,Male,1067196,River,Cassava,2023,0.8171442169706216,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Eastern,Lira,University,7.1948257444077015,28,Female,1400532,Well,Coffee,2023,3.955084685183332,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Western,Lira,Secondary,3.618764826917168,54,Male,1404831,Well,Coffee,2022,7.460034729657911,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Western,Lira,None,0.3044905978549022,42,Male,1199074,Tap,Maize,2023,8.293586320765247,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Eastern,Mbarara,Secondary,3.633204826953901,35,Male,664462,Borehole,Coffee,2024,3.4750389507641826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Northern,Arua,Secondary,4.728325434210283,36,Male,1094468,Borehole,Beans,2022,8.086636087636137,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Eastern,Lira,Secondary,4.056154229088037,40,Female,874619,Well,Coffee,2024,9.693680832482194,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Northern,Arua,Primary,3.2962088084525214,55,Male,1939895,Borehole,Maize,2023,8.640302392713394,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Central,Mbarara,Primary,2.977003719395073,35,Male,1102957,Tap,Cassava,2023,1.6176178875135894,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Central,Mbarara,Primary,0.22308730190039228,43,Female,1675249,River,Cassava,2024,7.527438154812636,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Central,Arua,Primary,2.747497796837211,23,Male,547823,Borehole,Coffee,2023,3.536834908185175,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Western,Kampala,Secondary,6.45045476781627,21,Male,1374405,Well,Beans,2022,9.889951899414728,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Central,Gulu,Primary,3.8252690510383314,61,Male,1376792,River,Maize,2024,5.110910340018927,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Northern,Kampala,Secondary,4.6220131607069685,46,Male,1838765,River,Beans,2022,1.6631220344099398,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Central,Kampala,Secondary,3.140607869530056,51,Female,375607,Tap,Maize,2024,7.3892627062602125,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Eastern,Kampala,Secondary,4.677553716125646,34,Male,609319,Well,Coffee,2023,3.5686063846690317,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Eastern,Lira,University,7.539749939878259,60,Female,1870910,Borehole,Maize,2024,9.972242492275786,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Western,Mbarara,Secondary,3.946253319172416,60,Female,552156,Well,Maize,2024,9.807933349617958,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Eastern,Kampala,Secondary,4.516742058804438,33,Male,1851142,River,Coffee,2022,6.733273171195517,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Northern,Mbarara,Secondary,5.709662458396041,19,Male,474535,Well,Beans,2023,1.733351265041317,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Central,Arua,Primary,1.6427255802582743,51,Male,1351052,Borehole,Coffee,2022,7.025179477912776,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Western,Gulu,University,5.741700395040873,25,Male,1146405,Borehole,Maize,2023,1.3837896213702585,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Central,Arua,Primary,3.1926993259942127,30,Female,582865,Tap,Coffee,2022,0.778959511472727,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Central,Arua,None,1.6575426361980803,59,Female,821825,Borehole,Maize,2024,8.318105239104117,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Northern,Lira,Secondary,5.228838295412812,25,Female,1117472,Borehole,Coffee,2022,2.492653002994973,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Eastern,Gulu,None,1.7697938119037695,47,Male,381429,Well,Cassava,2023,4.100757699081425,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Eastern,Arua,University,6.232244936825806,49,Female,1466556,Well,Cassava,2023,9.747845204773645,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Central,Arua,Secondary,4.632192651465405,53,Male,1752127,River,Coffee,2024,3.699984767680481,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Western,Gulu,University,5.657873456703826,64,Male,1021935,Tap,Beans,2023,3.316652922191495,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Eastern,Gulu,Secondary,3.9496812882670063,47,Male,1735251,Well,Maize,2022,9.222975996416364,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Western,Arua,Secondary,4.702799230966404,18,Male,1323979,Borehole,Cassava,2024,1.552110230530102,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Eastern,Gulu,University,6.43948578327611,60,Male,788574,River,Beans,2023,7.716032896089002,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Western,Arua,Primary,4.968052182229827,56,Female,536986,Well,Maize,2023,9.886622883201353,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Northern,Arua,University,4.907815751176333,34,Female,304927,Tap,Cassava,2022,9.062312102359163,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Western,Lira,Primary,1.9525096430011892,37,Male,685833,Tap,Cassava,2022,6.690845227711046,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Northern,Kampala,Secondary,3.26222016613009,41,Female,1692418,River,Coffee,2024,3.483577552430954,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Northern,Arua,Primary,1.7996511925420466,39,Male,499372,River,Maize,2023,2.916058821194009,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Western,Mbarara,Secondary,3.5570017765191215,46,Male,223386,River,Beans,2022,8.28292349627888,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Northern,Kampala,Primary,1.1735793131410068,39,Male,1426402,River,Beans,2024,8.858308182541105,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Central,Kampala,University,7.552702148572627,61,Female,1752734,River,Beans,2023,5.491631669184082,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Northern,Kampala,University,6.2529047026128985,26,Male,1539022,Borehole,Maize,2023,2.8212294374714286,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Eastern,Lira,University,6.963573335588655,54,Male,1571535,Borehole,Beans,2024,1.5729604799061487,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Western,Arua,Primary,2.065174238089755,27,Female,452156,Well,Beans,2024,1.3282049444023962,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Central,Lira,Secondary,3.5091195877137906,53,Female,1202252,Tap,Beans,2022,7.331235749861628,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Western,Arua,Secondary,5.872279236086849,54,Female,1049776,Borehole,Coffee,2023,4.491127914553387,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Eastern,Lira,Primary,3.422932182209408,45,Male,1153122,Borehole,Coffee,2023,9.100918805639768,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Eastern,Lira,Primary,0.6317996000448551,45,Male,669450,Borehole,Maize,2023,7.526877356904255,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Eastern,Mbarara,Secondary,2.2258625516641133,59,Female,523258,Well,Maize,2024,2.316973970188574,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Northern,Lira,Secondary,5.242608835636487,60,Male,448724,River,Beans,2022,6.330885478749141,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Northern,Gulu,Secondary,3.6801466084512464,38,Female,401202,Well,Coffee,2023,4.6373018167825135,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Western,Mbarara,Secondary,2.5509176660657777,41,Female,1274101,Tap,Cassava,2024,5.983872442301824,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Western,Lira,None,2.245735132540341,59,Male,1328394,Tap,Cassava,2023,7.511656671715913,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
